"MassFeature","compound_experimental","compound_theoretical","mz_experimental","mz_theoretical","rt_sec_experimental","rt_sec_theoretical","column_experimental","column_theoretical","z_experimental","z_theoretical","MS2_experimental","MS2_theoretical","mz_similarity_score1","rt_similarity_score1","ppm_mass_error","MS2_cosine_similarity1","total_similarity_score","confidence_rank","confidence_source"
"I102.0549R12.14",1,NA,102.0549424,NA,728.6243451,NA,"HILIC",NA,-1,NA,"59.01263, 100; 74.99261, 41.1",NA,NA,NA,NA,NA,NA,NA,NA
"Uracil",2,"Uracil",111.019453,111.019453,240,240,"HILIC","HILIC",-1,-1,"110.97466, 100; 110.03485, 39.1","111.01879, 100; 111.04389, 2.4",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Uracil",2,"Uracil",111.019453,111.019453,240,240,"HILIC","HILIC",-1,-1,"110.97466, 100; 110.03485, 39.1","111.01884, 100; 111.05526, 1.9",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Uracil",2,"Uracil",111.019453,111.019453,240,240,"HILIC","HILIC",-1,-1,"110.97466, 100; 110.03485, 39.1","111.01889, 100; 111.04259, 2.1",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Uracil",2,"Uracil",111.019453,111.019453,240,240,"HILIC","HILIC",-1,-1,"110.97466, 100; 110.03485, 39.1","111.01886, 100; 111.04398, 2",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Uracil",2,"Uracil",111.019453,111.019453,240,240,"HILIC","HILIC",-1,-1,"110.97466, 100; 110.03485, 39.1","111.01885, 100; 111.04394, 1.8",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Uracil",2,"Uracil",111.019453,111.019453,240,240,"HILIC","HILIC",-1,-1,"110.97466, 100; 110.03485, 39.1","111.01881, 100; 111.04394, 1.9",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Uracil",2,"Uracil",111.019453,111.019453,240,240,"HILIC","HILIC",-1,-1,"110.97466, 100; 110.03485, 39.1","68.01299, 100; 52.17011, 58.5",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Uracil",2,"Uracil",111.019453,111.019453,240,240,"HILIC","HILIC",-1,-1,"110.97466, 100; 110.03485, 39.1","111.01888, 100; 67.02911, 88.4",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"I124.0064R10.88",3,"Taurine",124.006394,124.006841,652.5603017,667.8,"HILIC","HILIC",-1,-1,"124.01125, 100; 123.90107, 58.1","124.00623, 100; 79.95613, 76.5",0.999750269937751,0.878950329142521,3.60463984397515,0.747914948117224,87.5538515732499,1,"Ingalls_Standards"
"I124.0064R10.88",3,"Taurine",124.006394,124.006841,652.5603017,667.8,"HILIC","HILIC",-1,-1,"124.01125, 100; 123.90107, 58.1","124.00632, 100; 79.95616, 72.8",0.999750269937751,0.878950329142521,3.60463984397515,0.750036154868331,87.6245584649535,1,"Ingalls_Standards"
"I124.0064R10.88",3,"Taurine",124.006394,124.006841,652.5603017,667.8,"HILIC","HILIC",-1,-1,"124.01125, 100; 123.90107, 58.1","124.00631, 100; 79.95616, 72.6",0.999750269937751,0.878950329142521,3.60463984397515,0.750151312639522,87.6283970573265,1,"Ingalls_Standards"
"I124.0064R10.88",3,"Taurine",124.006394,124.006841,652.5603017,667.8,"HILIC","HILIC",-1,-1,"124.01125, 100; 123.90107, 58.1","124.0063, 100; 79.95615, 71.4",0.999750269937751,0.878950329142521,3.60463984397515,0.750843463641492,87.6514687573922,1,"Ingalls_Standards"
"I124.0064R10.88",3,"Taurine",124.006394,124.006841,652.5603017,667.8,"HILIC","HILIC",-1,-1,"124.01125, 100; 123.90107, 58.1","79.95614, 100; 124.00629, 64.2",0.999750269937751,0.878950329142521,3.60463984397515,0.706398986741385,86.1699861940552,1,"Ingalls_Standards"
"I124.0064R10.88",3,"Taurine",124.006394,124.006841,652.5603017,667.8,"HILIC","HILIC",-1,-1,"124.01125, 100; 123.90107, 58.1","79.95613, 100; 124.00628, 62",0.999750269937751,0.878950329142521,3.60463984397515,0.703755553841678,86.081871764065,1,"Ingalls_Standards"
"I124.0064R10.88",3,"Taurine",124.006394,124.006841,652.5603017,667.8,"HILIC","HILIC",-1,-1,"124.01125, 100; 123.90107, 58.1","79.95615, 100; 124.0063, 0.7",0.999750269937751,0.878950329142521,3.60463984397515,0.157010606892465,67.8570401990912,1,"Ingalls_Standards"
"I124.0064R10.88",3,"Taurine",124.006394,124.006841,652.5603017,667.8,"HILIC","HILIC",-1,-1,"124.01125, 100; 123.90107, 58.1","79.95615, 100; 124.00632, 0.9",0.999750269937751,0.878950329142521,3.60463984397515,0.177051550174849,68.5250716418374,1,"Ingalls_Standards"
"Isethionic Acid",4,"Isethionic Acid",124.990857,124.990857,432,432,"HILIC","HILIC",-1,-1,"124.99041, 100; 94.97973, 27.2","124.99026, 100; 94.97963, 44.7",1,1,0,0.99711948932637,99.9039829775457,1,"Ingalls_Standards"
"Isethionic Acid",4,"Isethionic Acid",124.990857,124.990857,432,432,"HILIC","HILIC",-1,-1,"124.99041, 100; 94.97973, 27.2","124.99027, 100; 94.97899, 44.6",1,1,0,0.997148289570544,99.9049429856848,1,"Ingalls_Standards"
"Isethionic Acid",4,"Isethionic Acid",124.990857,124.990857,432,432,"HILIC","HILIC",-1,-1,"124.99041, 100; 94.97973, 27.2","124.99032, 100; 94.97967, 43.4",1,1,0,0.997481376708468,99.9160458902823,1,"Ingalls_Standards"
"Isethionic Acid",4,"Isethionic Acid",124.990857,124.990857,432,432,"HILIC","HILIC",-1,-1,"124.99041, 100; 94.97973, 27.2","124.99033, 100; 94.97968, 43.9",1,1,0,0.997344270022785,99.9114756674261,1,"Ingalls_Standards"
"Isethionic Acid",4,"Isethionic Acid",124.990857,124.990857,432,432,"HILIC","HILIC",-1,-1,"124.99041, 100; 94.97973, 27.2","79.95615, 100; 124.9903, 97.7",1,1,0,0.884699645806254,96.1566548602085,1,"Ingalls_Standards"
"Isethionic Acid",4,"Isethionic Acid",124.990857,124.990857,432,432,"HILIC","HILIC",-1,-1,"124.99041, 100; 94.97973, 27.2","79.95613, 100; 124.99026, 96.7",1,1,0,0.884031053086387,96.1343684362129,1,"Ingalls_Standards"
"Isethionic Acid",4,"Isethionic Acid",124.990857,124.990857,432,432,"HILIC","HILIC",-1,-1,"124.99041, 100; 94.97973, 27.2","79.95616, 100; 94.97967, 5.1",1,1,0,0.0875550824238411,69.585169414128,1,"Ingalls_Standards"
"Isethionic Acid",4,"Isethionic Acid",124.990857,124.990857,432,432,"HILIC","HILIC",-1,-1,"124.99041, 100; 94.97973, 27.2","79.95614, 100; 94.97964, 5.1",1,1,0,0.0875550719765361,69.5851690658845,1,"Ingalls_Standards"
"I126.904R4.8",5,NA,126.9039935,NA,287.951141,NA,"HILIC",NA,-1,NA,"126.90401, 100; 85.03849, 1.4",NA,NA,NA,NA,NA,NA,NA,NA
"L-Pyroglutamic acid",6,"Taurine, D4",128.034768,128.0325,478.2,600,"HILIC","HILIC",-1,-1,"128.03429, 100; 129.04133, 19.5",NA,0.99359084680306,0.000263409685041803,17.7142522407595,NA,49.6927128244051,NA,NA
"L-Pyroglutamic acid",6,"L-Pyroglutamic acid",128.034768,128.034768,478.2,478.2,"HILIC","HILIC",-1,-1,"128.03429, 100; 129.04133, 19.5","128.03425, 100; 82.02868, 3.2",1,1,0,0.909962160297431,96.998738676581,1,"Ingalls_Standards"
"L-Pyroglutamic acid",6,"L-Pyroglutamic acid",128.034768,128.034768,478.2,478.2,"HILIC","HILIC",-1,-1,"128.03429, 100; 129.04133, 19.5","128.03348, 100; 82.02822, 3.2",1,1,0,0.909962156332902,96.9987385444301,1,"Ingalls_Standards"
"L-Pyroglutamic acid",6,"L-Pyroglutamic acid",128.034768,128.034768,478.2,478.2,"HILIC","HILIC",-1,-1,"128.03429, 100; 129.04133, 19.5","128.03425, 100; 82.02862, 3.1",1,1,0,0.910038422678817,97.0012807559606,1,"Ingalls_Standards"
"L-Pyroglutamic acid",6,"L-Pyroglutamic acid",128.034768,128.034768,478.2,478.2,"HILIC","HILIC",-1,-1,"128.03429, 100; 129.04133, 19.5","128.03427, 100; 82.02867, 3",1,1,0,0.910114692945647,97.0038230981882,1,"Ingalls_Standards"
"L-Pyroglutamic acid",6,"L-Pyroglutamic acid",128.034768,128.034768,478.2,478.2,"HILIC","HILIC",-1,-1,"128.03429, 100; 129.04133, 19.5","128.03427, 100; 82.02865, 6.1",1,1,0,0.907759066209284,96.9253022069761,1,"Ingalls_Standards"
"L-Pyroglutamic acid",6,"L-Pyroglutamic acid",128.034768,128.034768,478.2,478.2,"HILIC","HILIC",-1,-1,"128.03429, 100; 129.04133, 19.5","128.03424, 100; 82.02865, 5.7",1,1,0,0.908061986800263,96.9353995600088,1,"Ingalls_Standards"
"L-Pyroglutamic acid",6,"L-Pyroglutamic acid",128.034768,128.034768,478.2,478.2,"HILIC","HILIC",-1,-1,"128.03429, 100; 129.04133, 19.5","82.02967, 100; 128.03429, 48.6",1,1,0,0.786243334867665,92.8747778289222,1,"Ingalls_Standards"
"L-Pyroglutamic acid",6,"L-Pyroglutamic acid",128.034768,128.034768,478.2,478.2,"HILIC","HILIC",-1,-1,"128.03429, 100; 129.04133, 19.5","82.02872, 100; 128.0339, 52.9",1,1,0,0.794604499697243,93.1534833232414,1,"Ingalls_Standards"
"Malic Acid",7,"Malic Acid",133.0137,133.0137,718.2,718.2,"HILIC","HILIC",-1,-1,"91.02903, 100; 132.05575, 59.6","115.00256, 100; 71.01264, 61.2",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Malic Acid",7,"Malic Acid",133.0137,133.0137,718.2,718.2,"HILIC","HILIC",-1,-1,"91.02903, 100; 132.05575, 59.6","115.0025, 100; 71.0126, 61",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Malic Acid",7,"Malic Acid",133.0137,133.0137,718.2,718.2,"HILIC","HILIC",-1,-1,"91.02903, 100; 132.05575, 59.6","115.00254, 100; 71.01263, 61.4",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Malic Acid",7,"Malic Acid",133.0137,133.0137,718.2,718.2,"HILIC","HILIC",-1,-1,"91.02903, 100; 132.05575, 59.6","115.00258, 100; 71.01303, 61.6",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Malic Acid",7,"Malic Acid",133.0137,133.0137,718.2,718.2,"HILIC","HILIC",-1,-1,"91.02903, 100; 132.05575, 59.6","71.01262, 100; 115.00257, 86.8",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Malic Acid",7,"Malic Acid",133.0137,133.0137,718.2,718.2,"HILIC","HILIC",-1,-1,"91.02903, 100; 132.05575, 59.6","71.0126, 100; 115.00252, 82.5",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Malic Acid",7,"Malic Acid",133.0137,133.0137,718.2,718.2,"HILIC","HILIC",-1,-1,"91.02903, 100; 132.05575, 59.6","71.01289, 100; 72.99189, 58.4",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Malic Acid",7,"Malic Acid",133.0137,133.0137,718.2,718.2,"HILIC","HILIC",-1,-1,"91.02903, 100; 132.05575, 59.6","71.01292, 100; 72.99188, 58.8",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Amino Propanesulfonic Acid",8,"Amino Propanesulfonic Acid",138.022491,138.022491,689.4,689.4,"HILIC","HILIC",-1,-1,"136.89084, 100; 137.89087, 84","138.02222, 100; 79.95612, 75.4",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Amino Propanesulfonic Acid",8,"Amino Propanesulfonic Acid",138.022491,138.022491,689.4,689.4,"HILIC","HILIC",-1,-1,"136.89084, 100; 137.89087, 84","138.02235, 100; 79.95617, 78",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Amino Propanesulfonic Acid",8,"Amino Propanesulfonic Acid",138.022491,138.022491,689.4,689.4,"HILIC","HILIC",-1,-1,"136.89084, 100; 137.89087, 84","138.02224, 100; 79.95617, 74.3",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Amino Propanesulfonic Acid",8,"Amino Propanesulfonic Acid",138.022491,138.022491,689.4,689.4,"HILIC","HILIC",-1,-1,"136.89084, 100; 137.89087, 84","138.02221, 100; 79.95615, 74.1",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Amino Propanesulfonic Acid",8,"Amino Propanesulfonic Acid",138.022491,138.022491,689.4,689.4,"HILIC","HILIC",-1,-1,"136.89084, 100; 137.89087, 84","79.95613, 100; 138.02209, 37.3",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Amino Propanesulfonic Acid",8,"Amino Propanesulfonic Acid",138.022491,138.022491,689.4,689.4,"HILIC","HILIC",-1,-1,"136.89084, 100; 137.89087, 84","79.95615, 100; 138.02213, 38.6",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Amino Propanesulfonic Acid",8,"Amino Propanesulfonic Acid",138.022491,138.022491,689.4,689.4,"HILIC","HILIC",-1,-1,"136.89084, 100; 137.89087, 84","79.95615, 100; 111.93635, 4.5",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Amino Propanesulfonic Acid",8,"Amino Propanesulfonic Acid",138.022491,138.022491,689.4,689.4,"HILIC","HILIC",-1,-1,"136.89084, 100; 137.89087, 84","79.95613, 100; 111.93635, 3.8",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"I139.0157R7.24",9,NA,139.0156775,NA,434.5020319,NA,"HILIC",NA,-1,NA,"109.00492, 100; 139.01561, 62.7",NA,NA,NA,NA,NA,NA,NA,NA
"I148.9235R3.57",10,NA,148.9234908,NA,214.0767263,NA,"HILIC",NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DHPS",11,"Orotic Acid",155.001422,155.009283,640.2,251.7,"HILIC","HILIC",-1,-1,"156.0116, 100; 92.04942, 46.9","111.01887, 100; 154.94649, 4",0.925663824034841,3.83587833842691e-37,50.7130918089574,0,30.8554608011614,NA,NA
"DHPS",11,"Orotic Acid",155.001422,155.009283,640.2,251.7,"HILIC","HILIC",-1,-1,"156.0116, 100; 92.04942, 46.9","111.01881, 100; 154.94641, 4.7",0.925663824034841,3.83587833842691e-37,50.7130918089574,0,30.8554608011614,NA,NA
"DHPS",11,"Orotic Acid",155.001422,155.009283,640.2,251.7,"HILIC","HILIC",-1,-1,"156.0116, 100; 92.04942, 46.9","111.01887, 100; 154.9465, 4.6",0.925663824034841,3.83587833842691e-37,50.7130918089574,0,30.8554608011614,NA,NA
"DHPS",11,"Orotic Acid",155.001422,155.009283,640.2,251.7,"HILIC","HILIC",-1,-1,"156.0116, 100; 92.04942, 46.9","111.0189, 100; 154.94652, 4.8",0.925663824034841,3.83587833842691e-37,50.7130918089574,0,30.8554608011614,NA,NA
"DHPS",11,"Orotic Acid",155.001422,155.009283,640.2,251.7,"HILIC","HILIC",-1,-1,"156.0116, 100; 92.04942, 46.9","111.01888, 100; 154.94649, 4.8",0.925663824034841,3.83587833842691e-37,50.7130918089574,0,30.8554608011614,NA,NA
"DHPS",11,"Orotic Acid",155.001422,155.009283,640.2,251.7,"HILIC","HILIC",-1,-1,"156.0116, 100; 92.04942, 46.9","111.01885, 100; 154.94648, 5",0.925663824034841,3.83587833842691e-37,50.7130918089574,0,30.8554608011614,NA,NA
"DHPS",11,"Orotic Acid",155.001422,155.009283,640.2,251.7,"HILIC","HILIC",-1,-1,"156.0116, 100; 92.04942, 46.9","154.94645, 100; 111.01883, 62.3",0.925663824034841,3.83587833842691e-37,50.7130918089574,0,30.8554608011614,NA,NA
"DHPS",11,"Orotic Acid",155.001422,155.009283,640.2,251.7,"HILIC","HILIC",-1,-1,"156.0116, 100; 92.04942, 46.9","154.94646, 100; 111.01885, 62.3",0.925663824034841,3.83587833842691e-37,50.7130918089574,0,30.8554608011614,NA,NA
"DHPS",11,"DHPS",155.001422,155.001422,640.2,640.2,"HILIC","HILIC",-1,-1,"156.0116, 100; 92.04942, 46.9","155.00103, 100; 94.97965, 36.4",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"DHPS",11,"DHPS",155.001422,155.001422,640.2,640.2,"HILIC","HILIC",-1,-1,"156.0116, 100; 92.04942, 46.9","155.00101, 100; 94.97964, 37.5",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"DHPS",11,"DHPS",155.001422,155.001422,640.2,640.2,"HILIC","HILIC",-1,-1,"156.0116, 100; 92.04942, 46.9","155.00108, 100; 94.97967, 46.8",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"DHPS",11,"DHPS",155.001422,155.001422,640.2,640.2,"HILIC","HILIC",-1,-1,"156.0116, 100; 92.04942, 46.9","155.00107, 100; 94.97967, 46",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"DHPS",11,"DHPS",155.001422,155.001422,640.2,640.2,"HILIC","HILIC",-1,-1,"156.0116, 100; 92.04942, 46.9","94.97964, 100; 155.00103, 44.1",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"DHPS",11,"DHPS",155.001422,155.001422,640.2,640.2,"HILIC","HILIC",-1,-1,"156.0116, 100; 92.04942, 46.9","94.97963, 100; 155.00101, 44.7",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"DHPS",11,"DHPS",155.001422,155.001422,640.2,640.2,"HILIC","HILIC",-1,-1,"156.0116, 100; 92.04942, 46.9","79.95616, 100; 94.97963, 15.3",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"DHPS",11,"DHPS",155.001422,155.001422,640.2,640.2,"HILIC","HILIC",-1,-1,"156.0116, 100; 92.04942, 46.9","79.95614, 100; 94.97962, 15.2",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"N-acetyltaurine",12,"N-acetyltaurine",166.017406,166.017406,224.4,224.4,"HILIC","HILIC",-1,-1,NA,"166.01705, 100; 79.95612, 16.8",1,1,0,NA,100,1,"Ingalls_Standards"
"N-acetyltaurine",12,"N-acetyltaurine",166.017406,166.017406,224.4,224.4,"HILIC","HILIC",-1,-1,NA,"166.01711, 100; 79.95614, 16.6",1,1,0,NA,100,1,"Ingalls_Standards"
"N-acetyltaurine",12,"N-acetyltaurine",166.017406,166.017406,224.4,224.4,"HILIC","HILIC",-1,-1,NA,"166.01716, 100; 79.95617, 33.3",1,1,0,NA,100,1,"Ingalls_Standards"
"N-acetyltaurine",12,"N-acetyltaurine",166.017406,166.017406,224.4,224.4,"HILIC","HILIC",-1,-1,NA,"166.01712, 100; 79.95616, 32.4",1,1,0,NA,100,1,"Ingalls_Standards"
"N-acetyltaurine",12,"N-acetyltaurine",166.017406,166.017406,224.4,224.4,"HILIC","HILIC",-1,-1,NA,"79.95617, 100; 166.01716, 41.9",1,1,0,NA,100,1,"Ingalls_Standards"
"N-acetyltaurine",12,"N-acetyltaurine",166.017406,166.017406,224.4,224.4,"HILIC","HILIC",-1,-1,NA,"79.95614, 100; 166.01709, 41.6",1,1,0,NA,100,1,"Ingalls_Standards"
"N-acetyltaurine",12,"N-acetyltaurine",166.017406,166.017406,224.4,224.4,"HILIC","HILIC",-1,-1,NA,"79.95615, 100; 80.96396, 4.9",1,1,0,NA,100,1,"Ingalls_Standards"
"N-acetyltaurine",12,"N-acetyltaurine",166.017406,166.017406,224.4,224.4,"HILIC","HILIC",-1,-1,NA,"79.95614, 100; 80.96395, 4.9",1,1,0,NA,100,1,"Ingalls_Standards"
"I167.0204R10.56",13,NA,167.0203618,NA,633.4822175,NA,"HILIC",NA,-1,NA,"167.0204, 100; 124.01421, 63.5",NA,NA,NA,NA,NA,NA,NA,NA
"Cysteic Acid",14,"Cysteic Acid",167.996671,167.996671,729,729,"HILIC","HILIC",-1,-1,"168.02695, 100; 100.03928, 76.2","167.99632, 100; 80.96394, 83.7",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Cysteic Acid",14,"Cysteic Acid",167.996671,167.996671,729,729,"HILIC","HILIC",-1,-1,"168.02695, 100; 100.03928, 76.2","167.99644, 100; 80.96401, 86.7",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Cysteic Acid",14,"Cysteic Acid",167.996671,167.996671,729,729,"HILIC","HILIC",-1,-1,"168.02695, 100; 100.03928, 76.2","80.96399, 100; 167.99641, 61.4",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Cysteic Acid",14,"Cysteic Acid",167.996671,167.996671,729,729,"HILIC","HILIC",-1,-1,"168.02695, 100; 100.03928, 76.2","80.96399, 100; 167.9964, 65.2",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Cysteic Acid",14,"Cysteic Acid",167.996671,167.996671,729,729,"HILIC","HILIC",-1,-1,"168.02695, 100; 100.03928, 76.2","80.96396, 100; 71.01261, 53.6",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Cysteic Acid",14,"Cysteic Acid",167.996671,167.996671,729,729,"HILIC","HILIC",-1,-1,"168.02695, 100; 100.03928, 76.2","80.96395, 100; 71.0126, 51.9",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Cysteic Acid",14,"Cysteic Acid",167.996671,167.996671,729,729,"HILIC","HILIC",-1,-1,"168.02695, 100; 100.03928, 76.2","80.96398, 100; 71.01263, 21.7",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Cysteic Acid",14,"Cysteic Acid",167.996671,167.996671,729,729,"HILIC","HILIC",-1,-1,"168.02695, 100; 100.03928, 76.2","80.96396, 100; 71.01314, 20.8",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Sulfolactic Acid",15,"DHAP",168.980687,168.990203,796.5,771.6,"HILIC","HILIC",-1,-1,"142.04015, 100; 169.05135, 97.7","96.9684, 100; 78.9578, 26.6",0.892978459407728,0.708609981800177,56.3109566772884,0,53.3862813735969,NA,NA
"Sulfolactic Acid",15,"DHAP",168.980687,168.990203,796.5,771.6,"HILIC","HILIC",-1,-1,"142.04015, 100; 169.05135, 97.7","96.96846, 100; 78.95787, 27.7",0.892978459407728,0.708609981800177,56.3109566772884,0,53.3862813735969,NA,NA
"Sulfolactic Acid",15,"DHAP",168.980687,168.990203,796.5,771.6,"HILIC","HILIC",-1,-1,"142.04015, 100; 169.05135, 97.7","96.96845, 100; 78.95786, 40.3",0.892978459407728,0.708609981800177,56.3109566772884,0,53.3862813735969,NA,NA
"Sulfolactic Acid",15,"DHAP",168.980687,168.990203,796.5,771.6,"HILIC","HILIC",-1,-1,"142.04015, 100; 169.05135, 97.7","96.96844, 100; 78.95784, 39",0.892978459407728,0.708609981800177,56.3109566772884,0,53.3862813735969,NA,NA
"Sulfolactic Acid",15,"DHAP",168.980687,168.990203,796.5,771.6,"HILIC","HILIC",-1,-1,"142.04015, 100; 169.05135, 97.7","78.95782, 100; 96.96842, 85.3",0.892978459407728,0.708609981800177,56.3109566772884,0,53.3862813735969,NA,NA
"Sulfolactic Acid",15,"DHAP",168.980687,168.990203,796.5,771.6,"HILIC","HILIC",-1,-1,"142.04015, 100; 169.05135, 97.7","78.95781, 100; 96.96841, 88.1",0.892978459407728,0.708609981800177,56.3109566772884,0,53.3862813735969,NA,NA
"Sulfolactic Acid",15,"DHAP",168.980687,168.990203,796.5,771.6,"HILIC","HILIC",-1,-1,"142.04015, 100; 169.05135, 97.7","78.95784, 100; 96.96841, 2.3",0.892978459407728,0.708609981800177,56.3109566772884,0,53.3862813735969,NA,NA
"Sulfolactic Acid",15,"DHAP",168.980687,168.990203,796.5,771.6,"HILIC","HILIC",-1,-1,"142.04015, 100; 169.05135, 97.7","78.95782, 100; 96.96844, 3",0.892978459407728,0.708609981800177,56.3109566772884,0,53.3862813735969,NA,NA
"Sulfolactic Acid",15,"Sulfolactic Acid",168.980687,168.980687,796.5,796.5,"HILIC","HILIC",-1,-1,"142.04015, 100; 169.05135, 97.7",NA,1,1,0,NA,100,1,"Ingalls_Standards"
"I172.0067R5.44",16,"Sulfolactic Acid, 13C3",172.0066965,171.9913,326.6395585,796.2,"HILIC","HILIC",-1,-1,"154.94653, 100; 79.9562, 21.3",NA,0.743552974603465,6.33958098964351e-54,89.5190628828811,NA,37.1776487301733,NA,NA
"I172.0067R5.44",16,"Sulfanilic Acid",172.0066965,172.006841,326.6395585,433.8,"HILIC","HILIC",-1,-1,"154.94653, 100; 79.9562, 21.3","172.00654, 100; 154.9464, 23.8",0.999973900028108,0.00169572556458213,0.840082866266085,0.365336001140175,45.5668542244289,NA,NA
"I172.0067R5.44",16,"Sulfanilic Acid",172.0066965,172.006841,326.6395585,433.8,"HILIC","HILIC",-1,-1,"154.94653, 100; 79.9562, 21.3","172.00654, 100; 154.9464, 23.9",0.999973900028108,0.00169572556458213,0.840082866266085,0.365998548108405,45.5889391233699,NA,NA
"I172.0067R5.44",16,"Sulfanilic Acid",172.0066965,172.006841,326.6395585,433.8,"HILIC","HILIC",-1,-1,"154.94653, 100; 79.9562, 21.3","172.00658, 100; 154.94646, 20.5",0.999973900028108,0.00169572556458213,0.840082866266085,0.34229389310981,44.79878395675,NA,NA
"I172.0067R5.44",16,"Sulfanilic Acid",172.0066965,172.006841,326.6395585,433.8,"HILIC","HILIC",-1,-1,"154.94653, 100; 79.9562, 21.3","172.00666, 100; 154.94647, 24.1",0.999973900028108,0.00169572556458213,0.840082866266085,0.36731765200788,45.6329092533524,NA,NA
"I172.0067R5.44",16,"Sulfanilic Acid",172.0066965,172.006841,326.6395585,433.8,"HILIC","HILIC",-1,-1,"154.94653, 100; 79.9562, 21.3","172.00659, 100; 79.95615, 69.1",0.999973900028108,0.00169572556458213,0.840082866266085,0.0215641705611704,34.1077932051287,NA,NA
"I172.0067R5.44",16,"Sulfanilic Acid",172.0066965,172.006841,326.6395585,433.8,"HILIC","HILIC",-1,-1,"154.94653, 100; 79.9562, 21.3","172.00653, 100; 79.95613, 65.4",0.999973900028108,0.00169572556458213,0.840082866266085,0.0209964756629731,34.0888700418555,NA,NA
"I172.0067R5.44",16,"Sulfanilic Acid",172.0066965,172.006841,326.6395585,433.8,"HILIC","HILIC",-1,-1,"154.94653, 100; 79.9562, 21.3","79.95616, 100; 154.94646, 9.8",0.999973900028108,0.00169572556458213,0.840082866266085,0.835054808279218,61.2241477957303,NA,NA
"I172.0067R5.44",16,"Sulfanilic Acid",172.0066965,172.006841,326.6395585,433.8,"HILIC","HILIC",-1,-1,"154.94653, 100; 79.9562, 21.3","79.95614, 100; 154.94643, 11.4",0.999973900028108,0.00169572556458213,0.840082866266085,0.854865265610278,61.8844963734323,NA,NA
"I186.0253R12.12",17,NA,186.0253259,NA,727.1395421,NA,"HILIC",NA,-1,NA,"121.0509, 100; 159.06802, 19",NA,NA,NA,NA,NA,NA,NA,NA
"I192.9131R3.72",18,NA,192.9130555,NA,223.118902,NA,"HILIC",NA,-1,NA,"156.93585, 100; 150.08527, 47",NA,NA,NA,NA,NA,NA,NA,NA
"I192.9808R2.93",19,NA,192.9808412,NA,175.5976961,NA,"HILIC",NA,-1,NA,"192.91089, 100; 174.90001, 69.1",NA,NA,NA,NA,NA,NA,NA,NA
"I194.9965R12.04",20,NA,194.9964701,NA,722.4974859,NA,"HILIC",NA,-1,NA,"194.90535, 100; 176.89459, 66.7",NA,NA,NA,NA,NA,NA,NA,NA
"Gluconic Acid",21,"Gluconic Acid",195.05048,195.05048,647.4,647.4,"HILIC","HILIC",-1,-1,"194.9054, 100; 176.89465, 70.3","195.05036, 100; 75.00753, 87",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
"Gluconic Acid",21,"Gluconic Acid",195.05048,195.05048,647.4,647.4,"HILIC","HILIC",-1,-1,"194.9054, 100; 176.89465, 70.3","195.05046, 100; 75.00757, 78.6",1,1,0,0,66.6666666666667,1,"Ingalls_Standards"
