"compound","mz","rt","column","z","file_name","MS2"
"Anserine",239.114416,513,"HILIC",-1,"201110_Std_4uMStdsMix2InH2O_50neg2","58.02857, 100; 168.07698, 63.9; 151.05028, 21.9; 87.05514, 10.6; 166.09769, 9.8; 72.00788, 7.4; 70.02858, 4.6; 126.09124, 3.4; 93.04459, 2.8; 217.93074, 2.7; 85.06461, 2.4; 219.28716, 2.1; 218.5002, 1.6; 222.35541, 1.5; 150.06615, 1.1; 217.91496, 1.1; 219.30049, 0.8; 178.09776, 0.8; 218.51447, 0.8"
"Anserine",239.114416,513,"HILIC",-1,"201119_Std_4uMStdsMix2InH2O_100neg1","58.02859, 100; 72.00786, 18.5; 220.17211, 10.5; 217.92114, 9.5; 218.5001, 4.7; 220.161, 3.3; 67.02896, 3.1; 93.04476, 2.9; 160.89128, 2.5; 218.51448, 1.8; 217.93448, 1.8; 217.9063, 1.5; 218.48526, 1.3; 151.05045, 1.3; 154.9467, 1.1; 81.04449, 1; 155.21457, 1; 228.19583, 1; 72.89278, 1; 131.21429, 1; 70.02866, 1; 84.50311, 0.9; 97.03953, 0.9; 217.94582, 0.9; 98.28693, 0.9; 210.39645, 0.9; 117.71278, 0.9; 154.58171, 0.9; 155.67212, 0.9; 187.54669, 0.9; 107.52121, 0.9; 120.07883, 0.8; 249.17218, 0.8; 141.75475, 0.8; 58.47265, 0.8; 68.40896, 0.8; 127.64246, 0.8; 58.59179, 0.8; 87.82822, 0.8; 67.82861, 0.8; 85.71497, 0.8; 130.69753, 0.8; 61.9923, 0.8; 221.95219, 0.8; 248.01706, 0.8; 129.62776, 0.8; 254.48932, 0.8; 147.09314, 0.8; 65.35584, 0.8; 52.80279, 0.8; 62.28221, 0.8; 87.20815, 0.8; 56.89014, 0.7; 51.5766, 0.7; 69.44471, 0.7; 77.64821, 0.7; 131.26569, 0.7; 52.56754, 0.7"
"Anserine",239.114416,513,"HILIC",-1,"201119_Std_4uMStdsMix2InH2O_100neg2","58.0286, 100; 72.00786, 19.1; 217.90712, 8.8; 217.8924, 2.8; 70.02864, 1.9; 227.19681, 1.8; 226.99368, 1.7; 218.47604, 1.3; 67.02898, 1.2; 218.50258, 1.2; 151.05011, 1.2; 167.62352, 1.1; 227.18484, 1.1; 188.39526, 1; 80.57038, 0.9; 196.44884, 0.9; 61.73794, 0.9; 81.04453, 0.9; 197.56956, 0.9; 75.40183, 0.9; 212.31371, 0.9; 105.11319, 0.9; 119.25685, 0.9; 109.46571, 0.9; 220.01555, 0.9; 191.02615, 0.9; 203.68167, 0.9; 122.97968, 0.9; 123.38424, 0.9; 63.02044, 0.8; 57.21854, 0.8; 107.40231, 0.8; 92.29118, 0.8; 79.21615, 0.8; 65.01335, 0.8; 172.99205, 0.8; 117.80971, 0.8; 114.3985, 0.8; 54.24168, 0.8; 151.55927, 0.8; 138.33383, 0.8; 110.53854, 0.8; 81.45348, 0.8; 73.87681, 0.8; 63.92019, 0.8; 72.72638, 0.8; 123.39214, 0.8; 79.60405, 0.8; 90.07472, 0.7; 67.60606, 0.7; 60.11796, 0.7; 57.16779, 0.7; 55.65244, 0.7; 63.33661, 0.7; 87.54392, 0.7; 91.16841, 0.7; 54.61484, 0.7; 68.87176, 0.7; 55.11196, 0.7"
"N-Acetylmuramic acid",294.118894,201,"HILIC",1,"201110_Std_4uMStdsMix2InH2O_20pos1","138.05514, 100; 276.10788, 96.1; 186.07627, 95.7; 168.06569, 77.2; 126.05524, 40.6; 216.79733, 31.3; 216.81192, 17.4; 144.06576, 17.1; 221.73412, 6.3; 216.78519, 3.4; 216.82245, 2.9; 124.0266, 2; 276.12531, 1.9; 123.9743, 1.5; 301.92679, 1.3; 304.00195, 1.3; 216.76508, 1.2; 198.87292, 1.2; 257.69589, 1.2; 247.90886, 1.2; 84.0451, 1.2; 87.2721, 1.2; 76.93473, 1.2; 86.40462, 1.1; 120.89465, 1.1; 301.95056, 1.1; 229.62294, 1.1; 126.48865, 1.1; 197.02922, 1.1; 123.50566, 1.1; 81.75589, 1.1; 139.55103, 1.1; 154.0379, 1.1; 217.56535, 1.1; 237.90601, 1.1; 159.09178, 1.1; 182.77098, 1.1; 216.85397, 1; 256.01682, 1; 69.45979, 1; 80.89885, 1; 112.49915, 1; 51.90783, 1; 216.43356, 1; 63.22932, 1; 164.18167, 1; 60.05069, 1; 50.56227, 1; 147.12758, 1; 228.46013, 1; 80.73819, 1; 91.2642, 1; 98.06076, 1; 178.67357, 1; 123.95036, 1; 79.18641, 1; 59.24989, 1; 70.31297, 1; 97.76684, 1; 69.72119, 1; 173.34328, 0.9; 62.98573, 0.9; 140.9693, 0.9; 98.15137, 0.9; 51.62384, 0.9; 125.36146, 0.9; 250.98024, 0.9; 236.74173, 0.9; 222.69681, 0.9; 102.7754, 0.9; 78.96695, 0.9; 250.56903, 0.9; 70.79149, 0.9; 77.33612, 0.9; 90.2346, 0.9; 176.74809, 0.9; 63.45336, 0.9; 51.23995, 0.9; 56.27759, 0.9; 62.31154, 0.9; 63.1972, 0.9; 63.25391, 0.8; 53.10548, 0.8"
"N-Acetylmuramic acid",294.118894,201,"HILIC",1,"201110_Std_4uMStdsMix2InH2O_20pos2","186.07619, 100; 276.10773, 92.4; 138.05653, 79.5; 168.06561, 78.2; 126.05521, 45; 216.83784, 25.4; 216.1705, 22.6; 144.06569, 19.6; 138.05499, 19.5; 216.83366, 14; 216.82251, 7.9; 216.81247, 4; 216.84821, 3.9; 216.17746, 3.6; 216.18689, 3; 216.86014, 2.8; 217.37994, 2.7; 216.1597, 2.6; 217.38879, 2.4; 217.37073, 2.1; 219.38159, 1.9; 217.39824, 1.9; 219.36275, 1.9; 219.37215, 1.7; 219.35358, 1.7; 276.12311, 1.6; 217.36072, 1.5; 216.19691, 1.4; 216.15012, 1.4; 301.93231, 1.3; 217.34935, 1.3; 216.86897, 1.3; 119.81252, 1.2; 60.65395, 1.1; 86.26141, 1.1; 159.3932, 1.1; 92.87518, 1.1; 198.44736, 1.1; 165.69688, 1.1; 311.38824, 1.1; 291.15878, 1.1; 98.70872, 1.1; 215.85783, 1; 212.63623, 1; 52.30653, 1; 134.20328, 1; 196.1169, 1; 124.01257, 1; 142.16081, 1; 219.99577, 1; 235.33633, 1; 50.61732, 1; 173.06956, 1; 146.44695, 1; 75.22051, 1; 115.6025, 1; 76.09849, 1; 63.79665, 1; 180.30492, 1; 67.0732, 1; 71.32857, 1; 241.64265, 0.9; 143.5239, 0.9; 149.75395, 0.9; 109.19807, 0.9; 100.17008, 0.9; 61.22169, 0.9; 154.82387, 0.9; 66.57926, 0.9; 65.23734, 0.9; 121.38529, 0.9; 127.4082, 0.9; 183.88036, 0.9; 142.90387, 0.9; 100.09945, 0.9; 59.10675, 0.9; 57.0203, 0.9; 78.62194, 0.9; 211.17139, 0.9; 99.96252, 0.9; 128.25345, 0.9; 57.9673, 0.9; 59.94242, 0.9; 63.05995, 0.9; 70.92159, 0.9; 61.54325, 0.9; 57.54642, 0.8; 79.11031, 0.8; 56.68016, 0.8; 85.95785, 0.8; 134.69725, 0.8; 52.28808, 0.8; 52.94649, 0.8; 52.55489, 0.8; 56.67307, 0.8"
"N-Acetylmuramic acid",294.118894,201,"HILIC",1,"201110_Std_4uMStdsMix2InH2O_35pos1","138.05502, 100; 138.05495, 98.2; 126.05512, 64.2; 144.06552, 46.4; 216.84035, 25.3; 168.06557, 25.1; 84.04498, 23.3; 216.82978, 19.3; 216.84849, 15.5; 98.06052, 14.6; 186.07612, 11; 216.81879, 4.6; 109.02869, 4.3; 96.04496, 3.8; 216.85739, 3.6; 127.03924, 2.1; 301.92734, 2.1; 216.86819, 2; 97.02887, 1.7; 57.28139, 1.7; 60.0451, 1.1; 294.25513, 1.1; 294.25418, 1.1; 216.77885, 1; 216.80792, 1; 66.14292, 1; 123.61485, 0.9; 101.2282, 0.9; 170.03052, 0.9; 58.73042, 0.9; 81.32291, 0.9; 269.13864, 0.9; 176.15723, 0.9; 99.7916, 0.9; 96.73722, 0.9; 221.28577, 0.9; 68.76873, 0.9; 109.69991, 0.8; 138.83235, 0.8; 166.73158, 0.8; 204.1873, 0.8; 83.09493, 0.8; 56.52029, 0.8; 50.05251, 0.8; 114.22853, 0.8; 132.41986, 0.8; 143.22444, 0.8; 52.90929, 0.8; 106.27155, 0.8; 75.09751, 0.8; 59.75902, 0.8; 50.41041, 0.8; 61.27613, 0.8; 114.85765, 0.8; 151.02043, 0.8; 84.8857, 0.8; 57.52609, 0.8; 118.80357, 0.8; 209.74846, 0.8; 153.60651, 0.8; 96.24133, 0.8; 83.58434, 0.8; 60.91884, 0.8; 50.74423, 0.8; 77.63159, 0.8; 76.81133, 0.8; 132.85249, 0.8; 112.86542, 0.8; 134.69374, 0.8; 74.05122, 0.7; 70.34544, 0.7; 52.64507, 0.7; 64.61298, 0.7; 134.85606, 0.7; 67.21645, 0.7; 60.08698, 0.7; 152.97581, 0.7; 82.19005, 0.7"
"N-Acetylmuramic acid",294.118894,201,"HILIC",1,"201110_Std_4uMStdsMix2InH2O_35pos2","138.05498, 100; 126.05513, 40.9; 144.06685, 33.5; 138.05504, 32.6; 216.83919, 21.6; 168.06561, 16.9; 84.04498, 8.9; 98.06051, 7.1; 186.07603, 6.9; 216.827, 6.8; 220.31055, 4.9; 84.04504, 3.9; 96.04491, 3.8; 216.85033, 3.2; 127.03913, 2.8; 109.02886, 2.7; 216.82081, 2.2; 216.85757, 1.8; 216.86822, 1.4; 220.29768, 1.1; 97.02859, 1; 81.03407, 0.8; 165.48421, 0.7; 53.61434, 0.7; 286.14978, 0.7; 294.25497, 0.7; 51.78257, 0.7; 171.26408, 0.7; 64.88207, 0.6; 69.57243, 0.6; 253.07072, 0.6; 144.0593, 0.6; 59.60592, 0.6; 271.73352, 0.6; 111.5904, 0.6; 76.55801, 0.6; 246.69281, 0.6; 123.40028, 0.6; 173.69144, 0.6; 316.39285, 0.6; 167.75317, 0.6; 197.48389, 0.6; 95.87774, 0.6; 63.5535, 0.6; 213.45822, 0.6; 151.93707, 0.6; 301.26678, 0.6; 60.49106, 0.6; 155.46001, 0.6; 183.31627, 0.6; 93.06089, 0.6; 142.36972, 0.6; 85.50652, 0.6; 276.10635, 0.6; 210.8522, 0.6; 50.83089, 0.6; 277.6149, 0.6"
"N-Acetylmuramic acid",294.118894,201,"HILIC",1,"201110_Std_4uMStdsMix2InH2O_50pos1","138.0563, 100; 126.0563, 30; 144.06561, 26.8; 84.04505, 22.3; 216.96734, 18; 96.04491, 15.3; 98.06059, 13.1; 109.02887, 6.7; 216.98122, 6.1; 97.02891, 5.2; 84.04499, 3.5; 81.03412, 3.3; 127.03914, 2.6; 96.04504, 2.1; 99.04472, 2; 69.03429, 1.9; 80.0502, 1.4; 108.04474, 1; 227.65198, 0.9; 60.04522, 0.8; 249.05463, 0.8; 218.97835, 0.7; 74.97177, 0.6; 67.54205, 0.6; 154.67546, 0.6; 132.82872, 0.6; 114.05509, 0.6; 200.07103, 0.6; 89.54073, 0.6; 61.02916, 0.6; 171.68352, 0.6; 168.06606, 0.6; 150.33749, 0.6; 123.23547, 0.6"
"N-Acetylmuramic acid",294.118894,201,"HILIC",1,"201110_Std_4uMStdsMix2InH2O_50pos2","138.0551, 100; 126.05519, 27.4; 144.06568, 23.6; 84.04504, 21.4; 217.01038, 16.5; 98.06059, 12.1; 216.01402, 10; 96.0449, 8.4; 96.04597, 7.9; 109.02894, 6.6; 216.99954, 4.8; 97.02899, 4.2; 84.0438, 3.2; 81.03419, 3.1; 127.03915, 2.5; 69.03426, 2.2; 99.04462, 1.7; 216.99284, 1.2; 301.9538, 1.1; 114.05556, 0.9; 259.85043, 0.8; 82.06599, 0.8; 60.04528, 0.7; 277.22684, 0.7; 80.05025, 0.7; 168.06555, 0.7; 269.10901, 0.7; 164.78111, 0.6; 178.04875, 0.6; 181.54807, 0.6; 80.19769, 0.6; 279.71741, 0.6; 239.09106, 0.6; 77.28677, 0.6; 249.65984, 0.6; 56.69936, 0.6; 273.51431, 0.6"
"N-Acetylmuramic acid",294.118894,201,"HILIC",1,"201119_Std_4uMStdsMix2InH2O_100pos1","96.04488, 100; 216.82141, 71.1; 216.82652, 25.2; 84.04493, 21.6; 69.03418, 17.6; 216.80861, 17.3; 53.03936, 16.4; 84.04504, 14.4; 81.03409, 14.4; 70.06582, 11.9; 56.05027, 11.8; 80.05013, 11.8; 55.01864, 11.4; 68.05018, 10; 216.83686, 8.8; 97.02879, 8.1; 216.79737, 6.5; 301.95343, 4.2; 138.05489, 3.4; 109.02872, 3.1; 216.7401, 2.9; 312.03897, 2.9; 216.85072, 2.8; 301.93027, 2.8; 72.04515, 2.7; 82.06583, 2.7; 194.49397, 2.5; 279.22507, 2.5; 67.51135, 2.4; 104.88689, 2.4; 68.05885, 2.4; 183.17389, 2.4; 298.6474, 2.4; 52.13157, 2.4; 236.57648, 2.3; 138.05521, 2.3; 124.12077, 2.3; 72.39436, 2.3; 146.52095, 2.3; 195.88528, 2.3; 166.35725, 2.3; 159.50659, 2.3; 196.50787, 2.2; 298.76907, 2.2; 98.06033, 2.2; 307.32111, 2.2; 300.23975, 2.2; 55.8202, 2.2; 83.768, 2.2; 52.14676, 2.2; 83.01337, 2.2; 154.21371, 2.1; 160.68425, 2.1; 56.1783, 2.1; 123.32076, 2.1; 62.31429, 2.1; 62.5096, 2.1; 58.58445, 2; 151.49265, 2; 58.64075, 2; 91.68157, 2; 56.69677, 1.9; 57.8869, 1.9"
"N-Acetylmuramic acid",294.118894,201,"HILIC",1,"201119_Std_4uMStdsMix2InH2O_100pos2","96.04493, 100; 216.82215, 78; 217.14969, 63.2; 69.03412, 25.2; 84.04502, 21.6; 81.03415, 20.2; 56.05025, 18.1; 216.80824, 16.5; 53.03941, 15.7; 84.04498, 13.8; 70.06586, 11.8; 68.05026, 11.2; 97.02906, 9.2; 80.05015, 9.2; 55.01865, 7; 216.78782, 6.9; 138.05524, 6.7; 217.13666, 5.9; 217.16383, 5.8; 219.11491, 5.2; 216.83247, 4.9; 219.12396, 4.5; 217.12683, 4.3; 216.79863, 4.2; 216.83548, 4; 217.18417, 3.8; 219.09737, 3.7; 202.53773, 3.6; 62.93362, 3.3; 264.81659, 3.1; 217.1736, 3; 301.33517, 3; 72.0451, 3; 60.1374, 3; 265.01816, 3; 301.95264, 2.8; 100.37434, 2.8; 84.41569, 2.8; 285.41043, 2.7; 287.51883, 2.7; 98.9517, 2.7; 139.73161, 2.7; 116.16121, 2.7; 110.23344, 2.7; 202.02477, 2.6; 155.56699, 2.6; 64.98768, 2.6; 71.81035, 2.6; 85.66571, 2.6; 141.35042, 2.6; 139.08838, 2.6; 70.28324, 2.6; 84.33674, 2.5; 82.98102, 2.5; 72.87312, 2.5; 131.96944, 2.5; 107.70207, 2.5; 129.36382, 2.5; 95.92007, 2.4"
"N-Acetylmuramic acid",292.103244,201,"HILIC",-1,"201110_Std_4uMStdsMix2InH2O_20neg1","89.0232, 100; 142.04991, 14; 83.01261, 6.3; 217.05118, 3.9; 217.04034, 3.7; 216.88232, 2.2; 140.03412, 1.1"
"N-Acetylmuramic acid",292.103244,201,"HILIC",-1,"201110_Std_4uMStdsMix2InH2O_20neg2","89.02322, 100; 142.04999, 14.9; 216.86071, 9.1; 83.01262, 6.3; 216.84731, 3; 140.03431, 1.5; 55.01771, 1.3; 216.8729, 1.1; 216.83794, 0.9; 59.01264, 0.7; 218.54721, 0.6; 218.55657, 0.6"
"N-Acetylmuramic acid",292.103244,201,"HILIC",-1,"201110_Std_4uMStdsMix2InH2O_35neg1","89.02323, 100; 83.01266, 8.7; 58.02862, 4.4; 216.85145, 4.1; 142.04996, 4; 55.01772, 2.6; 218.40448, 1.6; 220.1709, 0.8; 59.01259, 0.8; 216.86269, 0.7; 218.54836, 0.6"
"N-Acetylmuramic acid",292.103244,201,"HILIC",-1,"201110_Std_4uMStdsMix2InH2O_35neg2","89.02324, 100; 83.01268, 9; 58.02862, 3.7; 142.05005, 3.6; 216.85227, 3.3; 216.86238, 2.2; 55.01771, 2.1; 216.8699, 1.8; 218.45407, 1.7; 218.5985, 1.2; 59.01262, 1.1; 222.16656, 0.8"
"N-Acetylmuramic acid",292.103244,201,"HILIC",-1,"201110_Std_4uMStdsMix2InH2O_50neg1","89.0232, 100; 58.02926, 9.1; 216.86194, 5.3; 216.87881, 5; 83.01268, 4.4; 55.01771, 3; 216.87079, 3; 216.88873, 1.4; 222.2766, 1.2; 216.84986, 1.1; 218.56068, 1; 59.0126, 0.9; 218.56989, 0.8; 218.55187, 0.7"
"N-Acetylmuramic acid",292.103244,201,"HILIC",-1,"201110_Std_4uMStdsMix2InH2O_50neg2","89.02321, 100; 58.02858, 7.8; 83.01266, 4.3; 216.8748, 3.3; 55.01769, 2.5; 218.48695, 2.1; 216.879, 1.8; 216.86293, 1.4; 219.269, 1.2; 219.28241, 0.8; 59.01261, 0.8"
"N-Acetylmuramic acid",292.103244,201,"HILIC",-1,"201119_Std_4uMStdsMix2InH2O_100neg1","89.0232, 100; 216.83949, 63.2; 216.82977, 42.3; 58.0286, 33.3; 219.31818, 27.1; 219.33138, 20.6; 216.84851, 20.3; 80.91563, 9.8; 216.82152, 9; 216.85878, 7.2; 227.19249, 5.3; 261.42676, 3.6; 216.81335, 3.4; 216.7991, 3.4; 216.8716, 3.4; 264.95969, 3.2; 216.91394, 3.1; 57.60594, 3; 141.6458, 3; 235.89873, 2.9; 88.47811, 2.9; 189.98975, 2.9; 123.96546, 2.8; 219.96475, 2.8; 208.11714, 2.8; 156.78996, 2.8; 243.01129, 2.8; 90.61551, 2.7; 224.47014, 2.7; 224.53343, 2.7; 107.70865, 2.7; 99.64632, 2.7; 302.72397, 2.7; 57.45842, 2.7; 66.05345, 2.6; 104.83525, 2.6; 301.32712, 2.6; 66.27146, 2.6; 174.29158, 2.6; 140.19693, 2.6; 216.88553, 2.6; 244.60951, 2.6; 223.85072, 2.5; 103.61367, 2.5; 216.78835, 2.5; 80.6981, 2.5; 266.99677, 2.5; 87.34644, 2.5; 55.00982, 2.5; 304.96182, 2.5; 175.56175, 2.4; 216.74554, 2.4; 148.86035, 2.4; 72.33578, 2.4; 107.88676, 2.4; 132.23088, 2.4; 149.96565, 2.4; 72.70718, 2.4; 87.2506, 2.4; 93.42636, 2.4; 141.54958, 2.4; 57.34361, 2.4; 121.42854, 2.4; 158.85776, 2.4; 78.63259, 2.4; 64.35243, 2.4; 76.98006, 2.4; 52.77654, 2.3; 110.11805, 2.3; 79.11272, 2.3; 78.21098, 2.3; 126.68319, 2.3; 295.50549, 2.3; 151.51003, 2.3; 69.28227, 2.3; 107.29413, 2.3; 106.72904, 2.3; 223.07068, 2.3; 90.94217, 2.3; 90.44613, 2.3; 94.27295, 2.2; 64.65891, 2.2; 190.82922, 2.2; 88.75947, 2.2; 77.83069, 2.2; 53.65449, 2.2; 52.87299, 2.2; 51.49553, 2.2; 84.06509, 2.1; 61.37079, 2.1; 64.57446, 2.1"
"N-Acetylmuramic acid",292.103244,201,"HILIC",-1,"201119_Std_4uMStdsMix2InH2O_100neg2","89.02317, 100; 216.87076, 93.4; 58.02861, 31.2; 217.85695, 28.5; 218.29384, 24.5; 216.84898, 16.5; 221.53882, 15.7; 216.85746, 15.4; 218.54732, 14.2; 218.55647, 13; 216.88143, 12.4; 218.56652, 10.7; 216.89115, 9; 218.28059, 8.3; 217.84445, 6.6; 80.91562, 5.4; 249.88746, 5; 218.53673, 3.6; 301.93634, 3.2; 248.46701, 3.2; 216.84068, 3; 200.8109, 2.8; 263.69553, 2.8; 182.7074, 2.7; 103.59801, 2.7; 74.94564, 2.7; 71.7959, 2.7; 188.69641, 2.6; 314.81323, 2.6; 112.9483, 2.6; 92.14616, 2.6; 255.77104, 2.6; 85.28957, 2.6; 188.94002, 2.6; 197.98483, 2.5; 62.2313, 2.5; 71.60374, 2.5; 267.53165, 2.5; 63.28606, 2.5; 55.27545, 2.5; 131.01599, 2.5; 64.62333, 2.5; 261.6618, 2.5; 68.06283, 2.5; 67.79501, 2.5; 121.89806, 2.5; 230.35899, 2.5; 71.3908, 2.5; 286.82892, 2.5; 297.51379, 2.5; 71.50947, 2.4; 242.88947, 2.4; 85.1917, 2.4; 151.3907, 2.4; 216.81703, 2.4; 79.38806, 2.4; 175.12048, 2.4; 150.10971, 2.4; 104.20242, 2.4; 64.87698, 2.4; 305.83014, 2.3; 80.40246, 2.3; 146.2543, 2.3; 58.43814, 2.3; 61.27567, 2.3; 89.96316, 2.3; 154.16438, 2.3; 86.11555, 2.3; 259.23849, 2.3; 193.33565, 2.3; 55.05364, 2.3; 141.80118, 2.3; 225.55022, 2.3; 171.43706, 2.3; 167.95903, 2.3; 93.29221, 2.2; 84.74783, 2.2; 167.52075, 2.2; 98.19148, 2.2; 60.6558, 2.2; 52.66333, 2.2; 123.96136, 2.2; 50.44799, 2.2; 53.89495, 2.2; 186.38766, 2.2; 52.11704, 2.2; 121.60415, 2.2; 221.93633, 2.2; 82.742, 2.2; 88.90634, 2.2; 69.43641, 2.2; 91.27324, 2.2; 52.45104, 2.2; 61.47985, 2.2; 75.19769, 2.2; 76.41327, 2.2; 59.18295, 2.2; 83.15847, 2.1; 65.88975, 2.1; 59.74243, 2.1; 84.68539, 2.1; 61.44644, 2.1; 116.43471, 2.1; 50.03492, 2.1; 77.75034, 2.1; 94.57981, 2.1; 66.34389, 2.1; 57.60209, 2.1; 52.96041, 2.1; 121.71786, 2.1; 85.33283, 2; 71.97194, 2; 73.5324, 2; 63.61895, 2; 66.75693, 2; 55.60681, 1.9"
"Hypoxanthine",137.046336,330.6,"HILIC",1,"201110_Std_4uMStdsMix2InH2O_20pos1","137.04589, 100; 138.05514, 4.6; 136.99444, 4.4; 138.04933, 3.3; 110.03529, 1.5; 119.03645, 1.2; 94.03988, 1.2; 138.04298, 0.9"
"Hypoxanthine",137.046336,330.6,"HILIC",1,"201110_Std_4uMStdsMix2InH2O_20pos2","137.0461, 100; 138.05123, 22.2; 136.99441, 5.2; 138.05516, 1.7; 110.03524, 1.6; 96.0449, 1.4; 119.03554, 1.1; 94.04051, 1.1; 138.04281, 1; 94.06574, 0.8; 124.03954, 0.6"
"Hypoxanthine",137.046336,330.6,"HILIC",1,"201110_Std_4uMStdsMix2InH2O_35pos1","137.04594, 100; 138.05212, 23.4; 136.9943, 5.7; 110.03609, 1.7; 119.03544, 1.3; 96.04487, 1.3; 94.04043, 1; 94.06562, 0.8; 138.04263, 0.7; 124.03951, 0.6"
"Hypoxanthine",137.046336,330.6,"HILIC",1,"201110_Std_4uMStdsMix2InH2O_35pos2","137.04581, 100; 138.05209, 28.3; 136.99433, 6.8; 96.04487, 1.6; 110.03525, 1.5; 119.03546, 1.3; 138.04276, 1.2; 94.04045, 1.2; 94.06568, 0.9; 124.03944, 0.7"
"Hypoxanthine",137.046336,330.6,"HILIC",1,"201110_Std_4uMStdsMix2InH2O_50pos1","137.04591, 100; 138.05128, 21.2; 110.03537, 6.7; 119.03634, 5.7; 96.04496, 4.8; 94.04053, 4.4; 136.99443, 4.3; 94.0657, 3; 138.05522, 1.4; 124.0396, 1.4; 121.97106, 1.1; 138.04299, 0.9"
"Hypoxanthine",137.046336,330.6,"HILIC",1,"201110_Std_4uMStdsMix2InH2O_50pos2","137.04581, 100; 110.03533, 6.5; 119.03557, 5.4; 94.04058, 4.2; 136.9935, 4; 121.97108, 1; 138.05522, 0.9; 138.04933, 0.8"
"Hypoxanthine",137.046336,330.6,"HILIC",1,"201119_Std_4uMStdsMix2InH2O_100pos1","110.0352, 100; 119.03542, 98.3; 55.03015, 63.7; 137.04579, 59.5; 82.04055, 55.8; 94.04045, 45.8; 92.02413, 28.9; 67.02976, 27.3; 106.94755, 14.6; 138.02984, 8.2; 83.02455, 5.7; 112.05166, 5.7; 65.01412, 4.9; 88.93721, 4.3; 93.00883, 3.8; 128.04559, 2.9; 77.01402, 1.6; 120.01944, 1.2; 121.971, 1; 91.92439, 0.8; 68.01377, 0.8; 90.95285, 0.7"
"Hypoxanthine",137.046336,330.6,"HILIC",1,"201119_Std_4uMStdsMix2InH2O_100pos2","110.03527, 100; 119.03551, 98.1; 137.04588, 59.3; 55.02986, 59.3; 82.04112, 53; 94.0405, 47; 67.02979, 26.9; 92.02489, 26.5; 106.94772, 15.9; 138.02995, 8.7; 83.02461, 5.5; 112.05085, 5.3; 65.01417, 4.7; 88.93727, 4.3; 93.00894, 3.6; 128.04573, 2.6; 77.01399, 1.5; 120.01951, 1.1; 121.97098, 1; 68.01384, 0.8; 90.95295, 0.7; 53.99822, 0.6"
"Hypoxanthine",135.030686,330.6,"HILIC",-1,NA,NA
"Pyridinedicarboxylic acid",168.029684,610.2,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_20pos1",NA
"Pyridinedicarboxylic acid",168.029684,610.2,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_20pos2",NA
"Pyridinedicarboxylic acid",168.029684,610.2,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_35pos1",NA
"Pyridinedicarboxylic acid",168.029684,610.2,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_35pos2",NA
"Pyridinedicarboxylic acid",168.029684,610.2,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_50pos1",NA
"Pyridinedicarboxylic acid",168.029684,610.2,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_50pos2",NA
"Pyridinedicarboxylic acid",168.029684,610.2,"HILIC",1,"201119_Std_4uMStdsMix1InH2O_100pos1","94.02929, 100; 140.03433, 24; 56.05028, 22.8; 78.03366, 19; 66.03456, 10.1; 51.02338, 9.9; 95.0134, 3.6; 53.00303, 2.9; 84.045, 2.6; 59.93106, 2.6; 50.01598, 2.4; 112.03978, 1.6; 80.01382, 1.1; 84.04503, 1; 107.06098, 0.8; 52.01899, 0.8; 104.01375, 0.7"
"Pyridinedicarboxylic acid",168.029684,610.2,"HILIC",1,"201119_Std_4uMStdsMix1InH2O_100pos2","94.02921, 100; 140.0342, 22.2; 56.05024, 22.2; 78.03442, 17.7; 51.02371, 10.7; 66.0345, 10.5; 59.93099, 7; 95.01307, 3.2; 53.00299, 2.6; 50.01592, 2.3; 118.96759, 1.8; 112.03965, 1.6; 84.04498, 1.5; 52.01893, 1.1; 122.02394, 0.7; 91.13528, 0.7; 84.04511, 0.6; 80.01369, 0.6; 104.01321, 0.6; 163.60788, 0.6; 56.80671, 0.6"
"Threonic acid",135.02935,622.2,"HILIC",-1,"201110_Std_4uMStdsMix1InH2O_20neg1","75.00755, 100; 135.02888, 30.3; 134.8936, 17.2; 72.99142, 11.5; 89.02328, 10.6; 59.01302, 10; 152.97016, 4.3; 71.01261, 3; 77.0118, 2.8; 135.04215, 2.7; 134.95951, 2.2; 107.04913, 2.1; 117.01818, 1.7; 137.03328, 1.7; 136.89091, 1.1; 87.00751, 1.1; 93.03333, 0.6"
"Threonic acid",135.02935,622.2,"HILIC",-1,"201110_Std_4uMStdsMix1InH2O_20neg2","75.00753, 100; 135.02881, 27.2; 89.02319, 10.7; 72.99187, 10.7; 59.0126, 10.2; 71.01258, 3.8; 117.01827, 2.1; 134.89358, 1; 87.00755, 0.9; 152.96997, 0.9; 99.00757, 0.7; 135.04406, 0.6"
"Threonic acid",135.02935,622.2,"HILIC",-1,"201110_Std_4uMStdsMix1InH2O_35neg1","75.00756, 100; 135.02887, 29.6; 72.99189, 10.5; 89.02324, 10.2; 59.01262, 10.1; 71.01302, 4; 117.01815, 2.4; 87.00759, 1.2; 135.04252, 0.8"
