"compound","mz","rt","column","z","file_name","MS2"
"Methionine",150.058876,477.6,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_20pos1","104.05333, 100; 133.03199, 69.3; 56.05029, 43.7; 102.05546, 22.8; 150.05859, 21; 61.01144, 12.5; 87.02692, 4.5; 74.06078, 4.4; 150.1125, 2.2; 74.02427, 2.1; 150.10276, 1.6; 150.12802, 1.6; 150.09163, 1.5; 150.02704, 1.4; 84.04505, 1.1; 85.02907, 1.1; 105.03756, 0.6"
"Methionine",150.058876,477.6,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_20pos2","104.05331, 100; 133.03196, 66.6; 56.05029, 44.6; 102.05546, 21.9; 150.05856, 20.4; 61.01181, 13.5; 87.02694, 4.3; 74.06071, 4.1; 74.02435, 1.8; 150.09164, 1.7; 150.11254, 1.6; 150.12779, 1.4; 150.10262, 1.4; 85.02894, 1.2; 150.02685, 1.1; 84.04496, 1; 105.03724, 0.8; 132.1021, 0.6"
"Methionine",150.058876,477.6,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_35pos1","104.05332, 100; 133.03196, 65.1; 56.0503, 50.2; 102.05546, 22.9; 150.0586, 17.2; 61.01108, 15; 87.0269, 5.4; 74.06071, 4.5; 74.02437, 2.2; 150.11283, 2; 150.10271, 1.5; 150.12783, 1.4; 150.09158, 1.3; 85.02907, 1.3; 150.02687, 1.1; 84.04504, 1.1; 105.03733, 0.9"
"Methionine",150.058876,477.6,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_35pos2","104.05327, 100; 133.0319, 67.3; 56.05026, 49.1; 102.05542, 23.8; 150.06007, 17.3; 61.01141, 15.4; 87.02688, 5; 74.06073, 4.8; 74.02433, 2.1; 150.11256, 1.8; 150.10249, 1.7; 150.12786, 1.3; 150.09149, 1.2; 85.02901, 1.2; 105.03727, 1.1; 150.02691, 1.1; 84.0451, 0.8; 84.04499, 0.6"
"Methionine",150.058876,477.6,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_50pos1","56.05026, 100; 104.05327, 59.2; 61.01141, 57.9; 133.03192, 36.4; 102.05543, 22.1; 87.0269, 15.4; 74.06016, 8.6; 74.02433, 7.4; 85.02904, 3.6; 150.05852, 2.5; 84.04499, 1.8; 105.03736, 1.4; 150.12777, 1.4; 84.04504, 1.3; 150.09164, 1.1; 150.10261, 1; 105.00092, 1; 150.02677, 0.9; 75.02697, 0.8; 88.07616, 0.8; 150.07771, 0.7"
"Methionine",150.058876,477.6,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_50pos2","56.05029, 100; 104.05333, 60.4; 61.01145, 58.9; 133.03196, 37.2; 102.05545, 23.7; 87.02696, 15.9; 74.06136, 9.1; 74.02436, 7.8; 85.0291, 3.6; 84.04515, 2.3; 150.05895, 2; 105.03735, 1.8; 150.1028, 1.3; 150.12781, 1.2; 84.04499, 1.1; 105.00096, 1.1; 132.10199, 1; 150.09144, 0.9; 150.11285, 0.9; 75.02695, 0.8"
"Methionine",150.058876,477.6,"HILIC",1,"201119_Std_4uMStdsMix1InH2O_100pos1","61.01137, 100; 56.05023, 58.2; 74.02431, 6; 87.02686, 4; 58.99572, 1.6; 102.0554, 1.2; 74.06064, 1.1; 66.04258, 1; 65.0393, 1; 72.00347, 0.9; 93.05777, 0.8; 85.01126, 0.6; 84.04493, 0.6"
"Methionine",150.058876,477.6,"HILIC",1,"201119_Std_4uMStdsMix1InH2O_100pos2","61.0114, 100; 56.05025, 58.1; 74.02433, 6.2; 87.02687, 4.4; 58.99573, 1.7; 66.04268, 1.4; 72.00354, 1.3; 102.05536, 1.2; 74.06072, 1.2; 65.03932, 1.1; 84.04498, 0.7; 85.01117, 0.6"
"Alanine",90.055504,678,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_20pos1","72.08152, 100; 90.09258, 78.5; 90.05553, 32.5; 92.27773, 2.8; 70.06583, 2.7; 57.96981, 2.5; 102.23164, 2.5; 58.38361, 2.4; 75.58733, 2.4; 65.66813, 2.3; 95.29, 2.3; 107.60126, 2.2; 104.23149, 2.2; 53.31612, 2.2; 107.01479, 2.2; 52.1347, 2.1; 94.24454, 2; 55.01447, 1.9"
"Alanine",90.055504,678,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_20pos2","72.08149, 100; 90.09193, 71.8; 90.05542, 22.3; 58.11072, 6.8; 99.08944, 4.4; 72.75345, 4; 82.23413, 3.8; 57.43265, 3.6; 61.87808, 3.6; 93.88135, 3.6; 61.71829, 3.6; 79.36958, 3.6; 80.54944, 3.6; 95.28888, 3.5; 58.08963, 3.5; 55.53335, 3.4; 79.26928, 3.4; 89.95172, 3.4; 78.15512, 3.3; 57.41211, 3.3; 75.07971, 3.3; 86.73483, 3.3; 108.39417, 3.3; 50.61775, 3.1; 67.19811, 3.1"
"Alanine",90.055504,678,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_35pos1","72.08149, 100; 90.09197, 66.2; 90.0555, 25; 78.11042, 4.8; 57.22225, 4.8; 98.96274, 4.7; 101.98791, 4.6; 108.5487, 4.4; 76.6466, 4.3; 97.63641, 4.2; 83.76468, 4.2; 100.60801, 4.2; 59.54875, 4.2; 60.72431, 4.1; 55.25862, 4.1; 87.34028, 4.1; 72.62318, 4; 95.33008, 4; 50.79706, 4; 67.71074, 3.9; 60.30586, 3.8; 74.74916, 3.7"
"Alanine",90.055504,678,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_35pos2","72.08148, 100; 90.09192, 69.6; 90.05547, 41.9; 70.06583, 4.3; 64.24184, 4; 91.59309, 3.7; 95.16391, 3.7; 73.01523, 3.6; 101.66682, 3.6; 54.5115, 3.5; 54.99436, 3.4; 103.51251, 3.4; 76.80671, 3.3; 88.03713, 3.3; 101.83775, 3.3; 55.90393, 3.2; 76.15268, 3.2; 79.44264, 3.2; 92.76691, 3.1; 51.0681, 3.1; 51.98034, 3; 58.89877, 2.9; 70.66093, 2.9; 55.71061, 2.7"
"Alanine",90.055504,678,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_50pos1","72.08149, 100; 90.09194, 65.9; 90.05557, 43.9; 55.30092, 5.4; 104.21601, 3.5; 56.9607, 3; 51.82663, 3; 70.56771, 2.9; 94.03969, 2.9; 84.97107, 2.9; 107.86064, 2.9; 67.5863, 2.8; 103.57545, 2.7; 72.83266, 2.7; 56.4045, 2.7; 106.69818, 2.7; 79.67126, 2.7; 65.56451, 2.6; 58.50043, 2.5; 68.88657, 2.5"
"Alanine",90.055504,678,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_50pos2","72.08152, 100; 90.09195, 59.2; 90.05559, 21.3; 67.39382, 5.4; 70.06581, 5; 71.56969, 4.6; 57.18619, 4.6; 63.95399, 4.3; 54.12417, 4.2; 67.94019, 4.2; 52.86719, 4; 108.12149, 3.9"
"Alanine",90.055504,678,"HILIC",1,"201119_Std_4uMStdsMix1InH2O_100pos1","72.0815, 100; 70.06588, 10; 57.02018, 8.5; 73.58883, 8.2; 73.1187, 7.6; 96.38789, 7.4; 67.8446, 7.4; 59.92249, 7.3; 50.67931, 7.3; 74.8732, 7.3; 78.72538, 7.1; 55.58342, 7; 73.10194, 7; 51.59366, 6.9; 57.03997, 6.9; 62.92605, 6.7; 87.71969, 6.7; 88.57396, 6.7; 52.98974, 6.6; 61.7262, 6.3; 74.68714, 6.3; 61.54539, 6.2"
"Alanine",90.055504,678,"HILIC",1,"201119_Std_4uMStdsMix1InH2O_100pos2","72.08141, 100; 69.3093, 11.1; 107.49966, 10.2; 88.58444, 9.5; 95.88049, 9.5; 87.15285, 9.2; 73.97369, 9.1; 98.12192, 8.7; 102.02775, 8.6; 63.94779, 8.6; 53.75286, 8.6; 108.59639, 8.6; 86.61781, 8.6; 76.95524, 8.5; 61.03218, 8.4; 71.08443, 8.3; 72.77509, 8.3; 100.14745, 8.1; 77.27697, 8.1; 57.22129, 8.1; 106.55746, 8; 62.18907, 7.9; 87.70695, 7.7; 76.88113, 7.6; 60.78053, 7.5; 52.56542, 7.3; 56.98756, 7.3"
"Arginine",175.119501,1075.8,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_20pos1","175.1191, 100; 116.07096, 28.9; 60.05642, 27.4; 70.06587, 17.7; 158.09258, 14.4; 130.09776, 9.9; 157.10859, 3.9; 112.08728, 1.9; 114.09167, 1.8; 72.0815, 1.7; 70.06377, 1; 114.10295, 0.9"
"Arginine",175.119501,1075.8,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_20pos2","175.11914, 100; 116.071, 27.1; 60.05644, 24.5; 70.06589, 15.6; 158.09258, 12.5; 130.09772, 9.8; 157.10861, 2.8; 112.08727, 2.2; 114.09179, 2; 72.08155, 1.4; 175.14796, 0.6; 70.06389, 0.6"
"Arginine",175.119501,1075.8,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_35pos1","175.11892, 100; 116.07085, 68.3; 70.06625, 63.7; 60.05636, 56.8; 158.09235, 24.2; 130.09758, 21.6; 112.08718, 7.1; 157.10842, 5.6; 72.08138, 4.9; 114.09157, 4.8; 114.10286, 1.5; 115.08659, 0.7; 175.10986, 0.7; 60.05477, 0.6"
"Arginine",175.119501,1075.8,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_35pos2","175.11899, 100; 116.07091, 68.8; 70.06583, 66.5; 60.05639, 58; 130.09764, 26.3; 158.09249, 22.7; 112.08717, 7.6; 72.08142, 4.5; 114.09156, 4.3; 157.10853, 4.1; 115.08686, 2.2; 175.10794, 2; 175.09789, 1; 114.10296, 0.9; 116.07566, 0.8; 113.07121, 0.7; 60.05481, 0.6"
"Arginine",175.119501,1075.8,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_50pos1","70.0659, 100; 60.0568, 30.3; 116.07103, 27.4; 130.09777, 13.4; 175.11912, 6.3; 72.08158, 4.8; 158.09265, 4.3; 112.08743, 4; 114.09177, 2.6; 71.04986, 1; 88.04, 0.6"
"Arginine",175.119501,1075.8,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_50pos2","70.06588, 100; 60.05643, 29.4; 116.07097, 25.9; 130.09876, 12.9; 175.11891, 7; 112.08734, 4.7; 72.08155, 4.5; 158.09259, 4.4; 114.09183, 2.7; 71.0499, 0.7; 115.08704, 0.6; 157.10871, 0.6"
"Arginine",175.119501,1075.8,"HILIC",1,"201119_Std_4uMStdsMix1InH2O_100pos1","70.06581, 100; 60.05664, 7.8; 71.04982, 2.6; 72.08102, 1.4; 68.05015, 1.3"
"Arginine",175.119501,1075.8,"HILIC",1,"201119_Std_4uMStdsMix1InH2O_100pos2","70.06585, 100; 60.0564, 7.3; 71.04988, 2.5; 68.05022, 1.3; 72.08148, 1.3"
"Asparagine",133.061318,711.6,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_20pos1",NA
"Asparagine",133.061318,711.6,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_20pos2",NA
"Asparagine",133.061318,711.6,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_35pos1","74.02438, 100; 87.06, 94.9; 133.06075, 37.7; 116.03471, 21.6; 133.10555, 19.6; 88.04004, 18.3; 133.06911, 16.5; 133.07608, 12.8; 72.59842, 7.2; 133.03236, 7.1; 86.06077, 6.8; 55.13656, 6.8; 69.6104, 6.7; 61.2057, 6.6; 75.33544, 6.5; 79.98676, 6.4; 138.98518, 6.3; 66.90125, 6.3; 147.23357, 6.2; 109.39259, 5.8"
"Asparagine",133.061318,711.6,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_35pos2","74.02431, 100; 87.05981, 88.2; 133.06053, 27.8; 116.03445, 27.1; 133.06892, 14.8; 88.03966, 10.6; 133.10551, 9.9; 84.6349, 6.6; 92.38673, 6.5; 129.82497, 6.4; 141.11409, 6.3; 89.97283, 6.2; 65.25706, 5.6"
"Asparagine",133.061318,711.6,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_50pos1","74.02438, 100; 87.05591, 31.5; 133.10522, 9.5; 88.03992, 8.3; 116.03462, 8.1; 133.07623, 7.3; 85.75993, 4.4; 145.04857, 3.9; 62.97974, 3.9; 126.70718, 3.7"
"Asparagine",133.061318,711.6,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_50pos2",NA
"Asparagine",133.061318,711.6,"HILIC",1,"201119_Std_4uMStdsMix1InH2O_100pos1","74.02432, 100; 70.02936, 11.2; 95.77087, 3; 119.64271, 2.7; 59.22026, 2.7; 113.6106, 2.6; 71.07662, 2.6; 138.33784, 2.6; 64.21118, 2.6; 152.04764, 2.6; 151.08945, 2.5; 153.31638, 2.5; 152.81036, 2.5; 94.98355, 2.5; 89.61817, 2.5; 106.70265, 2.4; 118.61758, 2.4; 67.58986, 2.4; 71.19495, 2.4; 136.94048, 2.4; 64.89857, 2.4; 144.71552, 2.3; 119.64896, 2.3; 132.69562, 2.3; 54.25589, 2.3; 50.80839, 2.3; 58.52059, 2.3; 61.47939, 2.3; 93.64249, 2.3; 81.53489, 2.2; 56.21721, 2.1; 103.88049, 2.1; 50.01444, 2.1; 59.29532, 1.9"
"Asparagine",133.061318,711.6,"HILIC",1,"201119_Std_4uMStdsMix1InH2O_100pos2","74.02426, 100; 70.02941, 14.4; 62.72448, 3.6; 122.24828, 3.4; 94.53027, 3.4; 103.34947, 3.4; 115.54214, 3.3; 90.05546, 3.2; 62.67787, 3.2; 128.52626, 3.2; 124.1285, 3.1; 67.02826, 3.1; 51.10913, 3.1; 104.53331, 3.1; 123.50764, 3.1; 100.45519, 3.1; 124.00449, 3; 71.39748, 3; 81.27265, 3; 55.23584, 3; 120.59743, 2.9; 64.47043, 2.9; 50.8608, 2.9; 81.72538, 2.8; 54.06245, 2.8; 51.69149, 2.8; 124.2093, 2.7; 52.30069, 2.7; 64.26039, 2.7; 50.29539, 2.7; 72.81335, 2.7; 54.3265, 2.5; 67.00104, 2.5"
"Aspartic acid",134.045334,771.6,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_20pos1","74.0233, 100; 88.03853, 85; 92.05988, 25.5; 134.08119, 17.1; 134.07159, 16.3; 134.09647, 15.7; 116.03448, 13.3; 134.04509, 12.3; 86.09695, 7.7; 62.96575, 5.7; 98.43198, 5.3; 50.48403, 5; 86.33418, 5; 80.90421, 4.4; 134.10583, 4.3"
"Aspartic acid",134.045334,771.6,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_20pos2",NA
"Aspartic acid",134.045334,771.6,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_35pos1","88.03998, 100; 74.0244, 99.3; 134.07149, 19; 116.03437, 17.5; 134.09662, 17.2; 134.11774, 13.7; 134.04472, 9.5; 72.02622, 7.5; 94.57287, 7.3; 107.2249, 7.2; 89.38768, 6.9; 134.08078, 6.8; 62.63121, 6.7; 86.09706, 6.5; 60.46475, 6.3; 99.01482, 6.1; 55.236, 6.1; 97.81369, 6; 94.62685, 5.9; 58.14347, 5.9"
"Aspartic acid",134.045334,771.6,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_35pos2","74.02431, 100; 88.03983, 82.1; 92.05968, 34.7; 134.08102, 25.8; 134.0713, 23.7; 134.11766, 16.2; 134.09651, 12.9; 116.03453, 12.8; 134.045, 12.6; 86.60318, 5.8; 71.26848, 5.8; 91.41454, 5.3; 52.69966, 5.2; 110.21343, 5.2; 68.27843, 5.1; 58.18712, 5; 57.68925, 4.8; 128.45946, 4.6; 82.52105, 4.4"
"Aspartic acid",134.045334,771.6,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_50pos1",NA
"Aspartic acid",134.045334,771.6,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_50pos2","74.02437, 100; 88.03986, 55.8; 92.05971, 22.4; 86.09702, 12.5; 134.0965, 11.3; 134.08093, 9.6; 134.07147, 9; 134.11763, 7.8; 62.44996, 5.2; 66.52504, 5; 59.27397, 4.6; 67.61524, 4.4; 147.40065, 4.3; 50.02719, 4.1; 143.27313, 4.1"
"Aspartic acid",134.045334,771.6,"HILIC",1,"201119_Std_4uMStdsMix1InH2O_100pos1",NA
"Aspartic acid",134.045334,771.6,"HILIC",1,"201119_Std_4uMStdsMix1InH2O_100pos2",NA
"Cysteine",122.027576,420,"HILIC",1,NA,NA
"Cystine",241.031677,786,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_20pos1","241.03131, 100; 151.98366, 90.8; 120.01175, 20.6; 195.02592, 19.7; 122.02737, 18.1; 217.86824, 13.2; 153.99927, 10; 177.99935, 6.3; 74.0244, 2.2; 218.01845, 2.1; 227.46883, 1.9; 224.00447, 1.7; 236.01309, 1.5; 218.00455, 1.4; 227.48123, 1.3; 241.20297, 1.1; 85.76956, 1.1; 222.66293, 1.1; 78.26708, 1.1; 66.3156, 1; 252.61052, 1; 259.4418, 1; 64.4502, 1; 82.18111, 1; 74.78455, 1; 78.50414, 1; 133.98679, 1; 52.04467, 1; 207.285, 0.9; 218.05202, 0.9; 83.20453, 0.9; 78.9902, 0.9; 70.1932, 0.9; 150.05771, 0.9; 56.60642, 0.9; 101.40598, 0.9; 65.42606, 0.9; 247.3782, 0.9; 54.18456, 0.9; 61.19403, 0.9; 52.61117, 0.9; 69.99548, 0.8; 211.47594, 0.8; 63.01606, 0.8; 56.17775, 0.8; 62.23765, 0.8"
"Cystine",241.031677,786,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_20pos2","241.03106, 100; 151.98351, 91; 120.01167, 21.4; 122.0273, 20.6; 195.02567, 18.3; 153.99907, 10.3; 217.89778, 8.6; 218.00328, 6.7; 177.99918, 5.8; 217.91293, 4.7; 74.02426, 2.9; 241.20298, 2.8; 218.08017, 2.4; 133.4202, 2; 227.50392, 1.9; 241.15494, 1.8; 218.01791, 1.7; 241.01886, 1.6; 217.8864, 1.5; 241.09492, 1.3; 64.08102, 1.3; 124.04499, 1.2; 236.09105, 1.2; 227.51552, 1.2; 232.44611, 1.2; 77.48472, 1.1; 68.10156, 1.1; 222.93222, 1.1; 231.45102, 1.1; 85.57364, 1; 124.01876, 1; 54.2654, 1; 66.06588, 1; 73.83671, 1; 147.14642, 1; 77.41138, 1; 55.45613, 1; 65.69961, 0.9; 109.44471, 0.9; 95.15329, 0.9"
"Cystine",241.031677,786,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_35pos1","151.98357, 100; 120.01166, 88.4; 122.02735, 51.2; 74.02438, 38; 219.84663, 11; 241.03126, 9.3; 74.00652, 8.9; 153.99921, 4.2; 218.01857, 3; 227.44046, 2.6; 177.99927, 2.3; 194.98724, 2.1; 195.02602, 1.9; 227.45366, 1.9; 171.11354, 1.5; 177.93938, 1.5; 82.334, 1.5; 125.70999, 1.4; 171.15076, 1.4; 92.01683, 1.3; 70.90703, 1.3; 115.57706, 1.3; 196.35213, 1.3; 161.9167, 1.3; 70.8746, 1.2; 87.90531, 1.2; 192.82806, 1.2; 102.99438, 1.1; 102.0057, 1.1; 73.10603, 1.1; 73.29465, 1.1; 114.44115, 1.1; 65.6119, 1.1; 62.29123, 1.1; 106.74953, 1.1; 83.94479, 1.1; 70.15835, 1.1; 88.40324, 1"
"Cystine",241.031677,786,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_35pos2","151.98116, 100; 120.01004, 93.7; 122.02723, 53.9; 74.0243, 46.1; 219.08273, 13.3; 217.90511, 10.4; 74.00646, 8.6; 241.03106, 7.8; 217.88956, 6.3; 195.02578, 5.4; 153.999, 5.1; 177.99953, 4.6; 220.03505, 2.7; 218.01859, 2.6; 61.06036, 2.4; 220.0257, 2.4; 122.02266, 2.2; 88.03992, 1.9; 217.91701, 1.8; 194.98654, 1.7; 217.93823, 1.6; 88.88663, 1.5; 198.41238, 1.4; 50.21135, 1.4; 92.78104, 1.3; 120.05222, 1.3; 174.64258, 1.3; 241.00186, 1.3; 206.11433, 1.3; 54.15177, 1.3; 104.54519, 1.3; 95.03152, 1.2; 55.57097, 1.2; 256.0481, 1.2; 203.01584, 1.2; 105.26804, 1.2; 59.57322, 1.2; 71.21446, 1.2; 91.68562, 1.2; 62.49284, 1.2; 151.1118, 1.2; 117.60315, 1.2; 146.57211, 1.1; 81.0556, 1.1; 51.0695, 1.1; 127.60236, 1.1"
"Cystine",241.031677,786,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_50pos1","120.0117, 100; 74.02437, 85.2; 74.00661, 39.9; 122.02734, 33.1; 151.98351, 22.5; 217.85339, 16.1; 92.01706, 5; 76.02212, 4.3; 105.00092, 3.5; 227.41248, 2.6; 73.02907, 2.2; 55.01861, 1.6; 217.84256, 1.6; 218.01889, 1.4; 198.60255, 1.4; 136.97212, 1.3; 227.42491, 1.3; 56.21586, 1.3; 146.66286, 1.3; 232.31664, 1.3; 142.81639, 1.2; 220.28993, 1.2; 58.85501, 1.2; 50.45417, 1.2; 200.00803, 1.2; 50.46996, 1.2; 58.32077, 1.1; 68.33937, 1.1; 199.22792, 1.1; 78.71145, 1.1; 64.98175, 1.1; 233.11374, 1.1; 52.82926, 1.1; 51.14761, 1.1; 112.37005, 1.1; 66.90462, 1; 101.63342, 1; 84.52825, 1; 98.88655, 1; 71.97414, 1; 58.01096, 1; 108.2048, 1; 64.60237, 1; 226.81195, 1; 247.95998, 1; 85.7542, 1; 55.34016, 1"
"Cystine",241.031677,786,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_50pos2","120.0117, 100; 74.02438, 73.3; 74.00662, 37.4; 122.02731, 26.6; 151.98369, 18.2; 92.01708, 4.8; 105.00101, 4.7; 227.6182, 4.2; 73.02912, 3.7; 54.40122, 2.2; 218.01901, 2.2; 65.52831, 2.2; 194.98695, 2.1; 74.00443, 2; 210.59892, 1.6; 61.99449, 1.4; 60.15776, 1.3; 122.832, 1.3; 51.96651, 1.3; 105.72295, 1.3; 231.90395, 1.3; 152.86739, 1.3; 141.71739, 1.3; 66.64803, 1.2; 80.75485, 1.2; 65.55582, 1.2; 50.92487, 1.2; 188.69267, 1.2; 150.9386, 1.1; 78.36868, 1.1; 59.49584, 1.1; 74.83228, 1.1; 134.41008, 1.1; 50.2554, 1.1; 223.73396, 1.1; 57.03229, 1.1; 58.75357, 1.1; 60.08647, 1; 60.25788, 1"
"Cystine",241.031677,786,"HILIC",1,"201119_Std_4uMStdsMix1InH2O_100pos1","74.00658, 100; 74.02433, 42.8; 217.85944, 21.1; 58.99583, 15.3; 76.02218, 14; 217.87328, 11.5; 120.01171, 4.7; 217.87556, 4.5; 55.01863, 3.2; 73.02918, 3.1; 227.46742, 2.7; 222.83769, 2.5; 222.84738, 2.4; 123.97469, 1.7; 132.59261, 1.7; 74.0042, 1.7; 217.88725, 1.6; 78.91656, 1.5; 76.32759, 1.5; 212.31398, 1.5; 123.66862, 1.5; 205.07936, 1.5; 198.69484, 1.5; 205.9769, 1.5; 116.64318, 1.5; 128.32794, 1.5; 75.39816, 1.4; 146.43739, 1.4; 58.83062, 1.4; 60.51412, 1.4; 80.37321, 1.4; 70.57471, 1.4; 50.8413, 1.4; 54.21049, 1.4; 145.97968, 1.4; 61.24283, 1.4; 77.54492, 1.4; 101.56376, 1.4; 261.61758, 1.3; 213.43427, 1.3; 96.99941, 1.3; 60.15133, 1.3; 97.98154, 1.3; 63.47647, 1.3; 90.74496, 1.3; 53.77554, 1.3; 82.05775, 1.3; 94.70654, 1.3; 91.66541, 1.3; 60.20415, 1.3; 60.6066, 1.2; 68.11118, 1.2; 55.09044, 1.2; 50.05723, 1.2; 81.79391, 1.2; 103.89423, 1.2; 62.4674, 1.1"
"Cystine",241.031677,786,"HILIC",1,"201119_Std_4uMStdsMix1InH2O_100pos2","74.00654, 100; 74.02428, 42.8; 58.99575, 18.4; 217.86752, 14.1; 76.02218, 11.7; 73.02904, 6.6; 55.0186, 5.9; 217.88339, 5.2; 120.01146, 4; 219.42787, 3.7; 227.50362, 2.8; 227.44795, 2.5; 219.41855, 2.3; 227.46161, 2.2; 86.99037, 2.2; 219.40854, 2.1; 219.43716, 2; 53.40151, 1.8; 217.89424, 1.8; 54.7365, 1.7; 52.91936, 1.5; 186.27792, 1.5; 109.73591, 1.5; 57.78661, 1.5; 215.90939, 1.5; 182.39795, 1.5; 217.85529, 1.4; 219.44693, 1.4; 131.54788, 1.4; 184.82706, 1.4; 168.15416, 1.4; 246.98039, 1.4; 101.18771, 1.4; 72.39038, 1.4; 196.679, 1.4; 84.08797, 1.4; 222.96869, 1.4; 59.81101, 1.4; 61.01417, 1.4; 110.44732, 1.3; 101.48314, 1.3; 76.98207, 1.3; 97.51659, 1.3; 130.72745, 1.3; 165.8219, 1.3; 57.84731, 1.3; 98.55897, 1.3; 123.20788, 1.3; 178.85419, 1.3; 105.75307, 1.3; 69.21442, 1.3; 64.63024, 1.3; 68.10612, 1.3; 246.74286, 1.3; 124.01177, 1.2; 135.4422, 1.2; 56.67039, 1.2; 51.27095, 1.2; 146.4209, 1.2; 95.7506, 1.2; 62.93649, 1.2; 186.37692, 1.2; 55.8466, 1.2; 60.0236, 1.2; 75.27151, 1.2; 181.33493, 1.2; 93.20291, 1.2; 51.61, 1.2; 52.43168, 1.1; 115.4494, 1.1"
"Glutamic acid",148.060984,744.6,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_20pos1","84.04506, 100; 102.05551, 43.9; 130.05017, 41.9; 148.0605, 17.4; 148.09705, 12.4; 131.05094, 9; 148.08709, 6.9; 148.11225, 5.7; 85.04851, 3.5; 124.01825, 2.7; 148.03918, 2.3; 100.07614, 1.9; 85.02904, 1.3; 148.07547, 1.3; 111.48595, 1.2; 104.04754, 1.2; 75.21811, 1.2; 136.00653, 1.1; 74.31219, 1.1; 106.44539, 1.1; 99.53881, 1.1; 56.05028, 1.1; 56.40812, 1.1; 59.42739, 1.1; 108.66763, 1.1; 53.55136, 1; 77.57709, 1; 124.08722, 1; 86.12656, 1; 76.06886, 1; 108.5914, 1; 112.97334, 1; 118.82133, 1; 55.04298, 1; 117.51545, 1; 71.53358, 1; 68.16039, 1; 59.14017, 0.9; 60.71156, 0.9; 92.66754, 0.9; 148.63771, 0.9; 85.71402, 0.9; 55.42662, 0.9"
"Glutamic acid",148.060984,744.6,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_20pos2","84.045, 100; 102.05545, 66.2; 130.05003, 65.6; 84.04501, 57.8; 148.06055, 25.6; 148.09705, 20.4; 148.11211, 14.3; 131.05327, 8.1; 148.08688, 7.2; 123.41114, 4; 85.04825, 3.7; 56.05027, 2.4; 71.55799, 2.3; 60.09449, 2.3; 74.21625, 2.2; 89.2607, 2.2; 78.43981, 2.1; 125.20409, 2.1; 148.03932, 2.1; 116.07879, 2.1; 78.32705, 2.1; 72.834, 2; 116.51688, 2; 80.66837, 2; 64.46241, 2; 65.69389, 2; 138.65796, 2; 108.2538, 2; 61.57222, 1.9; 85.28249, 1.9; 68.56026, 1.9; 56.41971, 1.9; 65.76703, 1.8; 66.47618, 1.8; 77.74691, 1.7"
"Glutamic acid",148.060984,744.6,"HILIC",1,"201110_Std_4uMStdsMix1InH2O_35pos1","84.04499, 100; 102.05541, 62.4; 130.05006, 61.4; 84.04507, 58.9; 148.06042, 21; 148.0969, 20.7; 148.08712, 12.8; 131.05344, 9.7; 148.11229, 8.7; 100.07613, 6; 85.04832, 5.4; 85.02901, 2; 156.06259, 1.9; 54.95052, 1.8; 68.08914, 1.8; 105.13182, 1.8; 70.41016, 1.7; 63.41081, 1.7; 59.11875, 1.7; 50.80745, 1.6; 108.67384, 1.6; 101.94709, 1.5; 54.86346, 1.5; 69.89374, 1.5; 52.11795, 1.5; 56.05029, 1.5; 97.55455, 1.4; 73.54825, 1.4; 72.95292, 1.4"
