"ID","M_mass","Names","CE","score","spectrum","spectrum_KRHform","spectrum_KRHform_filtered"
"AU204505",290.199428072,"D617; 34245-14-2; 2-(3,4-dimethoxyphenyl)-5-(methylamino)-2-propan-2-ylpentanenitrile","50 eV",5,"107.0471:0.680669 115.0536:9.834046 116.0517:1.063140 116.0604:1.983664 117.0566:1.594710 117.0686:4.479450 118.0404:2.307792 118.0639:1.633606 119.0482:5.587968 119.0842:1.335408 120.0543:2.742124 120.0795:0.810320 121.0638:14.773759 122.035:3.027356 122.0699:1.841048 122.0961:0.745495 123.0428:10.339686 123.0783:0.745495 124.0511:7.558667 126.1266:0.570465 127.0532:1.173344 128.0484:2.943083 128.0611:4.434072 129.0555:0.862181 129.0687:4.777648 130.0401:1.983664 130.0637:2.975496 131.0718:2.372618 131.0855:1.426164 132.0438:3.131077 132.0536:4.408142 132.0802:3.157008 133.0264:1.037210 133.0515:2.651368 133.0641:12.628031 134.0364:0.758460 134.0718:12.666926 135.0792:4.602619 138.0663:14.637625 139.0729:4.460003 140.0487:0.784390 141.0686:2.080902 142.0639:3.241281 143.0479:1.153896 143.0715:3.299624 143.0843:1.471542 144.0556:9.166343 144.0796:9.302476 145.0848:1.737327 146.059:27.071179 146.0951:3.986776 147.043:3.973810 147.0641:3.656165 147.078:11.221315 147.1006:0.849216 148.0374:0.868663 148.0497:1.685466 148.0844:2.534682 149.0581:9.386750 149.0947:3.403345 151.0743:100.000000 152.0614:1.646571 153.0675:1.581745 153.0782:0.881628 154.0632:1.653053 154.0762:1.186309 155.0591:2.625438 155.0733:0.985349 156.0433:4.259043 156.0794:4.823026 157.05:0.583431 157.0633:2.333722 157.0862:2.839362 157.102:0.583431 158.0706:2.755089 158.0953:1.931803 159.0425:0.641774 159.0668:11.428757 159.0789:8.945935 160.0393:1.944769 160.0491:1.244652 160.0744:17.969662 160.0866:12.414106 161.0589:9.263581 161.0788:2.048490 161.0941:7.565150 162.0666:4.946195 162.0885:0.628809 162.097:1.030727 162.1148:0.862181 163.0738:3.124595 164.0822:5.484247 165.0687:1.653053 165.0898:24.069752 166.0781:0.816803 167.0851:0.784390 168.0825:0.544535 169.0501:0.576948 169.0629:0.764942 170.0583:2.910670 170.0702:1.017762 170.0958:0.972384 171.0671:2.819914 171.0793:2.139245 171.1024:1.769739 173.0586:0.512122 173.0812:6.301050 174.0528:5.374044 174.0905:21.165565 175.0608:3.254246 175.0725:3.481136 175.0939:3.617270 175.1129:0.512122 176.0697:5.762998 176.0815:4.926747 176.1058:1.251134 177.0717:0.927006 177.09:15.033061 178.0947:2.230001 179.0866:0.583431 179.1049:1.348373 181.0644:0.952937 182.0718:1.328925 182.0959:0.622326 183.1018:0.622326 184.0761:2.787502 184.1123:0.667704 185.0581:0.700117 185.0831:2.275379 185.0941:1.691949 186.0554:0.700117 186.0905:8.686633 187.0615:2.301309 187.0976:6.741864 188.1034:2.113315 189.0763:4.252561 189.0887:2.372618 190.085:3.020874 190.1078:2.100350 191.1061:2.554129 192.1149:2.411513 196.0861:0.985349 197.0956:2.262414 198.0674:0.589913 198.0909:1.879943 199.0752:0.602878 199.0989:3.941398 200.069:2.054972 200.1054:2.657850 201.0782:1.322443 201.0912:0.985349 201.1141:1.147413 202.1214:2.242966 203.093:7.662388 203.1164:2.184623 204.1003:5.886166 205.1053:1.445611 205.1315:1.918838 206.1156:0.589913 206.138:0.518605 212.1071:0.920524 213.09:0.758460 214.0836:1.290030 214.1221:6.884481 215.0922:1.257617 215.1241:1.614158 216.1014:2.651368 217.1038:1.095553 218.1183:0.875146 229.1075:0.771425 230.1162:2.145728 231.1108:3.144043 232.1188:1.562297 233.128:9.010761 234.1324:1.127966 244.1322:2.644885 245.1374:0.661221 247.1444:2.936601","107.0471, 0.680669; 115.0536, 9.834046; 116.0517, 1.063140; 116.0604, 1.983664; 117.0566, 1.594710; 117.0686, 4.479450; 118.0404, 2.307792; 118.0639, 1.633606; 119.0482, 5.587968; 119.0842, 1.335408; 120.0543, 2.742124; 120.0795, 0.810320; 121.0638, 14.773759; 122.035, 3.027356; 122.0699, 1.841048; 122.0961, 0.745495; 123.0428, 10.339686; 123.0783, 0.745495; 124.0511, 7.558667; 126.1266, 0.570465; 127.0532, 1.173344; 128.0484, 2.943083; 128.0611, 4.434072; 129.0555, 0.862181; 129.0687, 4.777648; 130.0401, 1.983664; 130.0637, 2.975496; 131.0718, 2.372618; 131.0855, 1.426164; 132.0438, 3.131077; 132.0536, 4.408142; 132.0802, 3.157008; 133.0264, 1.037210; 133.0515, 2.651368; 133.0641, 12.628031; 134.0364, 0.758460; 134.0718, 12.666926; 135.0792, 4.602619; 138.0663, 14.637625; 139.0729, 4.460003; 140.0487, 0.784390; 141.0686, 2.080902; 142.0639, 3.241281; 143.0479, 1.153896; 143.0715, 3.299624; 143.0843, 1.471542; 144.0556, 9.166343; 144.0796, 9.302476; 145.0848, 1.737327; 146.059, 27.071179; 146.0951, 3.986776; 147.043, 3.973810; 147.0641, 3.656165; 147.078, 11.221315; 147.1006, 0.849216; 148.0374, 0.868663; 148.0497, 1.685466; 148.0844, 2.534682; 149.0581, 9.386750; 149.0947, 3.403345; 151.0743, 100.000000; 152.0614, 1.646571; 153.0675, 1.581745; 153.0782, 0.881628; 154.0632, 1.653053; 154.0762, 1.186309; 155.0591, 2.625438; 155.0733, 0.985349; 156.0433, 4.259043; 156.0794, 4.823026; 157.05, 0.583431; 157.0633, 2.333722; 157.0862, 2.839362; 157.102, 0.583431; 158.0706, 2.755089; 158.0953, 1.931803; 159.0425, 0.641774; 159.0668, 11.428757; 159.0789, 8.945935; 160.0393, 1.944769; 160.0491, 1.244652; 160.0744, 17.969662; 160.0866, 12.414106; 161.0589, 9.263581; 161.0788, 2.048490; 161.0941, 7.565150; 162.0666, 4.946195; 162.0885, 0.628809; 162.097, 1.030727; 162.1148, 0.862181; 163.0738, 3.124595; 164.0822, 5.484247; 165.0687, 1.653053; 165.0898, 24.069752; 166.0781, 0.816803; 167.0851, 0.784390; 168.0825, 0.544535; 169.0501, 0.576948; 169.0629, 0.764942; 170.0583, 2.910670; 170.0702, 1.017762; 170.0958, 0.972384; 171.0671, 2.819914; 171.0793, 2.139245; 171.1024, 1.769739; 173.0586, 0.512122; 173.0812, 6.301050; 174.0528, 5.374044; 174.0905, 21.165565; 175.0608, 3.254246; 175.0725, 3.481136; 175.0939, 3.617270; 175.1129, 0.512122; 176.0697, 5.762998; 176.0815, 4.926747; 176.1058, 1.251134; 177.0717, 0.927006; 177.09, 15.033061; 178.0947, 2.230001; 179.0866, 0.583431; 179.1049, 1.348373; 181.0644, 0.952937; 182.0718, 1.328925; 182.0959, 0.622326; 183.1018, 0.622326; 184.0761, 2.787502; 184.1123, 0.667704; 185.0581, 0.700117; 185.0831, 2.275379; 185.0941, 1.691949; 186.0554, 0.700117; 186.0905, 8.686633; 187.0615, 2.301309; 187.0976, 6.741864; 188.1034, 2.113315; 189.0763, 4.252561; 189.0887, 2.372618; 190.085, 3.020874; 190.1078, 2.100350; 191.1061, 2.554129; 192.1149, 2.411513; 196.0861, 0.985349; 197.0956, 2.262414; 198.0674, 0.589913; 198.0909, 1.879943; 199.0752, 0.602878; 199.0989, 3.941398; 200.069, 2.054972; 200.1054, 2.657850; 201.0782, 1.322443; 201.0912, 0.985349; 201.1141, 1.147413; 202.1214, 2.242966; 203.093, 7.662388; 203.1164, 2.184623; 204.1003, 5.886166; 205.1053, 1.445611; 205.1315, 1.918838; 206.1156, 0.589913; 206.138, 0.518605; 212.1071, 0.920524; 213.09, 0.758460; 214.0836, 1.290030; 214.1221, 6.884481; 215.0922, 1.257617; 215.1241, 1.614158; 216.1014, 2.651368; 217.1038, 1.095553; 218.1183, 0.875146; 229.1075, 0.771425; 230.1162, 2.145728; 231.1108, 3.144043; 232.1188, 1.562297; 233.128, 9.010761; 234.1324, 1.127966; 244.1322, 2.644885; 245.1374, 0.661221; 247.1444, 2.936601","151.0743, 100; 146.059, 27.1; 165.0898, 24.1; 174.0905, 21.2; 160.0744, 18; 177.09, 15; 121.0638, 14.8; 138.0663, 14.6; 134.0718, 12.7; 133.0641, 12.6; 160.0866, 12.4; 159.0668, 11.4; 147.078, 11.2; 123.0428, 10.3; 115.0536, 9.8; 149.0581, 9.4; 144.0796, 9.3; 161.0589, 9.3; 144.0556, 9.2; 233.128, 9; 159.0789, 8.9; 186.0905, 8.7; 203.093, 7.7; 161.0941, 7.6; 124.0511, 7.6; 214.1221, 6.9; 187.0976, 6.7; 173.0812, 6.3; 204.1003, 5.9; 176.0697, 5.8; 119.0482, 5.6; 164.0822, 5.5; 174.0528, 5.4; 162.0666, 4.9; 176.0815, 4.9; 156.0794, 4.8; 129.0687, 4.8; 135.0792, 4.6; 117.0686, 4.5; 139.0729, 4.5; 128.0611, 4.4; 132.0536, 4.4; 156.0433, 4.3; 189.0763, 4.3; 146.0951, 4; 147.043, 4; 199.0989, 3.9; 147.0641, 3.7; 175.0939, 3.6; 175.0725, 3.5; 149.0947, 3.4; 143.0715, 3.3; 175.0608, 3.3; 142.0639, 3.2; 132.0802, 3.2; 231.1108, 3.1; 132.0438, 3.1; 163.0738, 3.1; 122.035, 3; 190.085, 3; 130.0637, 3; 128.0484, 2.9; 247.1444, 2.9; 170.0583, 2.9; 157.0862, 2.8; 171.0671, 2.8; 184.0761, 2.8; 158.0706, 2.8; 120.0543, 2.7; 200.1054, 2.7; 133.0515, 2.7; 216.1014, 2.7; 244.1322, 2.6; 155.0591, 2.6; 191.1061, 2.6; 148.0844, 2.5; 192.1149, 2.4; 131.0718, 2.4; 189.0887, 2.4; 157.0633, 2.3; 118.0404, 2.3; 187.0615, 2.3; 185.0831, 2.3; 197.0956, 2.3; 202.1214, 2.2; 178.0947, 2.2; 203.1164, 2.2; 230.1162, 2.1; 171.0793, 2.1; 188.1034, 2.1; 190.1078, 2.1; 141.0686, 2.1; 200.069, 2.1; 161.0788, 2; 116.0604, 2; 130.0401, 2; 160.0393, 1.9; 158.0953, 1.9; 205.1315, 1.9; 198.0909, 1.9; 122.0699, 1.8; 171.1024, 1.8; 145.0848, 1.7; 185.0941, 1.7; 148.0497, 1.7; 154.0632, 1.7; 165.0687, 1.7; 152.0614, 1.6; 118.0639, 1.6; 215.1241, 1.6; 117.0566, 1.6; 153.0675, 1.6; 232.1188, 1.6; 143.0843, 1.5; 205.1053, 1.4; 131.0855, 1.4; 179.1049, 1.3; 119.0842, 1.3; 182.0718, 1.3; 201.0782, 1.3; 214.0836, 1.3; 215.0922, 1.3; 176.1058, 1.3; 160.0491, 1.2; 154.0762, 1.2; 127.0532, 1.2; 143.0479, 1.2; 201.1141, 1.1; 234.1324, 1.1; 217.1038, 1.1; 116.0517, 1.1; 133.0264, 1; 162.097, 1; 170.0702, 1; 155.0733, 1; 196.0861, 1; 201.0912, 1; 170.0958, 1; 181.0644, 1; 177.0717, 0.9; 212.1071, 0.9; 153.0782, 0.9; 218.1183, 0.9; 148.0374, 0.9; 129.0555, 0.9; 162.1148, 0.9; 147.1006, 0.8; 166.0781, 0.8; 120.0795, 0.8; 140.0487, 0.8; 167.0851, 0.8; 229.1075, 0.8; 169.0629, 0.8; 134.0364, 0.8; 213.09, 0.8; 122.0961, 0.7; 123.0783, 0.7; 185.0581, 0.7; 186.0554, 0.7; 107.0471, 0.7; 184.1123, 0.7; 245.1374, 0.7; 159.0425, 0.6; 162.0885, 0.6; 182.0959, 0.6; 183.1018, 0.6; 199.0752, 0.6; 198.0674, 0.6; 206.1156, 0.6; 157.05, 0.6; 157.102, 0.6; 179.0866, 0.6; 169.0501, 0.6; 126.1266, 0.6; 168.0825, 0.5; 206.138, 0.5; 173.0586, 0.5; 175.1129, 0.5"
"AU204601",213.10481648,"Irgarol-descyclopropyl; Deethylterbutryne; 2-N-tert-butyl-6-methylsulfanyl-1,3,5-triazine-2,4-diamine","10 eV",5,"158.0492:18.006440 159.0508:0.585619 160.0446:0.443753 214.1124:100.000000 215.1146:6.077975 216.1081:2.262553","158.0492, 18.006440; 159.0508, 0.585619; 160.0446, 0.443753; 214.1124, 100.000000; 215.1146, 6.077975; 216.1081, 2.262553","214.1124, 100; 158.0492, 18; 215.1146, 6.1; 216.1081, 2.3; 159.0508, 0.6"
"AU204602",213.10481648,"Irgarol-descyclopropyl; Deethylterbutryne; 2-N-tert-butyl-6-methylsulfanyl-1,3,5-triazine-2,4-diamine","20 eV",5,"158.0492:100.000000 159.0508:3.714712 160.0446:3.201260 214.1124:11.082732 215.1146:1.219779 216.1081:0.485953","158.0492, 100.000000; 159.0508, 3.714712; 160.0446, 3.201260; 214.1124, 11.082732; 215.1146, 1.219779; 216.1081, 0.485953","158.0492, 100; 214.1124, 11.1; 159.0508, 3.7; 160.0446, 3.2; 215.1146, 1.2"
"AU204603",213.10481648,"Irgarol-descyclopropyl; Deethylterbutryne; 2-N-tert-butyl-6-methylsulfanyl-1,3,5-triazine-2,4-diamine","30 eV",5,"116.0268:2.723266 158.0486:100.000000 159.0508:5.003610 160.0446:3.628506","116.0268, 2.723266; 158.0486, 100.000000; 159.0508, 5.003610; 160.0446, 3.628506","158.0486, 100; 159.0508, 5; 160.0446, 3.6; 116.0268, 2.7"
"AU204604",213.10481648,"Irgarol-descyclopropyl; Deethylterbutryne; 2-N-tert-butyl-6-methylsulfanyl-1,3,5-triazine-2,4-diamine","40 eV",5,"116.0272:15.398872 117.03:1.248993 125.0687:0.902498 143.0251:2.812248 158.0486:100.000000 159.0511:5.898469","116.0272, 15.398872; 117.03, 1.248993; 125.0687, 0.902498; 143.0251, 2.812248; 158.0486, 100.000000; 159.0511, 5.898469","158.0486, 100; 116.0272, 15.4; 159.0511, 5.9; 143.0251, 2.8; 117.03, 1.2; 125.0687, 0.9"
"AU204605",213.10481648,"Irgarol-descyclopropyl; Deethylterbutryne; 2-N-tert-butyl-6-methylsulfanyl-1,3,5-triazine-2,4-diamine","50 eV",5,"116.0269:46.199408 125.0687:5.034551 143.0254:11.154985 158.0483:100.000000","116.0269, 46.199408; 125.0687, 5.034551; 143.0254, 11.154985; 158.0483, 100.000000","158.0483, 100; 116.0269, 46.2; 143.0254, 11.2; 125.0687, 5"
"AU204802",193.089149352,"Iminostilbene; 11H-benzo[b][1]benzazepine","20 eV",5,"135.0428:0.650007 165.069:0.727045 167.0732:0.828157 177.0694:0.572969 179.0723:2.831143 192.0797:2.407434 194.0957:100.000000 195.0991:14.492754 196.1008:0.823342","135.0428, 0.650007; 165.069, 0.727045; 167.0732, 0.828157; 177.0694, 0.572969; 179.0723, 2.831143; 192.0797, 2.407434; 194.0957, 100.000000; 195.0991, 14.492754; 196.1008, 0.823342","194.0957, 100; 195.0991, 14.5; 179.0723, 2.8; 192.0797, 2.4; 167.0732, 0.8; 196.1008, 0.8; 165.069, 0.7; 135.0428, 0.7; 177.0694, 0.6"
"AU204803",193.089149352,"Iminostilbene; 11H-benzo[b][1]benzazepine","30 eV",5,"117.0573:0.612163 128.0491:0.612163 135.0426:0.652437 151.0528:0.684656 152.0613:3.850181 165.0681:5.549738 167.0714:7.426500 169.0653:1.095449 176.0611:1.377366 177.0696:2.118405 178.0651:3.254128 179.0711:29.883206 190.0658:0.692710 191.0721:2.980266 194.0957:100.000000 195.0991:15.819573 196.1008:0.660491","117.0573, 0.612163; 128.0491, 0.612163; 135.0426, 0.652437; 151.0528, 0.684656; 152.0613, 3.850181; 165.0681, 5.549738; 167.0714, 7.426500; 169.0653, 1.095449; 176.0611, 1.377366; 177.0696, 2.118405; 178.0651, 3.254128; 179.0711, 29.883206; 190.0658, 0.692710; 191.0721, 2.980266; 194.0957, 100.000000; 195.0991, 15.819573; 196.1008, 0.660491","194.0957, 100; 179.0711, 29.9; 195.0991, 15.8; 167.0714, 7.4; 165.0681, 5.5; 152.0613, 3.9; 178.0651, 3.3; 191.0721, 3; 177.0696, 2.1; 176.0611, 1.4; 169.0653, 1.1; 190.0658, 0.7; 151.0528, 0.7; 196.1008, 0.7; 135.0426, 0.7; 117.0573, 0.6; 128.0491, 0.6"
"AU204804",193.089149352,"Iminostilbene; 11H-benzo[b][1]benzazepine","40 eV",5,"117.0561:3.516295 126.0457:2.715838 128.062:2.601487 139.0538:7.604345 150.0446:4.431103 151.0531:6.775300 152.0607:25.300172 153.0583:7.518582 163.0526:2.858776 164.0616:3.116066 165.0683:46.112064 166.0667:13.379074 167.0712:39.222413 169.063:11.949686 176.0622:8.033162 177.0558:10.291595 177.0695:4.316752 179.0715:100.000000 190.0638:6.518010 191.0719:40.708977 194.0939:76.901086","117.0561, 3.516295; 126.0457, 2.715838; 128.062, 2.601487; 139.0538, 7.604345; 150.0446, 4.431103; 151.0531, 6.775300; 152.0607, 25.300172; 153.0583, 7.518582; 163.0526, 2.858776; 164.0616, 3.116066; 165.0683, 46.112064; 166.0667, 13.379074; 167.0712, 39.222413; 169.063, 11.949686; 176.0622, 8.033162; 177.0558, 10.291595; 177.0695, 4.316752; 179.0715, 100.000000; 190.0638, 6.518010; 191.0719, 40.708977; 194.0939, 76.901086","179.0715, 100; 194.0939, 76.9; 165.0683, 46.1; 191.0719, 40.7; 167.0712, 39.2; 152.0607, 25.3; 166.0667, 13.4; 169.063, 11.9; 177.0558, 10.3; 176.0622, 8; 139.0538, 7.6; 153.0583, 7.5; 151.0531, 6.8; 190.0638, 6.5; 150.0446, 4.4; 177.0695, 4.3; 117.0561, 3.5; 164.0616, 3.1; 163.0526, 2.9; 126.0457, 2.7; 128.062, 2.6"
"AU204805",193.089149352,"Iminostilbene; 11H-benzo[b][1]benzazepine","50 eV",5,"115.0534:4.136622 126.0444:7.628083 128.0495:9.108159 129.0558:3.301708 139.0538:26.413662 140.0495:11.688805 150.0451:16.394687 151.0528:20.075901 152.0605:59.051233 153.0568:22.239089 163.0532:11.195446 164.0613:15.445920 166.0648:34.497154 167.0721:55.294118 168.0569:3.719165 169.0637:25.313093 176.0608:10.664137 177.0567:26.261860 179.0708:67.286528 190.0641:25.085389 193.0872:100.000000 194.0928:24.933586","115.0534, 4.136622; 126.0444, 7.628083; 128.0495, 9.108159; 129.0558, 3.301708; 139.0538, 26.413662; 140.0495, 11.688805; 150.0451, 16.394687; 151.0528, 20.075901; 152.0605, 59.051233; 153.0568, 22.239089; 163.0532, 11.195446; 164.0613, 15.445920; 166.0648, 34.497154; 167.0721, 55.294118; 168.0569, 3.719165; 169.0637, 25.313093; 176.0608, 10.664137; 177.0567, 26.261860; 179.0708, 67.286528; 190.0641, 25.085389; 193.0872, 100.000000; 194.0928, 24.933586","193.0872, 100; 179.0708, 67.3; 152.0605, 59.1; 167.0721, 55.3; 166.0648, 34.5; 139.0538, 26.4; 177.0567, 26.3; 169.0637, 25.3; 190.0641, 25.1; 194.0928, 24.9; 153.0568, 22.2; 151.0528, 20.1; 150.0451, 16.4; 164.0613, 15.4; 140.0495, 11.7; 163.0532, 11.2; 176.0608, 10.7; 128.0495, 9.1; 126.0444, 7.6; 115.0534, 4.1; 168.0569, 3.7; 129.0558, 3.3"
"AU204901",211.05123962,"Imidacloprid-urea; CHEMBL71188; 1-[(6-chloropyridin-3-yl)methyl]imidazolidin-2-one","10 eV",5,"126.0093:0.214561 128.025:2.831211 129.0282:0.194688 130.022:0.923761 176.0814:0.119856 195.0313:0.194067 212.0575:100.000000 213.0604:6.640211 214.0548:20.100729 215.0574:0.833714","126.0093, 0.214561; 128.025, 2.831211; 129.0282, 0.194688; 130.022, 0.923761; 176.0814, 0.119856; 195.0313, 0.194067; 212.0575, 100.000000; 213.0604, 6.640211; 214.0548, 20.100729; 215.0574, 0.833714","212.0575, 100; 214.0548, 20.1; 213.0604, 6.6; 128.025, 2.8; 130.022, 0.9; 215.0574, 0.8"
"AU204902",211.05123962,"Imidacloprid-urea; CHEMBL71188; 1-[(6-chloropyridin-3-yl)methyl]imidazolidin-2-one","20 eV",5,"126.0096:17.474383 127.0142:2.101103 128.0064:4.592564 128.0253:88.488338 129.0284:4.367132 130.022:22.410462 131.0254:0.767054 133.0747:0.987606 169.0154:0.626525 169.0517:1.623890 176.0807:5.145896 194.0467:1.282327 195.031:3.703523 196.0359:0.444032 197.0285:1.133015 212.0578:100.000000 213.0604:7.309456 214.0548:24.834586 215.0574:1.044208","126.0096, 17.474383; 127.0142, 2.101103; 128.0064, 4.592564; 128.0253, 88.488338; 129.0284, 4.367132; 130.022, 22.410462; 131.0254, 0.767054; 133.0747, 0.987606; 169.0154, 0.626525; 169.0517, 1.623890; 176.0807, 5.145896; 194.0467, 1.282327; 195.031, 3.703523; 196.0359, 0.444032; 197.0285, 1.133015; 212.0578, 100.000000; 213.0604, 7.309456; 214.0548, 24.834586; 215.0574, 1.044208","212.0578, 100; 128.0253, 88.5; 214.0548, 24.8; 130.022, 22.4; 126.0096, 17.5; 213.0604, 7.3; 176.0807, 5.1; 128.0064, 4.6; 129.0284, 4.4; 195.031, 3.7; 127.0142, 2.1; 169.0517, 1.6; 194.0467, 1.3; 197.0285, 1.1; 215.0574, 1; 133.0747, 1; 131.0254, 0.8; 169.0154, 0.6"
"AU204903",211.05123962,"Imidacloprid-urea; CHEMBL71188; 1-[(6-chloropyridin-3-yl)methyl]imidazolidin-2-one","30 eV",5,"114.0104:2.411973 116.0071:1.279136 118.0518:0.519958 120.0666:0.822443 121.0752:0.604970 123.0542:0.798719 126.0096:55.113580 127.0142:11.866116 128.0064:15.318005 128.0253:100.000000 129.0284:6.018070 130.0222:27.915620 131.0254:0.946996 131.0599:0.646488 132.0673:0.642534 133.075:4.914889 134.0787:0.517981 141.02:1.316700 142.0049:1.937486 142.0277:0.875823 144.0204:1.816888 164.0926:0.917341 167.0363:0.618809 168.0207:0.583223 169.0158:1.352286 169.0517:1.929578 171.0484:0.523912 176.0813:7.198355 194.0473:2.261719 195.0309:2.344754 196.0433:0.962812 212.0577:9.394832","114.0104, 2.411973; 116.0071, 1.279136; 118.0518, 0.519958; 120.0666, 0.822443; 121.0752, 0.604970; 123.0542, 0.798719; 126.0096, 55.113580; 127.0142, 11.866116; 128.0064, 15.318005; 128.0253, 100.000000; 129.0284, 6.018070; 130.0222, 27.915620; 131.0254, 0.946996; 131.0599, 0.646488; 132.0673, 0.642534; 133.075, 4.914889; 134.0787, 0.517981; 141.02, 1.316700; 142.0049, 1.937486; 142.0277, 0.875823; 144.0204, 1.816888; 164.0926, 0.917341; 167.0363, 0.618809; 168.0207, 0.583223; 169.0158, 1.352286; 169.0517, 1.929578; 171.0484, 0.523912; 176.0813, 7.198355; 194.0473, 2.261719; 195.0309, 2.344754; 196.0433, 0.962812; 212.0577, 9.394832","128.0253, 100; 126.0096, 55.1; 130.0222, 27.9; 128.0064, 15.3; 127.0142, 11.9; 212.0577, 9.4; 176.0813, 7.2; 129.0284, 6; 133.075, 4.9; 114.0104, 2.4; 195.0309, 2.3; 194.0473, 2.3; 142.0049, 1.9; 169.0517, 1.9; 144.0204, 1.8; 169.0158, 1.4; 141.02, 1.3; 116.0071, 1.3; 196.0433, 1; 131.0254, 0.9; 164.0926, 0.9; 142.0277, 0.9; 120.0666, 0.8; 123.0542, 0.8; 131.0599, 0.6; 132.0673, 0.6; 167.0363, 0.6; 121.0752, 0.6; 168.0207, 0.6; 171.0484, 0.5; 118.0518, 0.5; 134.0787, 0.5"
"AU204904",211.05123962,"Imidacloprid-urea; CHEMBL71188; 1-[(6-chloropyridin-3-yl)methyl]imidazolidin-2-one","40 eV",5,"114.0097:8.852916 116.0071:3.446673 116.0491:0.906204 117.0571:0.751297 118.0521:4.004337 119.0582:1.363179 120.0674:1.611029 121.0741:1.270235 123.0538:2.571451 123.9957:0.588645 126.0096:94.663465 127.0142:47.920378 128.0064:31.275656 128.0253:100.000000 129.0284:6.986291 130.0222:31.755867 131.0254:1.185036 131.0593:3.841685 132.0667:2.726357 133.0751:8.357215 134.0461:0.766788 134.0809:1.208272 135.0562:0.728061 137.0803:0.774533 139.0053:1.006893 140.0253:0.875223 141.0204:10.115405 142.0043:4.151499 142.0266:3.423437 143.0179:3.500891 143.0336:0.991403 144.0203:7.241887 151.0046:2.021532 152.0096:1.192781 153.004:2.168693 154.0281:2.021532 156.0241:0.635117 164.0917:1.603284 165.0214:1.076601 167.0366:1.037875 168.0195:0.991403 169.0143:2.463016 169.0509:1.518085 176.0799:4.554256 177.0885:0.596391 194.0467:3.531872 195.0303:0.975912 210.0444:0.968167 212.0599:1.115328","114.0097, 8.852916; 116.0071, 3.446673; 116.0491, 0.906204; 117.0571, 0.751297; 118.0521, 4.004337; 119.0582, 1.363179; 120.0674, 1.611029; 121.0741, 1.270235; 123.0538, 2.571451; 123.9957, 0.588645; 126.0096, 94.663465; 127.0142, 47.920378; 128.0064, 31.275656; 128.0253, 100.000000; 129.0284, 6.986291; 130.0222, 31.755867; 131.0254, 1.185036; 131.0593, 3.841685; 132.0667, 2.726357; 133.0751, 8.357215; 134.0461, 0.766788; 134.0809, 1.208272; 135.0562, 0.728061; 137.0803, 0.774533; 139.0053, 1.006893; 140.0253, 0.875223; 141.0204, 10.115405; 142.0043, 4.151499; 142.0266, 3.423437; 143.0179, 3.500891; 143.0336, 0.991403; 144.0203, 7.241887; 151.0046, 2.021532; 152.0096, 1.192781; 153.004, 2.168693; 154.0281, 2.021532; 156.0241, 0.635117; 164.0917, 1.603284; 165.0214, 1.076601; 167.0366, 1.037875; 168.0195, 0.991403; 169.0143, 2.463016; 169.0509, 1.518085; 176.0799, 4.554256; 177.0885, 0.596391; 194.0467, 3.531872; 195.0303, 0.975912; 210.0444, 0.968167; 212.0599, 1.115328","128.0253, 100; 126.0096, 94.7; 127.0142, 47.9; 130.0222, 31.8; 128.0064, 31.3; 141.0204, 10.1; 114.0097, 8.9; 133.0751, 8.4; 144.0203, 7.2; 129.0284, 7; 176.0799, 4.6; 142.0043, 4.2; 118.0521, 4; 131.0593, 3.8; 194.0467, 3.5; 143.0179, 3.5; 116.0071, 3.4; 142.0266, 3.4; 132.0667, 2.7; 123.0538, 2.6; 169.0143, 2.5; 153.004, 2.2; 151.0046, 2; 154.0281, 2; 120.0674, 1.6; 164.0917, 1.6; 169.0509, 1.5; 119.0582, 1.4; 121.0741, 1.3; 134.0809, 1.2; 152.0096, 1.2; 131.0254, 1.2; 212.0599, 1.1; 165.0214, 1.1; 167.0366, 1; 139.0053, 1; 143.0336, 1; 168.0195, 1; 195.0303, 1; 210.0444, 1; 116.0491, 0.9; 140.0253, 0.9; 137.0803, 0.8; 134.0461, 0.8; 117.0571, 0.8; 135.0562, 0.7; 156.0241, 0.6; 177.0885, 0.6; 123.9957, 0.6"
