"ID","M_mass","Names","CE","score","spectrum","spectrum_KRHform","spectrum_KRHform_filtered"
"AU108401",237.10010796,"Ethopabate; methyl 4-acetamido-2-ethoxybenzoate","10 eV",5,"164.0695:0.775029 206.0807:100.000000 207.084:7.917507 210.0776:0.557384 238.1071:10.661960 239.1118:0.849347","164.0695, 0.775029; 206.0807, 100.000000; 207.084, 7.917507; 210.0776, 0.557384; 238.1071, 10.661960; 239.1118, 0.849347","206.0807, 100; 238.1071, 10.7; 207.084, 7.9; 239.1118, 0.8; 164.0695, 0.8; 210.0776, 0.6"
"AU108402",237.10010796,"Ethopabate; methyl 4-acetamido-2-ethoxybenzoate","20 eV",5,"136.0386:12.854971 136.0752:15.090618 137.0226:2.289072 137.0595:1.849340 137.079:0.784942 146.0595:2.539761 147.0433:0.624666 164.0701:58.624091 165.0542:7.179550 165.0734:3.563063 178.0494:11.753586 178.0859:4.746640 179.0519:1.006863 188.0701:2.979493 206.0809:100.000000 207.0844:8.338470 210.0765:0.665763","136.0386, 12.854971; 136.0752, 15.090618; 137.0226, 2.289072; 137.0595, 1.849340; 137.079, 0.784942; 146.0595, 2.539761; 147.0433, 0.624666; 164.0701, 58.624091; 165.0542, 7.179550; 165.0734, 3.563063; 178.0494, 11.753586; 178.0859, 4.746640; 179.0519, 1.006863; 188.0701, 2.979493; 206.0809, 100.000000; 207.0844, 8.338470; 210.0765, 0.665763","206.0809, 100; 164.0701, 58.6; 136.0752, 15.1; 136.0386, 12.9; 178.0494, 11.8; 207.0844, 8.3; 165.0542, 7.2; 178.0859, 4.7; 165.0734, 3.6; 188.0701, 3; 146.0595, 2.5; 137.0226, 2.3; 137.0595, 1.8; 179.0519, 1; 137.079, 0.8; 210.0765, 0.7; 147.0433, 0.6"
"AU108403",237.10010796,"Ethopabate; methyl 4-acetamido-2-ethoxybenzoate","30 eV",5,"118.0651:0.878981 136.0387:100.000000 136.0751:25.511677 137.0227:7.180467 137.0418:5.074310 137.0587:1.613588 137.0782:1.919321 146.0594:4.832272 147.0434:0.751592 164.07:47.528662 165.0539:2.208068 165.073:2.976645 178.0495:5.983015 178.088:0.806794 188.071:0.955414 206.0807:3.027601","118.0651, 0.878981; 136.0387, 100.000000; 136.0751, 25.511677; 137.0227, 7.180467; 137.0418, 5.074310; 137.0587, 1.613588; 137.0782, 1.919321; 146.0594, 4.832272; 147.0434, 0.751592; 164.07, 47.528662; 165.0539, 2.208068; 165.073, 2.976645; 178.0495, 5.983015; 178.088, 0.806794; 188.071, 0.955414; 206.0807, 3.027601","136.0387, 100; 164.07, 47.5; 136.0751, 25.5; 137.0227, 7.2; 178.0495, 6; 137.0418, 5.1; 146.0594, 4.8; 206.0807, 3; 165.073, 3; 165.0539, 2.2; 137.0782, 1.9; 137.0587, 1.6; 188.071, 1; 118.0651, 0.9; 178.088, 0.8; 147.0434, 0.8"
"AU108404",237.10010796,"Ethopabate; methyl 4-acetamido-2-ethoxybenzoate","40 eV",5,"117.0576:0.754820 118.0642:0.860417 136.0388:100.000000 136.0753:5.788259 137.0232:3.339982 137.0423:4.685361 146.0598:2.526497 164.0701:4.407681","117.0576, 0.754820; 118.0642, 0.860417; 136.0388, 100.000000; 136.0753, 5.788259; 137.0232, 3.339982; 137.0423, 4.685361; 146.0598, 2.526497; 164.0701, 4.407681","136.0388, 100; 136.0753, 5.8; 137.0423, 4.7; 164.0701, 4.4; 137.0232, 3.3; 146.0598, 2.5; 118.0642, 0.9; 117.0576, 0.8"
"AU108405",237.10010796,"Ethopabate; methyl 4-acetamido-2-ethoxybenzoate","50 eV",5,"117.0574:1.171671 118.0644:1.339052 136.0388:100.000000 137.0221:2.688566 137.0416:5.136521 146.0598:3.232556 164.0695:1.171671","117.0574, 1.171671; 118.0644, 1.339052; 136.0388, 100.000000; 137.0221, 2.688566; 137.0416, 5.136521; 146.0598, 3.232556; 164.0695, 1.171671","136.0388, 100; 137.0416, 5.1; 146.0598, 3.2; 137.0221, 2.7; 118.0644, 1.3; 117.0574, 1.2; 164.0695, 1.2"
"AU108501",260.127325752,"Diaveridine; 5-[(3,4-dimethoxyphenyl)methyl]pyrimidine-2,4-diamine","Ramp 20.2-30.3 eV",5,"81.0443:7.851717 123.0672:53.983301 124.07:2.136983 151.0753:0.898361 187.0983:0.547429 200.1055:0.614602 202.0862:0.711909 203.0921:1.001318 215.0928:0.566263 216.1009:4.539519 217.109:15.502543 218.1119:1.615921 229.1092:0.674870 231.0881:2.502982 232.0938:0.566263 245.1044:94.284010 246.1099:24.978341 247.1129:2.143261 261.1359:100.000000 262.139:18.436813 263.1405:1.580765","81.0443, 7.851717; 123.0672, 53.983301; 124.07, 2.136983; 151.0753, 0.898361; 187.0983, 0.547429; 200.1055, 0.614602; 202.0862, 0.711909; 203.0921, 1.001318; 215.0928, 0.566263; 216.1009, 4.539519; 217.109, 15.502543; 218.1119, 1.615921; 229.1092, 0.674870; 231.0881, 2.502982; 232.0938, 0.566263; 245.1044, 94.284010; 246.1099, 24.978341; 247.1129, 2.143261; 261.1359, 100.000000; 262.139, 18.436813; 263.1405, 1.580765","261.1359, 100; 245.1044, 94.3; 123.0672, 54; 246.1099, 25; 262.139, 18.4; 217.109, 15.5; 81.0443, 7.9; 216.1009, 4.5; 231.0881, 2.5; 247.1129, 2.1; 124.07, 2.1; 218.1119, 1.6; 263.1405, 1.6; 203.0921, 1; 151.0753, 0.9; 202.0862, 0.7; 229.1092, 0.7; 200.1055, 0.6; 215.0928, 0.6; 232.0938, 0.6; 187.0983, 0.5"
"AU108504",417.299142108,"Idaverine; 1-[4-[ethyl-[(2S)-1-(4-methoxyphenyl)propan-2-yl]amino]butanoyl]-N,N-dimethylpiperidine-4-carboxamide","40 eV",5,"222.0402:65.777778 242.1743:67.111111 250.0705:100.000000","222.0402, 65.777778; 242.1743, 67.111111; 250.0705, 100.000000","250.0705, 100; 242.1743, 67.1; 222.0402, 65.8"
"AU108505",417.299142108,"Idaverine; 1-[4-[ethyl-[(2S)-1-(4-methoxyphenyl)propan-2-yl]amino]butanoyl]-N,N-dimethylpiperidine-4-carboxamide","50 eV",5,"148.0377:8.567558 160.0388:6.738910 176.0333:10.904165 203.021:5.452083 204.0287:50.931256 205.0317:6.501863 206.0452:11.479851 221.032:10.023705 222.0392:100.000000 223.0427:9.718930 232.0601:17.338300 233.0624:3.318659 234.039:4.977988 234.077:4.063664 242.178:3.386387 250.0711:50.592618 251.0748:9.143244 391.2313:3.420251","148.0377, 8.567558; 160.0388, 6.738910; 176.0333, 10.904165; 203.021, 5.452083; 204.0287, 50.931256; 205.0317, 6.501863; 206.0452, 11.479851; 221.032, 10.023705; 222.0392, 100.000000; 223.0427, 9.718930; 232.0601, 17.338300; 233.0624, 3.318659; 234.039, 4.977988; 234.077, 4.063664; 242.178, 3.386387; 250.0711, 50.592618; 251.0748, 9.143244; 391.2313, 3.420251","222.0392, 100; 204.0287, 50.9; 250.0711, 50.6; 232.0601, 17.3; 206.0452, 11.5; 176.0333, 10.9; 221.032, 10; 223.0427, 9.7; 251.0748, 9.1; 148.0377, 8.6; 160.0388, 6.7; 205.0317, 6.5; 203.021, 5.5; 234.039, 5; 234.077, 4.1; 391.2313, 3.4; 242.178, 3.4; 233.0624, 3.3"
"AU108701",417.25152322,"Decoquinate; ethyl 6-decoxy-7-ethoxy-4-oxo-1H-quinoline-3-carboxylate","10 eV",5,"242.1738:0.545939 390.2314:0.577008 418.2593:100.000000 419.2634:20.932091 420.2673:2.614292","242.1738, 0.545939; 390.2314, 0.577008; 418.2593, 100.000000; 419.2634, 20.932091; 420.2673, 2.614292","418.2593, 100; 419.2634, 20.9; 420.2673, 2.6; 390.2314, 0.6; 242.1738, 0.5"
"AU108702",417.25152322,"Decoquinate; ethyl 6-decoxy-7-ethoxy-4-oxo-1H-quinoline-3-carboxylate","20 eV",5,"372.2168:5.277474 373.2223:1.137758 390.228:27.810396 391.2319:4.736790 392.2348:0.670050 418.2594:100.000000 419.2623:20.705211 420.2658:2.106346","372.2168, 5.277474; 373.2223, 1.137758; 390.228, 27.810396; 391.2319, 4.736790; 392.2348, 0.670050; 418.2594, 100.000000; 419.2623, 20.705211; 420.2658, 2.106346","418.2594, 100; 390.228, 27.8; 419.2623, 20.7; 372.2168, 5.3; 391.2319, 4.7; 420.2658, 2.1; 373.2223, 1.1; 392.2348, 0.7"
"AU108703",417.25152322,"Decoquinate; ethyl 6-decoxy-7-ethoxy-4-oxo-1H-quinoline-3-carboxylate","30 eV",5,"204.029:0.721546 222.0401:0.752709 232.0606:1.397545 250.071:2.488254 372.2172:24.750695 373.2204:5.671685 374.2268:0.601688 390.228:100.000000 391.2312:17.854061 392.2346:2.016013 418.2595:5.978521 419.2624:1.565347","204.029, 0.721546; 222.0401, 0.752709; 232.0606, 1.397545; 250.071, 2.488254; 372.2172, 24.750695; 373.2204, 5.671685; 374.2268, 0.601688; 390.228, 100.000000; 391.2312, 17.854061; 392.2346, 2.016013; 418.2595, 5.978521; 419.2624, 1.565347","390.228, 100; 372.2172, 24.8; 391.2312, 17.9; 418.2595, 6; 373.2204, 5.7; 250.071, 2.5; 392.2346, 2; 419.2624, 1.6; 232.0606, 1.4; 222.0401, 0.8; 204.029, 0.7; 374.2268, 0.6"
"AU108704",417.25152322,"Decoquinate; ethyl 6-decoxy-7-ethoxy-4-oxo-1H-quinoline-3-carboxylate","40 eV",5,"148.0388:0.924837 176.0337:1.675253 203.0218:1.557620 204.0288:23.218270 205.0327:1.930799 206.0446:7.877337 207.0469:0.827485 221.0334:1.176327 222.0394:27.485499 223.0435:2.166065 232.0605:31.914980 233.064:2.746116 234.0391:0.762585 234.0758:6.291324 250.0711:52.577780 251.075:4.076583 252.0757:0.535432 344.1862:2.393218 345.1906:0.807204 362.1972:3.338336 363.2013:0.592220 372.2176:36.421531 373.2204:5.808624 374.2257:0.811260 390.2284:100.000000 391.2309:18.103273 392.2335:1.926743","148.0388, 0.924837; 176.0337, 1.675253; 203.0218, 1.557620; 204.0288, 23.218270; 205.0327, 1.930799; 206.0446, 7.877337; 207.0469, 0.827485; 221.0334, 1.176327; 222.0394, 27.485499; 223.0435, 2.166065; 232.0605, 31.914980; 233.064, 2.746116; 234.0391, 0.762585; 234.0758, 6.291324; 250.0711, 52.577780; 251.075, 4.076583; 252.0757, 0.535432; 344.1862, 2.393218; 345.1906, 0.807204; 362.1972, 3.338336; 363.2013, 0.592220; 372.2176, 36.421531; 373.2204, 5.808624; 374.2257, 0.811260; 390.2284, 100.000000; 391.2309, 18.103273; 392.2335, 1.926743","390.2284, 100; 250.0711, 52.6; 372.2176, 36.4; 232.0605, 31.9; 222.0394, 27.5; 204.0288, 23.2; 391.2309, 18.1; 206.0446, 7.9; 234.0758, 6.3; 373.2204, 5.8; 251.075, 4.1; 362.1972, 3.3; 233.064, 2.7; 344.1862, 2.4; 223.0435, 2.2; 205.0327, 1.9; 392.2335, 1.9; 176.0337, 1.7; 203.0218, 1.6; 221.0334, 1.2; 148.0388, 0.9; 207.0469, 0.8; 374.2257, 0.8; 345.1906, 0.8; 234.0391, 0.8; 363.2013, 0.6; 252.0757, 0.5"
"AU108705",417.25152322,"Decoquinate; ethyl 6-decoxy-7-ethoxy-4-oxo-1H-quinoline-3-carboxylate","50 eV",5,"121.028:0.979949 147.0307:0.851802 148.0386:8.627318 158.023:1.017639 160.0385:4.338158 175.0255:0.750038 176.0331:9.874868 177.0361:0.840494 194.044:0.968642 203.0213:2.921001 204.0287:84.026836 205.0317:5.419870 206.0443:8.028042 216.0284:1.221167 221.0312:6.407357 222.0393:100.000000 223.0425:7.002864 224.0458:0.817880 232.06:26.473692 233.0641:2.660938 234.0397:1.677220 234.076:1.669682 250.0708:47.565204 251.0744:4.364541 252.0762:0.580431 344.1879:0.814111 362.1959:1.394542 372.2167:3.064224 373.2214:0.753807 390.2275:7.327001 391.2311:1.907131","121.028, 0.979949; 147.0307, 0.851802; 148.0386, 8.627318; 158.023, 1.017639; 160.0385, 4.338158; 175.0255, 0.750038; 176.0331, 9.874868; 177.0361, 0.840494; 194.044, 0.968642; 203.0213, 2.921001; 204.0287, 84.026836; 205.0317, 5.419870; 206.0443, 8.028042; 216.0284, 1.221167; 221.0312, 6.407357; 222.0393, 100.000000; 223.0425, 7.002864; 224.0458, 0.817880; 232.06, 26.473692; 233.0641, 2.660938; 234.0397, 1.677220; 234.076, 1.669682; 250.0708, 47.565204; 251.0744, 4.364541; 252.0762, 0.580431; 344.1879, 0.814111; 362.1959, 1.394542; 372.2167, 3.064224; 373.2214, 0.753807; 390.2275, 7.327001; 391.2311, 1.907131","222.0393, 100; 204.0287, 84; 250.0708, 47.6; 232.06, 26.5; 176.0331, 9.9; 148.0386, 8.6; 206.0443, 8; 390.2275, 7.3; 223.0425, 7; 221.0312, 6.4; 205.0317, 5.4; 251.0744, 4.4; 160.0385, 4.3; 372.2167, 3.1; 203.0213, 2.9; 233.0641, 2.7; 391.2311, 1.9; 234.0397, 1.7; 234.076, 1.7; 362.1959, 1.4; 216.0284, 1.2; 158.023, 1; 121.028, 1; 194.044, 1; 147.0307, 0.9; 177.0361, 0.8; 224.0458, 0.8; 344.1879, 0.8; 373.2214, 0.8; 175.0255, 0.8; 252.0762, 0.6"
"AU109302",333.054800776,"Robenidine; 1,2-bis[(E)-(4-chlorophenyl)methylideneamino]guanidine","20 eV",5,"125.0153:12.396929 138.01:22.576059 139.0142:3.184532 140.0071:4.890532 140.0258:22.206426 142.0224:3.753199 153.0218:3.582599 155.0363:54.165482 157.0334:11.430196 178.0159:33.295422 179.0216:5.117998 180.0127:5.715098 180.032:21.552459 182.0305:4.691498 195.043:16.007961 196.0511:8.643730 263.0256:3.212966 265.0239:2.758032 317.037:9.439864 318.0337:2.274666 334.0621:100.000000 335.0657:14.046062 336.0594:52.601649 337.0631:5.117998","125.0153, 12.396929; 138.01, 22.576059; 139.0142, 3.184532; 140.0071, 4.890532; 140.0258, 22.206426; 142.0224, 3.753199; 153.0218, 3.582599; 155.0363, 54.165482; 157.0334, 11.430196; 178.0159, 33.295422; 179.0216, 5.117998; 180.0127, 5.715098; 180.032, 21.552459; 182.0305, 4.691498; 195.043, 16.007961; 196.0511, 8.643730; 263.0256, 3.212966; 265.0239, 2.758032; 317.037, 9.439864; 318.0337, 2.274666; 334.0621, 100.000000; 335.0657, 14.046062; 336.0594, 52.601649; 337.0631, 5.117998","334.0621, 100; 155.0363, 54.2; 336.0594, 52.6; 178.0159, 33.3; 138.01, 22.6; 140.0258, 22.2; 180.032, 21.6; 195.043, 16; 335.0657, 14; 125.0153, 12.4; 157.0334, 11.4; 317.037, 9.4; 196.0511, 8.6; 180.0127, 5.7; 179.0216, 5.1; 337.0631, 5.1; 140.0071, 4.9; 182.0305, 4.7; 142.0224, 3.8; 153.0218, 3.6; 263.0256, 3.2; 139.0142, 3.2; 265.0239, 2.8; 318.0337, 2.3"
"AU109303",333.054800776,"Robenidine; 1,2-bis[(E)-(4-chlorophenyl)methylideneamino]guanidine","30 eV",5,"125.015:26.036217 138.0097:100.000000 140.0069:16.820926 140.0254:31.348089 142.0223:6.720322 143.0468:11.026157 151.0045:17.022133 153.0023:3.581489 153.0209:7.927565 155.0362:85.352113 157.0329:21.126761 171.0664:3.299799 178.0162:67.484909 179.0226:12.676056 180.0126:15.653924 182.0296:5.392354 195.0432:24.426559 196.0503:3.863179 197.0409:6.197183 262.0156:3.661972 263.0224:3.822938 334.0634:4.144869","125.015, 26.036217; 138.0097, 100.000000; 140.0069, 16.820926; 140.0254, 31.348089; 142.0223, 6.720322; 143.0468, 11.026157; 151.0045, 17.022133; 153.0023, 3.581489; 153.0209, 7.927565; 155.0362, 85.352113; 157.0329, 21.126761; 171.0664, 3.299799; 178.0162, 67.484909; 179.0226, 12.676056; 180.0126, 15.653924; 182.0296, 5.392354; 195.0432, 24.426559; 196.0503, 3.863179; 197.0409, 6.197183; 262.0156, 3.661972; 263.0224, 3.822938; 334.0634, 4.144869","138.0097, 100; 155.0362, 85.4; 178.0162, 67.5; 140.0254, 31.3; 125.015, 26; 195.0432, 24.4; 157.0329, 21.1; 151.0045, 17; 140.0069, 16.8; 180.0126, 15.7; 179.0226, 12.7; 143.0468, 11; 153.0209, 7.9; 142.0223, 6.7; 197.0409, 6.2; 182.0296, 5.4; 334.0634, 4.1; 196.0503, 3.9; 263.0224, 3.8; 262.0156, 3.7; 153.0023, 3.6; 171.0664, 3.3"
"AU109304",333.054800776,"Robenidine; 1,2-bis[(E)-(4-chlorophenyl)methylideneamino]guanidine","40 eV",5,"110.9997:9.135802 123.9954:11.654321 125.0149:22.419753 138.0102:100.000000 139.016:11.358025 140.007:17.827160 140.0255:25.876543 143.0482:24.790123 151.0056:24.740741 152.0108:3.703704 153.0201:9.530864 154.0293:6.370370 155.0163:3.901235 155.037:54.271605 157.0332:10.518519 178.0167:30.864198 179.0215:5.086420 180.0148:7.851852 195.0443:18.172840","110.9997, 9.135802; 123.9954, 11.654321; 125.0149, 22.419753; 138.0102, 100.000000; 139.016, 11.358025; 140.007, 17.827160; 140.0255, 25.876543; 143.0482, 24.790123; 151.0056, 24.740741; 152.0108, 3.703704; 153.0201, 9.530864; 154.0293, 6.370370; 155.0163, 3.901235; 155.037, 54.271605; 157.0332, 10.518519; 178.0167, 30.864198; 179.0215, 5.086420; 180.0148, 7.851852; 195.0443, 18.172840","138.0102, 100; 155.037, 54.3; 178.0167, 30.9; 140.0255, 25.9; 143.0482, 24.8; 151.0056, 24.7; 125.0149, 22.4; 195.0443, 18.2; 140.007, 17.8; 123.9954, 11.7; 139.016, 11.4; 157.0332, 10.5; 153.0201, 9.5; 110.9997, 9.1; 180.0148, 7.9; 154.0293, 6.4; 179.0215, 5.1; 155.0163, 3.9; 152.0108, 3.7"
"AU109305",333.054800776,"Robenidine; 1,2-bis[(E)-(4-chlorophenyl)methylideneamino]guanidine","50 eV",5,"110.9991:17.946346 116.0361:8.603145 123.9948:37.742831 125.0144:26.641998 138.0097:100.000000 139.016:11.748381 140.0078:31.914894 140.0254:19.611471 143.0463:26.734505 151.0054:21.276596 151.021:8.418131 153.0191:22.571693 155.0359:31.729880 164.002:7.585569 178.0169:14.153562 195.0441:34.320074","110.9991, 17.946346; 116.0361, 8.603145; 123.9948, 37.742831; 125.0144, 26.641998; 138.0097, 100.000000; 139.016, 11.748381; 140.0078, 31.914894; 140.0254, 19.611471; 143.0463, 26.734505; 151.0054, 21.276596; 151.021, 8.418131; 153.0191, 22.571693; 155.0359, 31.729880; 164.002, 7.585569; 178.0169, 14.153562; 195.0441, 34.320074","138.0097, 100; 123.9948, 37.7; 195.0441, 34.3; 140.0078, 31.9; 155.0359, 31.7; 143.0463, 26.7; 125.0144, 26.6; 153.0191, 22.6; 151.0054, 21.3; 140.0254, 19.6; 110.9991, 17.9; 178.0169, 14.2; 139.016, 11.7; 116.0361, 8.6; 151.021, 8.4; 164.002, 7.6"
"AU109901",276.079618556,"Clenbuterol; 1-(4-amino-3,5-dichlorophenyl)-2-(tert-butylamino)ethanol","Ramp 20.8-31.2 eV",5,"57.0694:11.967275 131.0607:10.124404 132.0684:41.593219 133.072:3.136676 140.0261:1.571290 151.0186:1.423692 167.0375:18.157972 168.0452:36.357272 169.0347:3.847678 169.0477:2.003964 170.0422:7.612702 185.9879:2.441699 187.9852:1.260068 203.0147:100.000000 204.0178:10.056931 205.0116:56.892000 206.0148:2.646650 221.0249:1.073673 223.0232:0.549066 259.0783:5.854173 260.0798:0.500991 261.0747:3.000042","57.0694, 11.967275; 131.0607, 10.124404; 132.0684, 41.593219; 133.072, 3.136676; 140.0261, 1.571290; 151.0186, 1.423692; 167.0375, 18.157972; 168.0452, 36.357272; 169.0347, 3.847678; 169.0477, 2.003964; 170.0422, 7.612702; 185.9879, 2.441699; 187.9852, 1.260068; 203.0147, 100.000000; 204.0178, 10.056931; 205.0116, 56.892000; 206.0148, 2.646650; 221.0249, 1.073673; 223.0232, 0.549066; 259.0783, 5.854173; 260.0798, 0.500991; 261.0747, 3.000042","203.0147, 100; 205.0116, 56.9; 132.0684, 41.6; 168.0452, 36.4; 167.0375, 18.2; 57.0694, 12; 131.0607, 10.1; 204.0178, 10.1; 170.0422, 7.6; 259.0783, 5.9; 169.0347, 3.8; 133.072, 3.1; 261.0747, 3; 206.0148, 2.6; 185.9879, 2.4; 169.0477, 2; 140.0261, 1.6; 151.0186, 1.4; 187.9852, 1.3; 221.0249, 1.1; 223.0232, 0.5; 260.0798, 0.5"
"AU110001",239.152143532,"Salbutamol; Albuterol; 4-[2-(tert-butylamino)-1-hydroxyethyl]-2-(hydroxymethyl)phenol","10 eV",5,"148.0745:14.353284 166.0856:26.468983 167.0885:2.783336 222.1487:100.000000 223.1529:11.260688 240.1592:98.035292 241.1624:10.642168 242.1668:1.437148","148.0745, 14.353284; 166.0856, 26.468983; 167.0885, 2.783336; 222.1487, 100.000000; 223.1529, 11.260688; 240.1592, 98.035292; 241.1624, 10.642168; 242.1668, 1.437148","222.1487, 100; 240.1592, 98; 166.0856, 26.5; 148.0745, 14.4; 223.1529, 11.3; 241.1624, 10.6; 167.0885, 2.8; 242.1668, 1.4"
"AU110002",239.152143532,"Salbutamol; 4-[2-(tert-butylamino)-1-hydroxyethyl]-2-(hydroxymethyl)phenol","Ramp 19.4-29.2 eV",5,"57.0694:7.252490 79.0537:0.589953 93.0702:0.523092 120.0812:2.471903 121.0651:6.209256 122.0686:0.572255 130.0652:5.050982 131.0494:1.013736 131.07:0.633216 133.0526:4.325339 136.0753:1.134676 148.0763:100.000000 149.0794:10.378258 150.0805:0.579137 166.0876:16.285655 167.0898:1.486682 222.1495:5.957543 223.153:1.066832","57.0694, 7.252490; 79.0537, 0.589953; 93.0702, 0.523092; 120.0812, 2.471903; 121.0651, 6.209256; 122.0686, 0.572255; 130.0652, 5.050982; 131.0494, 1.013736; 131.07, 0.633216; 133.0526, 4.325339; 136.0753, 1.134676; 148.0763, 100.000000; 149.0794, 10.378258; 150.0805, 0.579137; 166.0876, 16.285655; 167.0898, 1.486682; 222.1495, 5.957543; 223.153, 1.066832","148.0763, 100; 166.0876, 16.3; 149.0794, 10.4; 57.0694, 7.3; 121.0651, 6.2; 222.1495, 6; 130.0652, 5.1; 133.0526, 4.3; 120.0812, 2.5; 167.0898, 1.5; 136.0753, 1.1; 223.153, 1.1; 131.0494, 1; 131.07, 0.6; 79.0537, 0.6; 150.0805, 0.6; 122.0686, 0.6; 93.0702, 0.5"
"AU110101",225.136493468,"Terbutaline; 5-[2-(tert-butylamino)-1-hydroxyethyl]benzene-1,3-diol","10 eV",5,"152.0703:29.093318 170.0807:8.517888 208.1339:3.331440 224.1273:2.631081 226.1439:100.000000 227.1481:9.805035","152.0703, 29.093318; 170.0807, 8.517888; 208.1339, 3.331440; 224.1273, 2.631081; 226.1439, 100.000000; 227.1481, 9.805035","226.1439, 100; 152.0703, 29.1; 227.1481, 9.8; 170.0807, 8.5; 208.1339, 3.3; 224.1273, 2.6"
"AU110102",225.136493468,"Terbutaline; 5-[2-(tert-butylamino)-1-hydroxyethyl]benzene-1,3-diol","20 eV",5,"125.0587:6.032089 135.0439:2.360383 152.0701:100.000000 153.0725:9.595804 170.0801:2.360383 226.1451:1.943844","125.0587, 6.032089; 135.0439, 2.360383; 152.0701, 100.000000; 153.0725, 9.595804; 170.0801, 2.360383; 226.1451, 1.943844","152.0701, 100; 153.0725, 9.6; 125.0587, 6; 135.0439, 2.4; 170.0801, 2.4; 226.1451, 1.9"
"AU110103",225.136493468,"Terbutaline; 5-[2-(tert-butylamino)-1-hydroxyethyl]benzene-1,3-diol","30 eV",5,"125.0596:37.381853 135.0437:8.884688 152.0702:100.000000 153.075:7.655955","125.0596, 37.381853; 135.0437, 8.884688; 152.0702, 100.000000; 153.075, 7.655955","152.0702, 100; 125.0596, 37.4; 135.0437, 8.9; 153.075, 7.7"
"AU110201",310.105975536,"Mabuterol; 1-[4-amino-3-chloro-5-(trifluoromethyl)phenyl]-2-(tert-butylamino)ethanol","Ramp 21.8-32.7 eV",5,"57.0695:9.131165 132.0683:2.073702 168.0447:0.523581 181.0575:10.185774 182.0638:1.836544 190.0234:2.810955 192.0204:0.614091 197.0283:3.331099 199.0258:0.718922 201.0641:8.268459 202.0719:21.561922 203.0746:2.064537 217.0347:41.561693 218.0377:3.761307 219.0318:10.409184 235.0456:0.594614 237.0415:100.000000 238.0445:10.924745 239.0386:26.676290 240.0411:1.389151 293.1046:4.435546 294.1072:0.583730 295.1017:1.314681 311.1146:0.828908","57.0695, 9.131165; 132.0683, 2.073702; 168.0447, 0.523581; 181.0575, 10.185774; 182.0638, 1.836544; 190.0234, 2.810955; 192.0204, 0.614091; 197.0283, 3.331099; 199.0258, 0.718922; 201.0641, 8.268459; 202.0719, 21.561922; 203.0746, 2.064537; 217.0347, 41.561693; 218.0377, 3.761307; 219.0318, 10.409184; 235.0456, 0.594614; 237.0415, 100.000000; 238.0445, 10.924745; 239.0386, 26.676290; 240.0411, 1.389151; 293.1046, 4.435546; 294.1072, 0.583730; 295.1017, 1.314681; 311.1146, 0.828908","237.0415, 100; 217.0347, 41.6; 239.0386, 26.7; 202.0719, 21.6; 238.0445, 10.9; 219.0318, 10.4; 181.0575, 10.2; 57.0695, 9.1; 201.0641, 8.3; 293.1046, 4.4; 218.0377, 3.8; 197.0283, 3.3; 190.0234, 2.8; 132.0683, 2.1; 203.0746, 2.1; 182.0638, 1.8; 240.0411, 1.4; 295.1017, 1.3; 311.1146, 0.8; 199.0258, 0.7; 192.0204, 0.6; 235.0456, 0.6; 294.1072, 0.6; 168.0447, 0.5"
