"ID","M_mass","Names","CE","score","spectrum","spectrum_KRHform","spectrum_KRHform_filtered"
"UT000182",318.21949482,"5-OxoETE; 5-oxo-6E,8Z,11Z,14Z-eicosatetraenoic acid; 5-KETE","15 V",4,"109.073:0.146667 123.040:0.066667 129.050:0.160000 153.040:0.080000 155.120:0.120000 163.253:0.226667 167.147:0.693333 179.360:0.066667 181.173:0.080000 203.214:2.813333 203.760:0.053333 207.040:0.080000 239.181:0.986667 245.217:0.773333 246.400:0.066667 255.272:2.280000 257.120:0.160000 257.373:0.066667 273.276:5.413333 274.013:0.080000 274.320:0.066667 274.976:0.133333 299.238:4.640000 299.867:0.066667 300.560:0.053333 300.800:0.053333 317.140:100.000000 318.030:0.173333 318.560:0.053333","109.073, 0.146667; 123.040, 0.066667; 129.050, 0.160000; 153.040, 0.080000; 155.120, 0.120000; 163.253, 0.226667; 167.147, 0.693333; 179.360, 0.066667; 181.173, 0.080000; 203.214, 2.813333; 203.760, 0.053333; 207.040, 0.080000; 239.181, 0.986667; 245.217, 0.773333; 246.400, 0.066667; 255.272, 2.280000; 257.120, 0.160000; 257.373, 0.066667; 273.276, 5.413333; 274.013, 0.080000; 274.320, 0.066667; 274.976, 0.133333; 299.238, 4.640000; 299.867, 0.066667; 300.560, 0.053333; 300.800, 0.053333; 317.140, 100.000000; 318.030, 0.173333; 318.560, 0.053333","317.14, 100; 273.276, 5.4; 299.238, 4.6; 203.214, 2.8; 255.272, 2.3; 239.181, 1; 245.217, 0.8; 167.147, 0.7"
"UT000183",318.21949482,"5-OxoETE; 5-oxo-6E,8Z,11Z,14Z-eicosatetraenoic acid; 5-KETE","20 V",4,"109.033:0.653595 111.120:0.108932 123.120:0.272331 128.960:0.326797 129.096:0.326797 149.200:0.072622 149.440:0.054466 153.040:0.054466 155.120:0.236020 155.360:0.072622 163.175:0.544662 164.960:0.072622 167.120:0.599129 175.255:0.435730 179.200:0.163399 181.200:0.145243 191.120:0.054466 195.200:0.072622 203.218:6.318083 203.840:0.363108 204.128:0.199710 204.480:0.090777 205.184:0.090777 207.200:0.090777 231.220:0.054466 239.212:1.506899 245.236:2.033406 247.280:0.072622 255.221:4.103123 256.400:0.054466 257.208:0.653595 273.258:13.289760 273.920:0.090777 274.170:0.127088 274.320:0.199710 274.640:0.054466 275.280:0.127088 299.242:6.154684 300.080:0.054466 300.560:0.163399 317.135:100.000000 317.984:0.199710","109.033, 0.653595; 111.120, 0.108932; 123.120, 0.272331; 128.960, 0.326797; 129.096, 0.326797; 149.200, 0.072622; 149.440, 0.054466; 153.040, 0.054466; 155.120, 0.236020; 155.360, 0.072622; 163.175, 0.544662; 164.960, 0.072622; 167.120, 0.599129; 175.255, 0.435730; 179.200, 0.163399; 181.200, 0.145243; 191.120, 0.054466; 195.200, 0.072622; 203.218, 6.318083; 203.840, 0.363108; 204.128, 0.199710; 204.480, 0.090777; 205.184, 0.090777; 207.200, 0.090777; 231.220, 0.054466; 239.212, 1.506899; 245.236, 2.033406; 247.280, 0.072622; 255.221, 4.103123; 256.400, 0.054466; 257.208, 0.653595; 273.258, 13.289760; 273.920, 0.090777; 274.170, 0.127088; 274.320, 0.199710; 274.640, 0.054466; 275.280, 0.127088; 299.242, 6.154684; 300.080, 0.054466; 300.560, 0.163399; 317.135, 100.000000; 317.984, 0.199710","317.135, 100; 273.258, 13.3; 203.218, 6.3; 299.242, 6.2; 255.221, 4.1; 245.236, 2; 239.212, 1.5; 109.033, 0.7; 257.208, 0.7; 167.12, 0.6; 163.175, 0.5"
"UT000184",318.21949482,"5-OxoETE; 5-oxo-6E,8Z,11Z,14Z-eicosatetraenoic acid; 5-KETE","25 V",4,"95.040:0.096712 109.091:2.030948 110.720:0.096712 110.960:0.386847 111.200:0.290135 121.143:0.338491 123.091:0.870406 129.033:1.982592 141.040:0.145068 149.167:0.531915 151.200:0.145068 153.040:0.145068 155.084:1.499033 159.040:0.096712 161.200:0.290135 163.163:1.353965 163.360:0.096712 164.960:0.193424 167.086:0.580271 175.110:2.611219 177.120:0.193424 179.040:0.580271 179.280:0.145068 180.947:0.290135 181.152:0.483559 187.040:0.145068 187.200:0.338491 195.120:0.145068 200.880:0.145068 201.040:0.096712 203.184:23.887814 203.600:0.338491 204.160:0.096712 205.200:0.870406 207.120:0.096712 217.200:0.096712 219.280:0.096712 220.080:0.386847 227.160:0.967118 229.120:0.386847 231.040:0.290135 239.200:0.483559 243.120:0.193424 244.907:0.241779 245.174:9.139265 245.520:0.193424 255.242:7.011605 257.162:2.804642 257.440:0.193424 271.200:0.145068 273.190:29.738878 273.920:0.193424 281.200:0.145068 299.184:13.394584 300.080:0.145068 317.133:100.000000","95.040, 0.096712; 109.091, 2.030948; 110.720, 0.096712; 110.960, 0.386847; 111.200, 0.290135; 121.143, 0.338491; 123.091, 0.870406; 129.033, 1.982592; 141.040, 0.145068; 149.167, 0.531915; 151.200, 0.145068; 153.040, 0.145068; 155.084, 1.499033; 159.040, 0.096712; 161.200, 0.290135; 163.163, 1.353965; 163.360, 0.096712; 164.960, 0.193424; 167.086, 0.580271; 175.110, 2.611219; 177.120, 0.193424; 179.040, 0.580271; 179.280, 0.145068; 180.947, 0.290135; 181.152, 0.483559; 187.040, 0.145068; 187.200, 0.338491; 195.120, 0.145068; 200.880, 0.145068; 201.040, 0.096712; 203.184, 23.887814; 203.600, 0.338491; 204.160, 0.096712; 205.200, 0.870406; 207.120, 0.096712; 217.200, 0.096712; 219.280, 0.096712; 220.080, 0.386847; 227.160, 0.967118; 229.120, 0.386847; 231.040, 0.290135; 239.200, 0.483559; 243.120, 0.193424; 244.907, 0.241779; 245.174, 9.139265; 245.520, 0.193424; 255.242, 7.011605; 257.162, 2.804642; 257.440, 0.193424; 271.200, 0.145068; 273.190, 29.738878; 273.920, 0.193424; 281.200, 0.145068; 299.184, 13.394584; 300.080, 0.145068; 317.133, 100.000000","317.133, 100; 273.19, 29.7; 203.184, 23.9; 299.184, 13.4; 245.174, 9.1; 255.242, 7; 257.162, 2.8; 175.11, 2.6; 109.091, 2; 129.033, 2; 155.084, 1.5; 163.163, 1.4; 227.16, 1; 123.091, 0.9; 205.2, 0.9; 167.086, 0.6; 179.04, 0.6; 149.167, 0.5"
"UT000185",318.21949482,"5-OxoETE; 5-oxo-6E,8Z,11Z,14Z-eicosatetraenoic acid; 5-KETE","30 V",4,"109.098:7.524272 111.040:1.699029 111.280:0.970874 122.880:0.728155 129.056:2.912621 135.200:0.728155 147.120:0.728155 149.120:1.699029 154.960:1.941748 155.120:1.699029 161.120:1.699029 163.120:6.067961 166.800:0.485437 167.040:1.456311 167.200:0.485437 175.146:11.650485 177.200:0.728155 178.960:0.970874 179.120:1.213592 187.107:3.398058 191.120:0.728155 203.155:100.000000 205.040:1.213592 205.200:1.213592 227.040:1.213592 227.200:0.485437 229.160:2.669903 229.360:0.970874 230.960:1.213592 231.280:0.728155 239.040:0.728155 245.151:31.796117 245.520:0.728155 247.120:0.485437 255.160:12.378641 257.107:16.504854 271.120:1.213592 273.188:64.805825 273.600:0.728155 299.175:22.572816 317.130:99.029126","109.098, 7.524272; 111.040, 1.699029; 111.280, 0.970874; 122.880, 0.728155; 129.056, 2.912621; 135.200, 0.728155; 147.120, 0.728155; 149.120, 1.699029; 154.960, 1.941748; 155.120, 1.699029; 161.120, 1.699029; 163.120, 6.067961; 166.800, 0.485437; 167.040, 1.456311; 167.200, 0.485437; 175.146, 11.650485; 177.200, 0.728155; 178.960, 0.970874; 179.120, 1.213592; 187.107, 3.398058; 191.120, 0.728155; 203.155, 100.000000; 205.040, 1.213592; 205.200, 1.213592; 227.040, 1.213592; 227.200, 0.485437; 229.160, 2.669903; 229.360, 0.970874; 230.960, 1.213592; 231.280, 0.728155; 239.040, 0.728155; 245.151, 31.796117; 245.520, 0.728155; 247.120, 0.485437; 255.160, 12.378641; 257.107, 16.504854; 271.120, 1.213592; 273.188, 64.805825; 273.600, 0.728155; 299.175, 22.572816; 317.130, 99.029126","203.155, 100; 317.13, 99; 273.188, 64.8; 245.151, 31.8; 299.175, 22.6; 257.107, 16.5; 255.16, 12.4; 175.146, 11.7; 109.098, 7.5; 163.12, 6.1; 187.107, 3.4; 129.056, 2.9; 229.16, 2.7; 154.96, 1.9; 111.04, 1.7; 149.12, 1.7; 155.12, 1.7; 161.12, 1.7; 167.04, 1.5; 179.12, 1.2; 205.04, 1.2; 205.2, 1.2; 227.04, 1.2; 230.96, 1.2; 271.12, 1.2; 111.28, 1; 178.96, 1; 229.36, 1; 122.88, 0.7; 135.2, 0.7; 147.12, 0.7; 177.2, 0.7; 191.12, 0.7; 231.28, 0.7; 239.04, 0.7; 245.52, 0.7; 273.6, 0.7"
"UT000186",318.21949482,"5-OxoETE; 5-oxo-6E,8Z,11Z,14Z-eicosatetraenoic acid; 5-KETE","35 V",4,"70.720:0.495050 95.200:0.495050 108.980:1.237624 111.020:3.960396 129.040:1.732673 140.960:0.742574 141.120:0.495050 147.120:0.742574 155.040:0.990099 163.200:4.207921 175.154:14.356436 187.080:5.445545 203.143:100.000000 215.120:0.990099 217.120:1.237624 229.120:1.732673 231.200:0.742574 245.102:13.861386 255.179:3.960396 257.115:11.881188 271.200:0.495050 273.202:15.346535 299.051:5.198020 317.201:39.851485","70.720, 0.495050; 95.200, 0.495050; 108.980, 1.237624; 111.020, 3.960396; 129.040, 1.732673; 140.960, 0.742574; 141.120, 0.495050; 147.120, 0.742574; 155.040, 0.990099; 163.200, 4.207921; 175.154, 14.356436; 187.080, 5.445545; 203.143, 100.000000; 215.120, 0.990099; 217.120, 1.237624; 229.120, 1.732673; 231.200, 0.742574; 245.102, 13.861386; 255.179, 3.960396; 257.115, 11.881188; 271.200, 0.495050; 273.202, 15.346535; 299.051, 5.198020; 317.201, 39.851485","203.143, 100; 317.201, 39.9; 273.202, 15.3; 175.154, 14.4; 245.102, 13.9; 257.115, 11.9; 187.08, 5.4; 299.051, 5.2; 163.2, 4.2; 111.02, 4; 255.179, 4; 129.04, 1.7; 229.12, 1.7; 108.98, 1.2; 217.12, 1.2; 155.04, 1; 215.12, 1; 140.96, 0.7; 147.12, 0.7; 231.2, 0.7"
"UT000187",318.21949482,"5-OxoETE; 5-oxo-6E,8Z,11Z,14Z-eicosatetraenoic acid; 5-KETE","40 V",4,"70.880:4.137931 94.800:1.379310 94.960:2.068966 106.880:2.068966 108.960:8.275862 111.120:2.758621 129.160:2.068966 175.120:10.344828 187.040:6.206897 203.145:100.000000 203.500:2.068966 243.120:2.758621 245.090:13.103448 245.360:2.758621 255.040:1.379310 257.200:1.379310 273.280:3.448276 317.209:46.206897","70.880, 4.137931; 94.800, 1.379310; 94.960, 2.068966; 106.880, 2.068966; 108.960, 8.275862; 111.120, 2.758621; 129.160, 2.068966; 175.120, 10.344828; 187.040, 6.206897; 203.145, 100.000000; 203.500, 2.068966; 243.120, 2.758621; 245.090, 13.103448; 245.360, 2.758621; 255.040, 1.379310; 257.200, 1.379310; 273.280, 3.448276; 317.209, 46.206897","203.145, 100; 317.209, 46.2; 245.09, 13.1; 175.12, 10.3; 108.96, 8.3; 187.04, 6.2; 70.88, 4.1; 273.28, 3.4; 111.12, 2.8; 243.12, 2.8; 245.36, 2.8; 94.96, 2.1; 106.88, 2.1; 129.16, 2.1; 203.5, 2.1; 94.8, 1.4; 255.04, 1.4; 257.2, 1.4"
"UT000188",318.21949482,"5-OxoETE; 5-oxo-6E,8Z,11Z,14Z-eicosatetraenoic acid; 5-KETE","45 V",4,"69.440:4.347826 109.027:21.739130 133.040:10.869565 141.200:4.347826 160.960:8.695652 174.960:8.695652 175.200:4.347826 203.139:100.000000 245.120:10.869565 284.800:8.695652 317.200:45.652174","69.440, 4.347826; 109.027, 21.739130; 133.040, 10.869565; 141.200, 4.347826; 160.960, 8.695652; 174.960, 8.695652; 175.200, 4.347826; 203.139, 100.000000; 245.120, 10.869565; 284.800, 8.695652; 317.200, 45.652174","203.139, 100; 317.2, 45.7; 109.027, 21.7; 133.04, 10.9; 245.12, 10.9; 160.96, 8.7; 174.96, 8.7; 284.8, 8.7; 69.44, 4.3; 141.2, 4.3; 175.2, 4.3"
"UT000189",318.21949482,"5-OxoETE; 5-oxo-6E,8Z,11Z,14Z-eicosatetraenoic acid; 5-KETE","50 V",4,"95.040:33.333333 109.040:33.333333 110.960:33.333333 161.120:100.000000 161.280:33.333333 202.880:33.333333 203.120:50.000000 243.200:33.333333 245.120:100.000000","95.040, 33.333333; 109.040, 33.333333; 110.960, 33.333333; 161.120, 100.000000; 161.280, 33.333333; 202.880, 33.333333; 203.120, 50.000000; 243.200, 33.333333; 245.120, 100.000000","161.12, 100; 245.12, 100; 203.12, 50; 95.04, 33.3; 109.04, 33.3; 110.96, 33.3; 161.28, 33.3; 202.88, 33.3; 243.2, 33.3"
"UT000190",344.235144884,"7-HDoHE; 7-hydroxy-4Z,8E,10Z,13Z,16Z,19Z-docosahexaenoic acid; (+-)7-HDoHE","10 V",4,"140.240:0.062578 141.103:2.982895 149.200:0.104297 163.176:0.917814 175.220:0.062578 189.215:1.668753 201.218:1.627034 203.440:0.104297 213.280:0.062578 215.300:0.062578 227.200:0.166875 227.440:0.083438 229.320:0.312891 244.960:0.083438 245.207:0.855236 265.153:0.271172 265.360:0.083438 279.200:0.062578 281.245:57.759700 281.942:0.584063 282.260:0.312891 282.549:0.292032 282.880:0.146016 283.120:0.250313 285.200:0.083438 299.282:2.607426 299.600:0.208594 325.242:9.783062 343.135:100.000000","140.240, 0.062578; 141.103, 2.982895; 149.200, 0.104297; 163.176, 0.917814; 175.220, 0.062578; 189.215, 1.668753; 201.218, 1.627034; 203.440, 0.104297; 213.280, 0.062578; 215.300, 0.062578; 227.200, 0.166875; 227.440, 0.083438; 229.320, 0.312891; 244.960, 0.083438; 245.207, 0.855236; 265.153, 0.271172; 265.360, 0.083438; 279.200, 0.062578; 281.245, 57.759700; 281.942, 0.584063; 282.260, 0.312891; 282.549, 0.292032; 282.880, 0.146016; 283.120, 0.250313; 285.200, 0.083438; 299.282, 2.607426; 299.600, 0.208594; 325.242, 9.783062; 343.135, 100.000000","343.135, 100; 281.245, 57.8; 325.242, 9.8; 141.103, 3; 299.282, 2.6; 189.215, 1.7; 201.218, 1.6; 163.176, 0.9; 245.207, 0.9; 281.942, 0.6"
"UT000191",344.235144884,"7-HDoHE; 7-hydroxy-4Z,8E,10Z,13Z,16Z,19Z-docosahexaenoic acid; (+-)7-HDoHE","15 V",4,"97.120:0.079051 113.040:0.079051 135.040:0.052701 141.100:1.212121 143.120:0.052701 143.280:0.079051 147.200:0.052701 161.120:0.052701 163.147:0.474308 163.360:0.079051 173.120:0.105402 175.240:0.079051 177.360:0.079051 189.200:1.818182 195.120:0.131752 200.240:0.052701 200.800:0.052701 201.223:4.400527 202.160:0.079051 203.200:0.131752 203.360:0.052701 219.120:0.052701 227.182:1.264822 227.920:0.052701 229.200:0.105402 230.400:0.131752 245.224:0.764163 265.360:0.105402 269.360:0.052701 281.238:66.613966 282.000:0.922266 282.240:0.316206 282.664:0.658762 283.280:0.052701 299.238:3.583663 325.189:11.778656 326.080:0.105402 343.126:100.000000 343.920:0.052701","97.120, 0.079051; 113.040, 0.079051; 135.040, 0.052701; 141.100, 1.212121; 143.120, 0.052701; 143.280, 0.079051; 147.200, 0.052701; 161.120, 0.052701; 163.147, 0.474308; 163.360, 0.079051; 173.120, 0.105402; 175.240, 0.079051; 177.360, 0.079051; 189.200, 1.818182; 195.120, 0.131752; 200.240, 0.052701; 200.800, 0.052701; 201.223, 4.400527; 202.160, 0.079051; 203.200, 0.131752; 203.360, 0.052701; 219.120, 0.052701; 227.182, 1.264822; 227.920, 0.052701; 229.200, 0.105402; 230.400, 0.131752; 245.224, 0.764163; 265.360, 0.105402; 269.360, 0.052701; 281.238, 66.613966; 282.000, 0.922266; 282.240, 0.316206; 282.664, 0.658762; 283.280, 0.052701; 299.238, 3.583663; 325.189, 11.778656; 326.080, 0.105402; 343.126, 100.000000; 343.920, 0.052701","343.126, 100; 281.238, 66.6; 325.189, 11.8; 201.223, 4.4; 299.238, 3.6; 189.2, 1.8; 227.182, 1.3; 141.1, 1.2; 282, 0.9; 245.224, 0.8; 282.664, 0.7"
"UT000192",344.235144884,"7-HDoHE; 7-hydroxy-4Z,8E,10Z,13Z,16Z,19Z-docosahexaenoic acid; (+-)7-HDoHE","20 V",4,"96.880:0.151745 97.120:0.202327 112.960:0.252908 139.200:0.101163 141.100:0.404654 141.360:0.151745 143.120:0.101163 147.120:0.354072 159.280:0.151745 163.182:0.303490 173.120:0.151745 175.200:0.606980 177.200:0.252908 183.120:0.303490 187.040:0.303490 187.280:0.202327 189.160:1.163379 189.453:0.252908 199.200:0.151745 201.195:13.404148 201.600:0.252908 213.120:0.303490 213.400:0.101163 227.209:5.665149 229.149:0.354072 230.160:0.101163 241.360:0.101163 243.040:0.101163 245.158:2.731411 253.200:0.252908 265.120:0.606980 265.420:0.151745 271.150:0.252908 281.199:100.000000 281.920:0.354072 282.240:0.101163 299.197:7.637835 323.120:0.151745 325.170:18.108245 342.640:0.101163 343.132:83.257461 343.680:0.354072","96.880, 0.151745; 97.120, 0.202327; 112.960, 0.252908; 139.200, 0.101163; 141.100, 0.404654; 141.360, 0.151745; 143.120, 0.101163; 147.120, 0.354072; 159.280, 0.151745; 163.182, 0.303490; 173.120, 0.151745; 175.200, 0.606980; 177.200, 0.252908; 183.120, 0.303490; 187.040, 0.303490; 187.280, 0.202327; 189.160, 1.163379; 189.453, 0.252908; 199.200, 0.151745; 201.195, 13.404148; 201.600, 0.252908; 213.120, 0.303490; 213.400, 0.101163; 227.209, 5.665149; 229.149, 0.354072; 230.160, 0.101163; 241.360, 0.101163; 243.040, 0.101163; 245.158, 2.731411; 253.200, 0.252908; 265.120, 0.606980; 265.420, 0.151745; 271.150, 0.252908; 281.199, 100.000000; 281.920, 0.354072; 282.240, 0.101163; 299.197, 7.637835; 323.120, 0.151745; 325.170, 18.108245; 342.640, 0.101163; 343.132, 83.257461; 343.680, 0.354072","281.199, 100; 343.132, 83.3; 325.17, 18.1; 201.195, 13.4; 299.197, 7.6; 227.209, 5.7; 245.158, 2.7; 189.16, 1.2; 175.2, 0.6; 265.12, 0.6"
"UT000193",344.235144884,"7-HDoHE; 7-hydroxy-4Z,8E,10Z,13Z,16Z,19Z-docosahexaenoic acid; (+-)7-HDoHE","25 V",4,"95.120:0.265604 96.960:0.664011 113.080:1.992032 121.120:0.664011 133.040:0.664011 141.040:0.531208 147.200:1.195219 157.120:0.796813 159.120:0.265604 161.120:0.531208 161.280:0.398406 163.223:0.796813 165.280:0.265604 173.136:0.796813 175.160:3.187251 183.120:0.265604 183.360:0.265604 187.200:0.398406 189.120:1.328021 200.800:0.929615 201.137:37.051793 203.120:0.265604 211.040:1.195219 215.120:0.265604 219.040:0.265604 227.144:13.545817 229.100:0.929615 239.120:0.796813 245.160:7.171315 247.120:0.265604 252.960:0.265604 253.120:0.531208 253.280:1.195219 255.220:0.398406 259.120:0.265604 265.200:0.398406 271.187:1.062417 281.168:100.000000 281.680:0.265604 299.198:13.811421 325.166:15.006640 343.162:40.371846","95.120, 0.265604; 96.960, 0.664011; 113.080, 1.992032; 121.120, 0.664011; 133.040, 0.664011; 141.040, 0.531208; 147.200, 1.195219; 157.120, 0.796813; 159.120, 0.265604; 161.120, 0.531208; 161.280, 0.398406; 163.223, 0.796813; 165.280, 0.265604; 173.136, 0.796813; 175.160, 3.187251; 183.120, 0.265604; 183.360, 0.265604; 187.200, 0.398406; 189.120, 1.328021; 200.800, 0.929615; 201.137, 37.051793; 203.120, 0.265604; 211.040, 1.195219; 215.120, 0.265604; 219.040, 0.265604; 227.144, 13.545817; 229.100, 0.929615; 239.120, 0.796813; 245.160, 7.171315; 247.120, 0.265604; 252.960, 0.265604; 253.120, 0.531208; 253.280, 1.195219; 255.220, 0.398406; 259.120, 0.265604; 265.200, 0.398406; 271.187, 1.062417; 281.168, 100.000000; 281.680, 0.265604; 299.198, 13.811421; 325.166, 15.006640; 343.162, 40.371846","281.168, 100; 343.162, 40.4; 201.137, 37.1; 325.166, 15; 299.198, 13.8; 227.144, 13.5; 245.16, 7.2; 175.16, 3.2; 113.08, 2; 189.12, 1.3; 147.2, 1.2; 211.04, 1.2; 253.28, 1.2; 271.187, 1.1; 200.8, 0.9; 229.1, 0.9; 157.12, 0.8; 163.223, 0.8; 173.136, 0.8; 239.12, 0.8; 96.96, 0.7; 121.12, 0.7; 133.04, 0.7; 141.04, 0.5; 161.12, 0.5; 253.12, 0.5"
"UT000194",344.235144884,"7-HDoHE; 7-hydroxy-4Z,8E,10Z,13Z,16Z,19Z-docosahexaenoic acid; (+-)7-HDoHE","30 V",4,"113.040:6.951872 119.040:1.604278 146.960:1.069519 147.120:1.604278 157.200:1.604278 161.200:1.604278 163.280:1.069519 173.040:4.278075 173.200:3.208556 175.093:8.556150 183.040:6.417112 187.160:1.069519 189.147:3.743316 201.113:66.310160 227.107:22.994652 229.360:1.604278 245.145:8.556150 253.120:2.139037 253.280:2.673797 271.200:1.069519 281.174:100.000000 282.240:1.069519 282.960:4.278075 299.212:7.486631 325.200:8.021390 343.151:12.299465","113.040, 6.951872; 119.040, 1.604278; 146.960, 1.069519; 147.120, 1.604278; 157.200, 1.604278; 161.200, 1.604278; 163.280, 1.069519; 173.040, 4.278075; 173.200, 3.208556; 175.093, 8.556150; 183.040, 6.417112; 187.160, 1.069519; 189.147, 3.743316; 201.113, 66.310160; 227.107, 22.994652; 229.360, 1.604278; 245.145, 8.556150; 253.120, 2.139037; 253.280, 2.673797; 271.200, 1.069519; 281.174, 100.000000; 282.240, 1.069519; 282.960, 4.278075; 299.212, 7.486631; 325.200, 8.021390; 343.151, 12.299465","281.174, 100; 201.113, 66.3; 227.107, 23; 343.151, 12.3; 175.093, 8.6; 245.145, 8.6; 325.2, 8; 299.212, 7.5; 113.04, 7; 183.04, 6.4; 173.04, 4.3; 282.96, 4.3; 189.147, 3.7; 173.2, 3.2; 253.28, 2.7; 253.12, 2.1; 119.04, 1.6; 147.12, 1.6; 157.2, 1.6; 161.2, 1.6; 229.36, 1.6; 146.96, 1.1; 163.28, 1.1; 187.16, 1.1; 271.2, 1.1; 282.24, 1.1"
"UT000195",344.235144884,"7-HDoHE; 7-hydroxy-4Z,8E,10Z,13Z,16Z,19Z-docosahexaenoic acid; (+-)7-HDoHE","35 V",4,"59.120:3.508772 113.080:7.017544 115.200:3.508772 119.040:5.263158 120.960:3.508772 143.120:5.263158 159.280:3.508772 161.040:3.508772 173.080:10.526316 201.156:100.000000 227.153:26.315789 245.200:10.526316 253.280:8.771930 281.194:68.421053 299.120:8.771930","59.120, 3.508772; 113.080, 7.017544; 115.200, 3.508772; 119.040, 5.263158; 120.960, 3.508772; 143.120, 5.263158; 159.280, 3.508772; 161.040, 3.508772; 173.080, 10.526316; 201.156, 100.000000; 227.153, 26.315789; 245.200, 10.526316; 253.280, 8.771930; 281.194, 68.421053; 299.120, 8.771930","201.156, 100; 281.194, 68.4; 227.153, 26.3; 173.08, 10.5; 245.2, 10.5; 253.28, 8.8; 299.12, 8.8; 113.08, 7; 119.04, 5.3; 143.12, 5.3; 59.12, 3.5; 115.2, 3.5; 120.96, 3.5; 159.28, 3.5; 161.04, 3.5"
"UT000196",344.235144884,"7-HDoHE; 7-hydroxy-4Z,8E,10Z,13Z,16Z,19Z-docosahexaenoic acid; (+-)7-HDoHE","40 V",4,"112.960:25.000000 118.960:33.333333 121.040:100.000000 147.120:16.666667 157.120:33.333333 173.200:16.666667 201.170:41.666667 227.040:25.000000 235.040:16.666667 253.280:16.666667","112.960, 25.000000; 118.960, 33.333333; 121.040, 100.000000; 147.120, 16.666667; 157.120, 33.333333; 173.200, 16.666667; 201.170, 41.666667; 227.040, 25.000000; 235.040, 16.666667; 253.280, 16.666667","121.04, 100; 201.17, 41.7; 118.96, 33.3; 157.12, 33.3; 112.96, 25; 227.04, 25; 147.12, 16.7; 173.2, 16.7; 235.04, 16.7; 253.28, 16.7"
"UT000197",344.235144884,"7-HDoHE; 7-hydroxy-4Z,8E,10Z,13Z,16Z,19Z-docosahexaenoic acid; (+-)7-HDoHE","45 V",4,"96.960:100.000000 147.120:100.000000 201.200:100.000000","96.960, 100.000000; 147.120, 100.000000; 201.200, 100.000000","96.96, 100; 147.12, 100; 201.2, 100"
"UT000198",344.235144884,"7-HDoHE; 7-hydroxy-4Z,8E,10Z,13Z,16Z,19Z-docosahexaenoic acid; (+-)7-HDoHE","50 V",4,"119.120:100.000000","119.120, 100.000000","119.12, 100"
"UT000199",336.230059504,"8,15-DiHETE; 8S,15S-dihydroxy-5Z,9E,11Z,13E-eicosatetraenoic acid; 8(S),15(S)-DiHETE","10 V",4,"155.173:0.214782 217.171:0.265319 217.360:0.088440 221.080:0.176879 234.960:0.290587 235.187:1.528743 235.573:0.050537 235.840:0.050537 273.150:0.151611 273.360:0.151611 291.180:0.050537 299.120:0.075805 299.280:0.126342 317.234:2.236260 335.144:100.000000 336.080:0.101074 336.480:0.050537","155.173, 0.214782; 217.171, 0.265319; 217.360, 0.088440; 221.080, 0.176879; 234.960, 0.290587; 235.187, 1.528743; 235.573, 0.050537; 235.840, 0.050537; 273.150, 0.151611; 273.360, 0.151611; 291.180, 0.050537; 299.120, 0.075805; 299.280, 0.126342; 317.234, 2.236260; 335.144, 100.000000; 336.080, 0.101074; 336.480, 0.050537","335.144, 100; 317.234, 2.2; 235.187, 1.5"
"UT000200",336.230059504,"8,15-DiHETE; 8S,15S-dihydroxy-5Z,9E,11Z,13E-eicosatetraenoic acid; 8(S),15(S)-DiHETE","15 V",4,"151.200:0.054697 154.983:0.533297 155.120:0.273486 177.120:0.054697 191.131:0.259811 217.164:0.820457 217.440:0.054697 219.120:0.068371 220.960:0.054697 221.137:0.287160 235.167:2.488719 236.080:0.068371 255.307:0.095720 273.132:0.492274 273.280:0.218788 291.088:0.177766 291.280:0.054697 299.200:0.054697 299.413:0.054697 317.265:4.731300 318.080:0.095720 318.960:0.054697 335.144:100.000000 335.932:0.259811","151.200, 0.054697; 154.983, 0.533297; 155.120, 0.273486; 177.120, 0.054697; 191.131, 0.259811; 217.164, 0.820457; 217.440, 0.054697; 219.120, 0.068371; 220.960, 0.054697; 221.137, 0.287160; 235.167, 2.488719; 236.080, 0.068371; 255.307, 0.095720; 273.132, 0.492274; 273.280, 0.218788; 291.088, 0.177766; 291.280, 0.054697; 299.200, 0.054697; 299.413, 0.054697; 317.265, 4.731300; 318.080, 0.095720; 318.960, 0.054697; 335.144, 100.000000; 335.932, 0.259811","335.144, 100; 317.265, 4.7; 235.167, 2.5; 217.164, 0.8; 154.983, 0.5"
