"ID","M_mass","Names","CE","score","spectrum","spectrum_KRHform","spectrum_KRHform_filtered"
"AU101851",253.052112212,"Sulfamethoxazole; 4-amino-N-(5-methyl-1,2-oxazol-3-yl)benzenesulfonamide","10 eV",5,"156.0178:100.000000 252.0506:49.545455","156.0178, 100.000000; 252.0506, 49.545455","156.0178, 100; 252.0506, 49.5"
"AU101852",253.052112212,"Sulfamethoxazole; 4-amino-N-(5-methyl-1,2-oxazol-3-yl)benzenesulfonamide","20 eV",5,"156.0167:100.000000","156.0167, 100.000000","156.0167, 100"
"AU101853",253.052112212,"Sulfamethoxazole; 4-amino-N-(5-methyl-1,2-oxazol-3-yl)benzenesulfonamide","30 eV",5,"156.0161:100.000000","156.0161, 100.000000","156.0161, 100"
"AU106751",357.950116948,"Triclabendazole","10 eV",5,"196.9573:100.000000 197.9616:6.863418 211.9803:7.000686 341.9233:5.216198","196.9573, 100.000000; 197.9616, 6.863418; 211.9803, 7.000686; 341.9233, 5.216198","196.9573, 100; 211.9803, 7; 197.9616, 6.9; 341.9233, 5.2"
"AU106752",357.950116948,"Triclabendazole; 6-chloro-5-(2,3-dichlorophenoxy)-2-methylsulfanyl-1H-benzimidazole","20 eV",5,"165.9943:6.200736 196.9577:100.000000 198.9538:18.812401 211.9809:7.829743 341.9184:4.256437 343.9153:4.519180","165.9943, 6.200736; 196.9577, 100.000000; 198.9538, 18.812401; 211.9809, 7.829743; 341.9184, 4.256437; 343.9153, 4.519180","196.9577, 100; 198.9538, 18.8; 211.9809, 7.8; 165.9943, 6.2; 343.9153, 4.5; 341.9184, 4.3"
"AU106753",357.950116948,"Triclabendazole; 6-chloro-5-(2,3-dichlorophenoxy)-2-methylsulfanyl-1H-benzimidazole","30 eV",5,"165.9939:5.006766 196.9581:100.000000 198.9562:15.493911 211.9813:7.171854 341.9203:5.378890 343.9149:4.127199","165.9939, 5.006766; 196.9581, 100.000000; 198.9562, 15.493911; 211.9813, 7.171854; 341.9203, 5.378890; 343.9149, 4.127199","196.9581, 100; 198.9562, 15.5; 211.9813, 7.2; 341.9203, 5.4; 165.9939, 5; 343.9149, 4.1"
"AU106754",357.950116948,"Triclabendazole; 6-chloro-5-(2,3-dichlorophenoxy)-2-methylsulfanyl-1H-benzimidazole","40 eV",5,"165.9947:3.711871 196.9577:100.000000 198.9548:18.596104 211.9811:6.247703 341.917:4.704153","165.9947, 3.711871; 196.9577, 100.000000; 198.9548, 18.596104; 211.9811, 6.247703; 341.917, 4.704153","196.9577, 100; 198.9548, 18.6; 211.9811, 6.2; 341.917, 4.7; 165.9947, 3.7"
"AU106755",357.950116948,"Triclabendazole; 6-chloro-5-(2,3-dichlorophenoxy)-2-methylsulfanyl-1H-benzimidazole","50 eV",5,"165.9927:3.631498 196.9572:100.000000 197.9609:6.039755 211.982:7.339450 341.9179:4.625382","165.9927, 3.631498; 196.9572, 100.000000; 197.9609, 6.039755; 211.982, 7.339450; 341.9179, 4.625382","196.9572, 100; 211.982, 7.3; 197.9609, 6; 341.9179, 4.6; 165.9927, 3.6"
"AU108451",237.10010796,"Ethopabate; methyl 4-acetamido-2-ethoxybenzoate","10 eV",5,"120.0448:12.827586 132.008:99.034483 133.0157:25.793103 134.0238:86.620690 135.0305:13.793103 160.0026:24.137931 162.0189:38.206897 192.0296:100.000000","120.0448, 12.827586; 132.008, 99.034483; 133.0157, 25.793103; 134.0238, 86.620690; 135.0305, 13.793103; 160.0026, 24.137931; 162.0189, 38.206897; 192.0296, 100.000000","192.0296, 100; 132.008, 99; 134.0238, 86.6; 162.0189, 38.2; 133.0157, 25.8; 160.0026, 24.1; 135.0305, 13.8; 120.0448, 12.8"
"AU108452",237.10010796,"Ethopabate; methyl 4-acetamido-2-ethoxybenzoate","20 eV",5,"132.0071:100.000000 134.0242:67.264574 162.0191:35.650224 192.0295:62.107623","132.0071, 100.000000; 134.0242, 67.264574; 162.0191, 35.650224; 192.0295, 62.107623","132.0071, 100; 134.0242, 67.3; 192.0295, 62.1; 162.0191, 35.7"
"AU108453",237.10010796,"Ethopabate; methyl 4-acetamido-2-ethoxybenzoate","30 eV",5,"120.0449:10.678392 132.0088:85.804020 133.0159:21.231156 134.0247:82.788945 135.0297:11.934673 160.004:19.723618 162.0196:42.462312 192.0302:100.000000 193.0334:16.457286","120.0449, 10.678392; 132.0088, 85.804020; 133.0159, 21.231156; 134.0247, 82.788945; 135.0297, 11.934673; 160.004, 19.723618; 162.0196, 42.462312; 192.0302, 100.000000; 193.0334, 16.457286","192.0302, 100; 132.0088, 85.8; 134.0247, 82.8; 162.0196, 42.5; 133.0159, 21.2; 160.004, 19.7; 193.0334, 16.5; 135.0297, 11.9; 120.0449, 10.7"
"AU108454",237.10010796,"Ethopabate; methyl 4-acetamido-2-ethoxybenzoate","40 eV",5,"120.0441:11.468531 132.0083:91.748252 133.0156:19.300699 134.0241:91.468531 135.0317:13.146853 160.0026:24.615385 162.0184:45.734266 192.0291:100.000000","120.0441, 11.468531; 132.0083, 91.748252; 133.0156, 19.300699; 134.0241, 91.468531; 135.0317, 13.146853; 160.0026, 24.615385; 162.0184, 45.734266; 192.0291, 100.000000","192.0291, 100; 132.0083, 91.7; 134.0241, 91.5; 162.0184, 45.7; 160.0026, 24.6; 133.0156, 19.3; 135.0317, 13.1; 120.0441, 11.5"
"AU108455",237.10010796,"Ethopabate; methyl 4-acetamido-2-ethoxybenzoate","50 eV",5,"120.0451:13.703284 132.0083:91.845980 133.0145:22.310306 134.0241:72.819932 160.0031:17.440544 162.0185:39.750849 192.0297:100.000000 193.0332:10.079275","120.0451, 13.703284; 132.0083, 91.845980; 133.0145, 22.310306; 134.0241, 72.819932; 160.0031, 17.440544; 162.0185, 39.750849; 192.0297, 100.000000; 193.0332, 10.079275","192.0297, 100; 132.0083, 91.8; 134.0241, 72.8; 162.0185, 39.8; 133.0145, 22.3; 160.0031, 17.4; 120.0451, 13.7; 193.0332, 10.1"
"AU111251",435.227039788,"Valsartan; (2S)-3-methyl-2-[pentanoyl-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]amino]butanoic acid","10 eV",5,"434.2139:100.000000 435.2165:27.403846","434.2139, 100.000000; 435.2165, 27.403846","434.2139, 100; 435.2165, 27.4"
"AU111252",435.227039788,"Valsartan; (2S)-3-methyl-2-[pentanoyl-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]amino]butanoic acid","20 eV",5,"179.0832:50.555556 350.1598:48.611111 434.2135:100.000000 435.2203:21.944444","179.0832, 50.555556; 350.1598, 48.611111; 434.2135, 100.000000; 435.2203, 21.944444","434.2135, 100; 179.0832, 50.6; 350.1598, 48.6; 435.2203, 21.9"
"AU111253",435.227039788,"Valsartan; (2S)-3-methyl-2-[pentanoyl-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]amino]butanoic acid","30 eV",5,"179.0841:100.000000","179.0841, 100.000000","179.0841, 100"
"AU111254",435.227039788,"Valsartan; (2S)-3-methyl-2-[pentanoyl-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]amino]butanoic acid","40 eV",5,"179.0844:100.000000","179.0844, 100.000000","179.0844, 100"
"AU112951",558.25300044,"Atorvastatin ; atorvastatin; (3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoic acid","10 eV",5,"557.2408:100.000000 558.2454:43.865031","557.2408, 100.000000; 558.2454, 43.865031","557.2408, 100; 558.2454, 43.9"
"AU112952",558.25300044,"Atorvastatin ; atorvastatin; (3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoic acid","20 eV",5,"453.1882:27.096774 557.2391:100.000000 558.2437:27.741935","453.1882, 27.096774; 557.2391, 100.000000; 558.2437, 27.741935","557.2391, 100; 558.2437, 27.7; 453.1882, 27.1"
"AU112953",558.25300044,"Atorvastatin ; atorvastatin; (3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoic acid","30 eV",5,"397.1686:82.608696 453.1935:100.000000 557.241:74.637681","397.1686, 82.608696; 453.1935, 100.000000; 557.241, 74.637681","453.1935, 100; 397.1686, 82.6; 557.241, 74.6"
"AU112954",558.25300044,"Atorvastatin ; atorvastatin; (3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoic acid","40 eV",5,"278.1301:57.309942 397.1672:100.000000","278.1301, 57.309942; 397.1672, 100.000000","397.1672, 100; 278.1301, 57.3"
"AU112955",558.25300044,"Atorvastatin ; atorvastatin; (3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoic acid","50 eV",5,"278.1334:100.000000 279.1321:29.389313 397.1674:54.961832","278.1334, 100.000000; 279.1321, 29.389313; 397.1674, 54.961832","278.1334, 100; 397.1674, 55; 279.1321, 29.4"
"AU116751",612.231909972,"Novobiocin ; novobiocin; [(3R,4S,5R,6R)-5-hydroxy-6-[4-hydroxy-3-[[4-hydroxy-3-(3-methylbut-2-enyl)benzoyl]amino]-8-methyl-2-oxochromen-7-yl]oxy-3-methoxy-2,2-dimethyloxan-4-yl] carbamate","10 eV",5,"611.2167:100.000000 612.2199:36.246787","611.2167, 100.000000; 612.2199, 36.246787","611.2167, 100; 612.2199, 36.2"
"AU116752",612.231909972,"Novobiocin ; novobiocin; [(3R,4S,5R,6R)-5-hydroxy-6-[4-hydroxy-3-[[4-hydroxy-3-(3-methylbut-2-enyl)benzoyl]amino]-8-methyl-2-oxochromen-7-yl]oxy-3-methoxy-2,2-dimethyloxan-4-yl] carbamate","20 eV",5,"423.1346:45.238095 568.2109:48.095238 611.2157:100.000000","423.1346, 45.238095; 568.2109, 48.095238; 611.2157, 100.000000","611.2157, 100; 568.2109, 48.1; 423.1346, 45.2"
"AU116753",612.231909972,"Novobiocin ; novobiocin; [(3R,4S,5R,6R)-5-hydroxy-6-[4-hydroxy-3-[[4-hydroxy-3-(3-methylbut-2-enyl)benzoyl]amino]-8-methyl-2-oxochromen-7-yl]oxy-3-methoxy-2,2-dimethyloxan-4-yl] carbamate","30 eV",5,"380.1321:57.547170 423.1364:100.000000 611.2215:55.188679","380.1321, 57.547170; 423.1364, 100.000000; 611.2215, 55.188679","423.1364, 100; 380.1321, 57.5; 611.2215, 55.2"
"AU116754",612.231909972,"Novobiocin ; novobiocin; [(3R,4S,5R,6R)-5-hydroxy-6-[4-hydroxy-3-[[4-hydroxy-3-(3-methylbut-2-enyl)benzoyl]amino]-8-methyl-2-oxochromen-7-yl]oxy-3-methoxy-2,2-dimethyloxan-4-yl] carbamate","40 eV",5,"205.0351:78.571429 206.0434:61.764706 380.1302:100.000000 423.1333:34.033613","205.0351, 78.571429; 206.0434, 61.764706; 380.1302, 100.000000; 423.1333, 34.033613","380.1302, 100; 205.0351, 78.6; 206.0434, 61.8; 423.1333, 34"
"AU116755",612.231909972,"Novobiocin ; novobiocin; [(3R,4S,5R,6R)-5-hydroxy-6-[4-hydroxy-3-[[4-hydroxy-3-(3-methylbut-2-enyl)benzoyl]amino]-8-methyl-2-oxochromen-7-yl]oxy-3-methoxy-2,2-dimethyloxan-4-yl] carbamate","50 eV",5,"205.0362:100.000000 206.0422:38.600000 232.0221:17.400000 380.1298:19.400000","205.0362, 100.000000; 206.0422, 38.600000; 232.0221, 17.400000; 380.1298, 19.400000","205.0362, 100; 206.0422, 38.6; 380.1298, 19.4; 232.0221, 17.4"
"AU117952",785.352359452,"Rifaximin","20 eV",5,"784.3375:100.000000","784.3375, 100.000000","784.3375, 100"
"AU117953",785.352359452,"Rifaximin","30 eV",5,"784.3376:100.000000","784.3376, 100.000000","784.3376, 100"
"AU158351",314.2245802,"delta9-Tetrahydrocannabinol; CYQFCXCEBYINGO-UHFFFAOYSA-N; 6,6,9-trimethyl-3-pentyl-6a,7,8,10a-tetrahydrobenzo[c]chromen-1-ol","10 eV",5,"313.2135:100.000000 314.2136:16.473988","313.2135, 100.000000; 314.2136, 16.473988","313.2135, 100; 314.2136, 16.5"
"AU158352",314.2245802,"delta9-Tetrahydrocannabinol; CYQFCXCEBYINGO-UHFFFAOYSA-N; 6,6,9-trimethyl-3-pentyl-6a,7,8,10a-tetrahydrobenzo[c]chromen-1-ol","20 eV",5,"313.2137:100.000000 314.2191:19.393939","313.2137, 100.000000; 314.2191, 19.393939","313.2137, 100; 314.2191, 19.4"
"AU158353",314.2245802,"delta9-Tetrahydrocannabinol; CYQFCXCEBYINGO-UHFFFAOYSA-N; 6,6,9-trimethyl-3-pentyl-6a,7,8,10a-tetrahydrobenzo[c]chromen-1-ol","30 eV",5,"191.105:34.782609 245.1513:41.304348 313.214:100.000000","191.105, 34.782609; 245.1513, 41.304348; 313.214, 100.000000","313.214, 100; 245.1513, 41.3; 191.105, 34.8"
"AU158354",314.2245802,"delta9-Tetrahydrocannabinol; CYQFCXCEBYINGO-UHFFFAOYSA-N; 6,6,9-trimethyl-3-pentyl-6a,7,8,10a-tetrahydrobenzo[c]chromen-1-ol","40 eV",5,"191.1048:100.000000","191.1048, 100.000000","191.1048, 100"
"AU200551",214.06299418,"3-Phenoxybenzoic acid","10 eV",5,"169.0644:62.895005 213.0543:100.000000 214.0576:16.309888","169.0644, 62.895005; 213.0543, 100.000000; 214.0576, 16.309888","213.0543, 100; 169.0644, 62.9; 214.0576, 16.3"
"AU200951",162.02924944,"4-Trifluoromethylphenol; 4-(trifluoromethyl)phenol","10 eV",5,"141.0167:1.613579 161.0238:100.000000 162.0274:4.662615","141.0167, 1.613579; 161.0238, 100.000000; 162.0274, 4.662615","161.0238, 100; 162.0274, 4.7; 141.0167, 1.6"
"AU200952",162.02924944,"4-Trifluoromethylphenol; 4-(trifluoromethyl)phenol","20 eV",5,"121.0113:19.093851 141.0184:22.394822 161.0246:100.000000 162.0282:6.278317","121.0113, 19.093851; 141.0184, 22.394822; 161.0246, 100.000000; 162.0282, 6.278317","161.0246, 100; 141.0184, 22.4; 121.0113, 19.1; 162.0282, 6.3"
"AU200953",162.02924944,"4-Trifluoromethylphenol; 4-(trifluoromethyl)phenol","30 eV",5,"121.0113:100.000000 141.0174:36.231884","121.0113, 100.000000; 141.0174, 36.231884","121.0113, 100; 141.0174, 36.2"
"AU201451",295.062676896,"N4-Acetyl-Sulfamethoxazole; 21312-10-7; N-[4-[(5-methyl-1,2-oxazol-3-yl)sulfamoyl]phenyl]acetamide","10 eV",5,"198.0219:56.462585 294.0535:100.000000 295.0562:13.945578","198.0219, 56.462585; 294.0535, 100.000000; 295.0562, 13.945578","294.0535, 100; 198.0219, 56.5; 295.0562, 13.9"
"AU201452",295.062676896,"N4-Acetyl-Sulfamethoxazole; 21312-10-7; N-[4-[(5-methyl-1,2-oxazol-3-yl)sulfamoyl]phenyl]acetamide","20 eV",5,"134.0602:32.452142 198.0219:100.000000 199.0253:8.568824","134.0602, 32.452142; 198.0219, 100.000000; 199.0253, 8.568824","198.0219, 100; 134.0602, 32.5; 199.0253, 8.6"
"AU201453",295.062676896,"N4-Acetyl-Sulfamethoxazole; 21312-10-7; N-[4-[(5-methyl-1,2-oxazol-3-yl)sulfamoyl]phenyl]acetamide","30 eV",5,"134.0608:100.000000 198.0222:38.166311","134.0608, 100.000000; 198.0222, 38.166311","134.0608, 100; 198.0222, 38.2"
"AU201454",295.062676896,"N4-Acetyl-Sulfamethoxazole; 21312-10-7; N-[4-[(5-methyl-1,2-oxazol-3-yl)sulfamoyl]phenyl]acetamide","40 eV",5,"134.06:100.000000","134.06, 100.000000","134.06, 100"
"AU202351",169.096359972,"Atrazine-desethyl-2-hydroxy","10 eV",5,"125.0824:29.304029 168.0866:100.000000","125.0824, 29.304029; 168.0866, 100.000000","168.0866, 100; 125.0824, 29.3"
"AU204251",200.061948624,"N,N-Dimethyl-N'-phenylsulfamide; (dimethylsulfamoylamino)benzene","10 eV",5,"155.0046:16.261957 199.055:100.000000 200.061:8.535688","155.0046, 16.261957; 199.055, 100.000000; 200.061, 8.535688","199.055, 100; 155.0046, 16.3; 200.061, 8.5"
"AU204252",200.061948624,"N,N-Dimethyl-N'-phenylsulfamide; (dimethylsulfamoylamino)benzene","20 eV",5,"155.0043:100.000000 199.0536:86.500000","155.0043, 100.000000; 199.0536, 86.500000","155.0043, 100; 199.0536, 86.5"
"AU204351",301.098393708,"Dimethachlor-ESA; CHEBI:83484; 2-[N-(2-methoxyethyl)-2,6-dimethylanilino]-2-oxoethanesulfonic acid","10 eV",5,"300.0904:100.000000 301.0938:18.113208","300.0904, 100.000000; 301.0938, 18.113208","300.0904, 100; 301.0938, 18.1"
"AU204352",301.098393708,"Dimethachlor-ESA; CHEBI:83484; 2-[N-(2-methoxyethyl)-2,6-dimethylanilino]-2-oxoethanesulfonic acid","20 eV",5,"120.9602:19.354839 300.0899:100.000000","120.9602, 19.354839; 300.0899, 100.000000","300.0899, 100; 120.9602, 19.4"
"AU204353",301.098393708,"Dimethachlor-ESA; CHEBI:83484; 2-[N-(2-methoxyethyl)-2,6-dimethylanilino]-2-oxoethanesulfonic acid","30 eV",5,"120.9602:100.000000","120.9602, 100.000000","120.9602, 100"
"AU209451",428.232459516,"Irbesartan; 2-butyl-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]-1,3-diazaspiro[4.4]non-1-en-4-one","10 eV",5,"427.2193:100.000000 428.2241:27.208122","427.2193, 100.000000; 428.2241, 27.208122","427.2193, 100; 428.2241, 27.2"
"AU209452",428.232459516,"Irbesartan; 2-butyl-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]-1,3-diazaspiro[4.4]non-1-en-4-one","20 eV",5,"193.133:100.000000 194.1373:14.680233 399.2164:20.930233 427.2205:95.203488 428.2198:27.616279","193.133, 100.000000; 194.1373, 14.680233; 399.2164, 20.930233; 427.2205, 95.203488; 428.2198, 27.616279","193.133, 100; 427.2205, 95.2; 428.2198, 27.6; 399.2164, 20.9; 194.1373, 14.7"
"AU209453",428.232459516,"Irbesartan; 2-butyl-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]-1,3-diazaspiro[4.4]non-1-en-4-one","30 eV",5,"193.1328:100.000000 194.1373:11.198649","193.1328, 100.000000; 194.1373, 11.198649","193.1328, 100; 194.1373, 11.2"
"AU209454",428.232459516,"Irbesartan; 2-butyl-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]-1,3-diazaspiro[4.4]non-1-en-4-one","40 eV",5,"193.1325:100.000000 194.1371:8.193980","193.1325, 100.000000; 194.1371, 8.193980","193.1325, 100; 194.1371, 8.2"
"AU209455",428.232459516,"Irbesartan; 2-butyl-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]-1,3-diazaspiro[4.4]non-1-en-4-one","50 eV",5,"164.0946:20.372671 193.133:100.000000","164.0946, 20.372671; 193.133, 100.000000","193.133, 100; 164.0946, 20.4"
"AU210251",411.184586532,"Fluvastatin; (E,3R,5S)-7-[3-(4-fluorophenyl)-1-propan-2-ylindol-2-yl]-3,5-dihydroxyhept-6-enoic acid","10 eV",5,"410.1734:100.000000 411.1748:33.435583","410.1734, 100.000000; 411.1748, 33.435583","410.1734, 100; 411.1748, 33.4"
"AU210252",411.184586532,"Fluvastatin; (E,3R,5S)-7-[3-(4-fluorophenyl)-1-propan-2-ylindol-2-yl]-3,5-dihydroxyhept-6-enoic acid","20 eV",5,"348.1708:100.000000","348.1708, 100.000000","348.1708, 100"
"AU210253",411.184586532,"Fluvastatin; (E,3R,5S)-7-[3-(4-fluorophenyl)-1-propan-2-ylindol-2-yl]-3,5-dihydroxyhept-6-enoic acid","30 eV",5,"210.0708:100.000000","210.0708, 100.000000","210.0708, 100"
"AU210254",411.184586532,"Fluvastatin; (E,3R,5S)-7-[3-(4-fluorophenyl)-1-propan-2-ylindol-2-yl]-3,5-dihydroxyhept-6-enoic acid","40 eV",5,"210.0697:100.000000","210.0697, 100.000000","210.0697, 100"
"AU210255",411.184586532,"Fluvastatin; (E,3R,5S)-7-[3-(4-fluorophenyl)-1-propan-2-ylindol-2-yl]-3,5-dihydroxyhept-6-enoic acid","50 eV",5,"210.0703:100.000000","210.0703, 100.000000","210.0703, 100"
"AU212951",358.156242932,"Cilastatin; (Z)-7-[(2R)-2-amino-2-carboxyethyl]sulfanyl-2-[[(1S)-2,2-dimethylcyclopropanecarbonyl]amino]hept-2-enoic acid","10 eV",5,"357.1449:100.000000 358.1458:23.564955","357.1449, 100.000000; 358.1458, 23.564955","357.1449, 100; 358.1458, 23.6"
"AU212952",358.156242932,"Cilastatin; (Z)-7-[(2R)-2-amino-2-carboxyethyl]sulfanyl-2-[[(1S)-2,2-dimethylcyclopropanecarbonyl]amino]hept-2-enoic acid","20 eV",5,"226.1248:100.000000 357.1434:29.022989","226.1248, 100.000000; 357.1434, 29.022989","226.1248, 100; 357.1434, 29"
"AU213751",440.1596885,"Candesartan; 2-ethoxy-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]benzimidazole-4-carboxylic acid","10 eV",5,"439.149:100.000000 440.1536:26.340326","439.149, 100.000000; 440.1536, 26.340326","439.149, 100; 440.1536, 26.3"
"AU213752",440.1596885,"Candesartan; 2-ethoxy-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]benzimidazole-4-carboxylic acid","20 eV",5,"132.0315:26.797386 133.0394:35.294118 205.0617:24.836601 309.1011:100.000000 310.1079:34.313725 354.1044:29.738562 439.149:97.058824","132.0315, 26.797386; 133.0394, 35.294118; 205.0617, 24.836601; 309.1011, 100.000000; 310.1079, 34.313725; 354.1044, 29.738562; 439.149, 97.058824","309.1011, 100; 439.149, 97.1; 133.0394, 35.3; 310.1079, 34.3; 354.1044, 29.7; 132.0315, 26.8; 205.0617, 24.8"
"AU213753",440.1596885,"Candesartan; 2-ethoxy-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]benzimidazole-4-carboxylic acid","30 eV",5,"132.032:65.079365 133.0404:65.873016 161.0719:46.031746 205.0606:38.492063 309.1023:100.000000 310.1105:34.523810","132.032, 65.079365; 133.0404, 65.873016; 161.0719, 46.031746; 205.0606, 38.492063; 309.1023, 100.000000; 310.1105, 34.523810","309.1023, 100; 133.0404, 65.9; 132.032, 65.1; 161.0719, 46; 205.0606, 38.5; 310.1105, 34.5"
"AU213754",440.1596885,"Candesartan; 2-ethoxy-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]benzimidazole-4-carboxylic acid","40 eV",5,"132.0319:100.000000 133.0405:62.500000 161.0696:33.593750 309.1003:38.671875","132.0319, 100.000000; 133.0405, 62.500000; 161.0696, 33.593750; 309.1003, 38.671875","132.0319, 100; 133.0405, 62.5; 309.1003, 38.7; 161.0696, 33.6"
"AU213755",440.1596885,"Candesartan; 2-ethoxy-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]benzimidazole-4-carboxylic acid","50 eV",5,"132.0321:90.041494 133.0397:100.000000 309.1059:51.037344","132.0321, 90.041494; 133.0397, 100.000000; 309.1059, 51.037344","133.0397, 100; 132.0321, 90; 309.1059, 51"
"AU214851",704.389748004,"Atazanavir; methyl N-[(2S)-1-[2-[(2S,3S)-2-hydroxy-3-[[(2S)-2-(methoxycarbonylamino)-3,3-dimethylbutanoyl]amino]-4-phenylbutyl]-2-[(4-pyridin-2-ylphenyl)methyl]hydrazinyl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate","10 eV",5,"703.3739:100.000000","703.3739, 100.000000","703.3739, 100"
"AU214852",704.389748004,"Atazanavir; methyl N-[(2S)-1-[2-[(2S,3S)-2-hydroxy-3-[[(2S)-2-(methoxycarbonylamino)-3,3-dimethylbutanoyl]amino]-4-phenylbutyl]-2-[(4-pyridin-2-ylphenyl)methyl]hydrazinyl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate","20 eV",5,"155.0808:82.500000 639.3199:100.000000 671.348:53.750000","155.0808, 82.500000; 639.3199, 100.000000; 671.348, 53.750000","639.3199, 100; 155.0808, 82.5; 671.348, 53.8"
"AU214853",704.389748004,"Atazanavir; methyl N-[(2S)-1-[2-[(2S,3S)-2-hydroxy-3-[[(2S)-2-(methoxycarbonylamino)-3,3-dimethylbutanoyl]amino]-4-phenylbutyl]-2-[(4-pyridin-2-ylphenyl)methyl]hydrazinyl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate","30 eV",5,"155.0801:100.000000 483.2364:21.227621 639.3231:39.130435","155.0801, 100.000000; 483.2364, 21.227621; 639.3231, 39.130435","155.0801, 100; 639.3231, 39.1; 483.2364, 21.2"
"AU214854",704.389748004,"Atazanavir; methyl N-[(2S)-1-[2-[(2S,3S)-2-hydroxy-3-[[(2S)-2-(methoxycarbonylamino)-3,3-dimethylbutanoyl]amino]-4-phenylbutyl]-2-[(4-pyridin-2-ylphenyl)methyl]hydrazinyl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate","40 eV",5,"155.0809:100.000000 156.0847:9.793814","155.0809, 100.000000; 156.0847, 9.793814","155.0809, 100; 156.0847, 9.8"
"AU214855",704.389748004,"Atazanavir; methyl N-[(2S)-1-[2-[(2S,3S)-2-hydroxy-3-[[(2S)-2-(methoxycarbonylamino)-3,3-dimethylbutanoyl]amino]-4-phenylbutyl]-2-[(4-pyridin-2-ylphenyl)methyl]hydrazinyl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate","50 eV",5,"155.0812:100.000000 195.0889:11.640798","155.0812, 100.000000; 195.0889, 11.640798","155.0812, 100; 195.0889, 11.6"
"AU218151",556.297093508,"Dronedarone; N-[2-butyl-3-[4-[3-(dibutylamino)propoxy]benzoyl]-1-benzofuran-5-yl]methanesulfonamide","10 eV",5,"555.2842:100.000000 556.2837:40.492170","555.2842, 100.000000; 556.2837, 40.492170","555.2842, 100; 556.2837, 40.5"
"AU218152",556.297093508,"Dronedarone; N-[2-butyl-3-[4-[3-(dibutylamino)propoxy]benzoyl]-1-benzofuran-5-yl]methanesulfonamide","20 eV",5,"555.2845:100.000000 556.2851:27.906977","555.2845, 100.000000; 556.2851, 27.906977","555.2845, 100; 556.2851, 27.9"
"AU218153",556.297093508,"Dronedarone; N-[2-butyl-3-[4-[3-(dibutylamino)propoxy]benzoyl]-1-benzofuran-5-yl]methanesulfonamide","30 eV",5,"555.2825:100.000000 556.2852:40.949033","555.2825, 100.000000; 556.2852, 40.949033","555.2825, 100; 556.2852, 40.9"
"AU218154",556.297093508,"Dronedarone; N-[2-butyl-3-[4-[3-(dibutylamino)propoxy]benzoyl]-1-benzofuran-5-yl]methanesulfonamide","40 eV",5,"555.2802:100.000000 556.2833:39.393939","555.2802, 100.000000; 556.2833, 39.393939","555.2802, 100; 556.2833, 39.4"
"AU218155",556.297093508,"Dronedarone; N-[2-butyl-3-[4-[3-(dibutylamino)propoxy]benzoyl]-1-benzofuran-5-yl]methanesulfonamide","50 eV",5,"306.1105:57.894737 307.1189:52.631579 308.1249:100.000000 356.0575:69.005848 555.2861:64.912281","306.1105, 57.894737; 307.1189, 52.631579; 308.1249, 100.000000; 356.0575, 69.005848; 555.2861, 64.912281","308.1249, 100; 356.0575, 69; 555.2861, 64.9; 306.1105, 57.9; 307.1189, 52.6"
