"MassFeature","compound_experimental","compound_theoretical","massbank_match","massbank_ID","mz_experimental","mz_theoretical","mz_massbank","column_experimental","column_theoretical","z_experimental","z_theoretical","z_massbank","MS2_experimental","MS2_theoretical","MS2_massbank","ppm_mass_error","massbank_ppm","mz_similarity_score1","rt_similarity_score1","MS2_cosine_similarity1","massbank_cosine_similarity","total_similarity_score","confidence_rank","confidence_source"
"I132.102R9.3",98,"Trimethylammonium Propionate (TMAP)","Ile; 2-Amino-3-methylvaleric acid; L-Isoleucine ID:KO003172","KO003172",132.101973,132.1018,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","58.06585, 100; 59.07366, 22.2","132.1, 100; 86.2, 96.3; 115.3, 27.9; 50, 4.1; 98.2, 0.9; 69.1, 0.7; 78.1, 0.5; 99.8, 0.5",1.30959608415285,0.512816222039979,0.999962589449797,0.98823551988547,0,0.849762712997889,66.2732703111756,"1; 2","Ingalls_Standards; MoNA"
"I132.102R9.3",98,"Trimethylammonium Propionate (TMAP)","Ile; 2-Amino-3-methylvaleric acid; L-Isoleucine ID:KO003172","KO003172",132.101973,132.1018,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","58.06585, 100; 59.07366, 21.9","132.1, 100; 86.2, 96.3; 115.3, 27.9; 50, 4.1; 98.2, 0.9; 69.1, 0.7; 78.1, 0.5; 99.8, 0.5",1.30959608415285,0.512816222039979,0.999962589449797,0.98823551988547,0,0.849762712997889,66.2732703111756,"1; 2","Ingalls_Standards; MoNA"
"I132.102R9.3",98,"Isoleucine","Aminocaproic acid; 6-aminohexanoic acid ID:PB000469","PB000469",132.101973,132.102454,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2",NA,"114.093, 100; 132.103, 74.7; 97.067, 14.9; 69.071, 13.9; 115.077, 13.5; 96.083, 8.5; 79.055, 5.5; 73.066, 3; 68.051, 0.7",3.64111328323791,0.512816222039979,0.999710840564641,0.0767096351031171,NA,0.701597377917692,53.8210237833879,"2","MoNA"
"I132.102R9.3",98,"Leucine","Aminocaproic acid; 6-aminohexanoic acid ID:PB000469","PB000469",132.101973,132.102454,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","86.09704, 100; 132.10115, 21.8","114.093, 100; 132.103, 74.7; 97.067, 14.9; 69.071, 13.9; 115.077, 13.5; 96.083, 8.5; 79.055, 5.5; 73.066, 3; 68.051, 0.7",3.64111328323791,0.512816222039979,0.999710840564641,0.00370387857131399,0.727782429830173,0.701597377917692,57.7065716322043,"2","MoNA"
"I132.102R9.3",98,"Leucine","Aminocaproic acid; 6-aminohexanoic acid ID:PB000469","PB000469",132.101973,132.102454,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","86.09744, 100; 132.1021, 25.7","114.093, 100; 132.103, 74.7; 97.067, 14.9; 69.071, 13.9; 115.077, 13.5; 96.083, 8.5; 79.055, 5.5; 73.066, 3; 68.051, 0.7",3.64111328323791,0.512816222039979,0.999710840564641,0.00370387857131399,0.754158942319787,0.701597377917692,58.5857887151914,"2","MoNA"
"I132.102R9.3",98,"Leucine","Aminocaproic acid; 6-aminohexanoic acid ID:PB000469","PB000469",132.101973,132.102454,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","86.09705, 100; 132.10212, 23.5","114.093, 100; 132.103, 74.7; 97.067, 14.9; 69.071, 13.9; 115.077, 13.5; 96.083, 8.5; 79.055, 5.5; 73.066, 3; 68.051, 0.7",3.64111328323791,0.512816222039979,0.999710840564641,0.00370387857131399,0.740009388234667,0.701597377917692,58.1141369123541,"2","MoNA"
"I132.102R9.3",98,"Leucine","Aminocaproic acid; 6-aminohexanoic acid ID:PB000469","PB000469",132.101973,132.102454,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","86.09702, 100; 132.10206, 22.9","114.093, 100; 132.103, 74.7; 97.067, 14.9; 69.071, 13.9; 115.077, 13.5; 96.083, 8.5; 79.055, 5.5; 73.066, 3; 68.051, 0.7",3.64111328323791,0.512816222039979,0.999710840564641,0.00370387857131399,0.735834387446174,0.701597377917692,57.9749702194043,"2","MoNA"
"I132.102R9.3",98,"Leucine","Aminocaproic acid; 6-aminohexanoic acid ID:PB000469","PB000469",132.101973,132.102454,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","86.09702, 100; 132.10207, 16.5","114.093, 100; 132.103, 74.7; 97.067, 14.9; 69.071, 13.9; 115.077, 13.5; 96.083, 8.5; 79.055, 5.5; 73.066, 3; 68.051, 0.7",3.64111328323791,0.512816222039979,0.999710840564641,0.00370387857131399,0.680007856094363,0.701597377917692,56.1140858410106,"2","MoNA"
"I132.102R9.3",98,"Leucine","Aminocaproic acid; 6-aminohexanoic acid ID:PB000469","PB000469",132.101973,132.102454,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","86.09709, 100; 132.10137, 16.8","114.093, 100; 132.103, 74.7; 97.067, 14.9; 69.071, 13.9; 115.077, 13.5; 96.083, 8.5; 79.055, 5.5; 73.066, 3; 68.051, 0.7",3.64111328323791,0.512816222039979,0.999710840564641,0.00370387857131399,0.683197262266069,0.701597377917692,56.2203993800675,"2","MoNA"
"I132.102R9.3",98,"Leucine","Aminocaproic acid; 6-aminohexanoic acid ID:PB000469","PB000469",132.101973,132.102454,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","86.09701, 100; 69.07056, 87.9","114.093, 100; 132.103, 74.7; 97.067, 14.9; 69.071, 13.9; 115.077, 13.5; 96.083, 8.5; 79.055, 5.5; 73.066, 3; 68.051, 0.7",3.64111328323791,0.512816222039979,0.999710840564641,0.00370387857131399,0,0.701597377917692,33.4471573045318,"2","MoNA"
"I132.102R9.3",98,"Leucine","Aminocaproic acid; 6-aminohexanoic acid ID:PB000469","PB000469",132.101973,132.102454,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","69.07055, 100; 86.09744, 96.7","114.093, 100; 132.103, 74.7; 97.067, 14.9; 69.071, 13.9; 115.077, 13.5; 96.083, 8.5; 79.055, 5.5; 73.066, 3; 68.051, 0.7",3.64111328323791,0.512816222039979,0.999710840564641,0.00370387857131399,0,0.701597377917692,33.4471573045318,"2","MoNA"
"I132.102R9.3",98,"Trimethylammonium Propionate (TMAP)","Aminocaproic acid; 6-aminohexanoic acid ID:PB000469","PB000469",132.101973,132.1018,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","132.10215, 100; 58.06595, 2.5","114.093, 100; 132.103, 74.7; 97.067, 14.9; 69.071, 13.9; 115.077, 13.5; 96.083, 8.5; 79.055, 5.5; 73.066, 3; 68.051, 0.7",1.30959608415285,0.512816222039979,0.999962589449797,0.98823551988547,0.983446637137512,0.701597377917692,99.0548248824259,"1; 2","Ingalls_Standards; MoNA"
"I132.102R9.3",98,"Trimethylammonium Propionate (TMAP)","Aminocaproic acid; 6-aminohexanoic acid ID:PB000469","PB000469",132.101973,132.1018,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","132.10201, 100; 58.06636, 2.4","114.093, 100; 132.103, 74.7; 97.067, 14.9; 69.071, 13.9; 115.077, 13.5; 96.083, 8.5; 79.055, 5.5; 73.066, 3; 68.051, 0.7",1.30959608415285,0.512816222039979,0.999962589449797,0.98823551988547,0.983464961789185,0.701597377917692,99.0554357041484,"1; 2","Ingalls_Standards; MoNA"
"I132.102R9.3",98,"Trimethylammonium Propionate (TMAP)","Aminocaproic acid; 6-aminohexanoic acid ID:PB000469","PB000469",132.101973,132.1018,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","132.10199, 100; 58.06586, 2.7","114.093, 100; 132.103, 74.7; 97.067, 14.9; 69.071, 13.9; 115.077, 13.5; 96.083, 8.5; 79.055, 5.5; 73.066, 3; 68.051, 0.7",1.30959608415285,0.512816222039979,0.999962589449797,0.98823551988547,0.983409962987714,0.701597377917692,99.053602410766,"1; 2","Ingalls_Standards; MoNA"
"I132.102R9.3",98,"Trimethylammonium Propionate (TMAP)","Aminocaproic acid; 6-aminohexanoic acid ID:PB000469","PB000469",132.101973,132.1018,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","132.10201, 100; 58.06687, 2.7","114.093, 100; 132.103, 74.7; 97.067, 14.9; 69.071, 13.9; 115.077, 13.5; 96.083, 8.5; 79.055, 5.5; 73.066, 3; 68.051, 0.7",1.30959608415285,0.512816222039979,0.999962589449797,0.98823551988547,0.983409928840767,0.701597377917692,99.0536012725345,"1; 2","Ingalls_Standards; MoNA"
"I132.102R9.3",98,"Trimethylammonium Propionate (TMAP)","Aminocaproic acid; 6-aminohexanoic acid ID:PB000469","PB000469",132.101973,132.1018,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","132.1021, 100; 58.06594, 8.6","114.093, 100; 132.103, 74.7; 97.067, 14.9; 69.071, 13.9; 115.077, 13.5; 96.083, 8.5; 79.055, 5.5; 73.066, 3; 68.051, 0.7",1.30959608415285,0.512816222039979,0.999962589449797,0.98823551988547,0.98232989626693,0.701597377917692,99.0176001867399,"1; 2","Ingalls_Standards; MoNA"
"I132.102R9.3",98,"Trimethylammonium Propionate (TMAP)","Aminocaproic acid; 6-aminohexanoic acid ID:PB000469","PB000469",132.101973,132.1018,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","132.1021, 100; 58.06593, 8.4","114.093, 100; 132.103, 74.7; 97.067, 14.9; 69.071, 13.9; 115.077, 13.5; 96.083, 8.5; 79.055, 5.5; 73.066, 3; 68.051, 0.7",1.30959608415285,0.512816222039979,0.999962589449797,0.98823551988547,0.982366451465226,0.701597377917692,99.0188186933498,"1; 2","Ingalls_Standards; MoNA"
"I132.102R9.3",98,"Trimethylammonium Propionate (TMAP)","Aminocaproic acid; 6-aminohexanoic acid ID:PB000469","PB000469",132.101973,132.1018,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","58.06585, 100; 59.07366, 22.2","114.093, 100; 132.103, 74.7; 97.067, 14.9; 69.071, 13.9; 115.077, 13.5; 96.083, 8.5; 79.055, 5.5; 73.066, 3; 68.051, 0.7",1.30959608415285,0.512816222039979,0.999962589449797,0.98823551988547,0,0.701597377917692,66.2732703111756,"1; 2","Ingalls_Standards; MoNA"
"I132.102R9.3",98,"Trimethylammonium Propionate (TMAP)","Aminocaproic acid; 6-aminohexanoic acid ID:PB000469","PB000469",132.101973,132.1018,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","58.06585, 100; 59.07366, 21.9","114.093, 100; 132.103, 74.7; 97.067, 14.9; 69.071, 13.9; 115.077, 13.5; 96.083, 8.5; 79.055, 5.5; 73.066, 3; 68.051, 0.7",1.30959608415285,0.512816222039979,0.999962589449797,0.98823551988547,0,0.701597377917692,66.2732703111756,"1; 2","Ingalls_Standards; MoNA"
"I132.102R9.3",98,"Isoleucine","L-beta-Homovaline; (R)-3-Amino-4-methylpentanoic acid; L-beta-Leucine; (R)-3-Amino-4-methylvaleric acid ID:PR100290","PR100290",132.101973,132.102454,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2",NA,"72.0813, 100; 69.0711, 33.4; 132.1024, 26.6; 115.9659, 18.2; 73.0664, 13.1; 99.5111, 10.3",3.64111328323791,0.512816222039979,0.999710840564641,0.0767096351031171,NA,0.694999830241468,53.8210237833879,"2","MoNA"
"I132.102R9.3",98,"Leucine","L-beta-Homovaline; (R)-3-Amino-4-methylpentanoic acid; L-beta-Leucine; (R)-3-Amino-4-methylvaleric acid ID:PR100290","PR100290",132.101973,132.102454,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","86.09704, 100; 132.10115, 21.8","72.0813, 100; 69.0711, 33.4; 132.1024, 26.6; 115.9659, 18.2; 73.0664, 13.1; 99.5111, 10.3",3.64111328323791,0.512816222039979,0.999710840564641,0.00370387857131399,0.727782429830173,0.694999830241468,57.7065716322043,"2","MoNA"
"I132.102R9.3",98,"Leucine","L-beta-Homovaline; (R)-3-Amino-4-methylpentanoic acid; L-beta-Leucine; (R)-3-Amino-4-methylvaleric acid ID:PR100290","PR100290",132.101973,132.102454,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","86.09744, 100; 132.1021, 25.7","72.0813, 100; 69.0711, 33.4; 132.1024, 26.6; 115.9659, 18.2; 73.0664, 13.1; 99.5111, 10.3",3.64111328323791,0.512816222039979,0.999710840564641,0.00370387857131399,0.754158942319787,0.694999830241468,58.5857887151914,"2","MoNA"
"I132.102R9.3",98,"Leucine","L-beta-Homovaline; (R)-3-Amino-4-methylpentanoic acid; L-beta-Leucine; (R)-3-Amino-4-methylvaleric acid ID:PR100290","PR100290",132.101973,132.102454,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","86.09705, 100; 132.10212, 23.5","72.0813, 100; 69.0711, 33.4; 132.1024, 26.6; 115.9659, 18.2; 73.0664, 13.1; 99.5111, 10.3",3.64111328323791,0.512816222039979,0.999710840564641,0.00370387857131399,0.740009388234667,0.694999830241468,58.1141369123541,"2","MoNA"
"I132.102R9.3",98,"Leucine","L-beta-Homovaline; (R)-3-Amino-4-methylpentanoic acid; L-beta-Leucine; (R)-3-Amino-4-methylvaleric acid ID:PR100290","PR100290",132.101973,132.102454,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","86.09702, 100; 132.10206, 22.9","72.0813, 100; 69.0711, 33.4; 132.1024, 26.6; 115.9659, 18.2; 73.0664, 13.1; 99.5111, 10.3",3.64111328323791,0.512816222039979,0.999710840564641,0.00370387857131399,0.735834387446174,0.694999830241468,57.9749702194043,"2","MoNA"
"I132.102R9.3",98,"Leucine","L-beta-Homovaline; (R)-3-Amino-4-methylpentanoic acid; L-beta-Leucine; (R)-3-Amino-4-methylvaleric acid ID:PR100290","PR100290",132.101973,132.102454,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","86.09702, 100; 132.10207, 16.5","72.0813, 100; 69.0711, 33.4; 132.1024, 26.6; 115.9659, 18.2; 73.0664, 13.1; 99.5111, 10.3",3.64111328323791,0.512816222039979,0.999710840564641,0.00370387857131399,0.680007856094363,0.694999830241468,56.1140858410106,"2","MoNA"
"I132.102R9.3",98,"Leucine","L-beta-Homovaline; (R)-3-Amino-4-methylpentanoic acid; L-beta-Leucine; (R)-3-Amino-4-methylvaleric acid ID:PR100290","PR100290",132.101973,132.102454,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","86.09709, 100; 132.10137, 16.8","72.0813, 100; 69.0711, 33.4; 132.1024, 26.6; 115.9659, 18.2; 73.0664, 13.1; 99.5111, 10.3",3.64111328323791,0.512816222039979,0.999710840564641,0.00370387857131399,0.683197262266069,0.694999830241468,56.2203993800675,"2","MoNA"
"I132.102R9.3",98,"Leucine","L-beta-Homovaline; (R)-3-Amino-4-methylpentanoic acid; L-beta-Leucine; (R)-3-Amino-4-methylvaleric acid ID:PR100290","PR100290",132.101973,132.102454,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","86.09701, 100; 69.07056, 87.9","72.0813, 100; 69.0711, 33.4; 132.1024, 26.6; 115.9659, 18.2; 73.0664, 13.1; 99.5111, 10.3",3.64111328323791,0.512816222039979,0.999710840564641,0.00370387857131399,0,0.694999830241468,33.4471573045318,"2","MoNA"
"I132.102R9.3",98,"Leucine","L-beta-Homovaline; (R)-3-Amino-4-methylpentanoic acid; L-beta-Leucine; (R)-3-Amino-4-methylvaleric acid ID:PR100290","PR100290",132.101973,132.102454,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","69.07055, 100; 86.09744, 96.7","72.0813, 100; 69.0711, 33.4; 132.1024, 26.6; 115.9659, 18.2; 73.0664, 13.1; 99.5111, 10.3",3.64111328323791,0.512816222039979,0.999710840564641,0.00370387857131399,0,0.694999830241468,33.4471573045318,"2","MoNA"
"I132.102R9.3",98,"Trimethylammonium Propionate (TMAP)","L-beta-Homovaline; (R)-3-Amino-4-methylpentanoic acid; L-beta-Leucine; (R)-3-Amino-4-methylvaleric acid ID:PR100290","PR100290",132.101973,132.1018,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","132.10215, 100; 58.06595, 2.5","72.0813, 100; 69.0711, 33.4; 132.1024, 26.6; 115.9659, 18.2; 73.0664, 13.1; 99.5111, 10.3",1.30959608415285,0.512816222039979,0.999962589449797,0.98823551988547,0.983446637137512,0.694999830241468,99.0548248824259,"1; 2","Ingalls_Standards; MoNA"
"I132.102R9.3",98,"Trimethylammonium Propionate (TMAP)","L-beta-Homovaline; (R)-3-Amino-4-methylpentanoic acid; L-beta-Leucine; (R)-3-Amino-4-methylvaleric acid ID:PR100290","PR100290",132.101973,132.1018,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","132.10201, 100; 58.06636, 2.4","72.0813, 100; 69.0711, 33.4; 132.1024, 26.6; 115.9659, 18.2; 73.0664, 13.1; 99.5111, 10.3",1.30959608415285,0.512816222039979,0.999962589449797,0.98823551988547,0.983464961789185,0.694999830241468,99.0554357041484,"1; 2","Ingalls_Standards; MoNA"
"I132.102R9.3",98,"Trimethylammonium Propionate (TMAP)","L-beta-Homovaline; (R)-3-Amino-4-methylpentanoic acid; L-beta-Leucine; (R)-3-Amino-4-methylvaleric acid ID:PR100290","PR100290",132.101973,132.1018,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","132.10199, 100; 58.06586, 2.7","72.0813, 100; 69.0711, 33.4; 132.1024, 26.6; 115.9659, 18.2; 73.0664, 13.1; 99.5111, 10.3",1.30959608415285,0.512816222039979,0.999962589449797,0.98823551988547,0.983409962987714,0.694999830241468,99.053602410766,"1; 2","Ingalls_Standards; MoNA"
"I132.102R9.3",98,"Trimethylammonium Propionate (TMAP)","L-beta-Homovaline; (R)-3-Amino-4-methylpentanoic acid; L-beta-Leucine; (R)-3-Amino-4-methylvaleric acid ID:PR100290","PR100290",132.101973,132.1018,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","132.10201, 100; 58.06687, 2.7","72.0813, 100; 69.0711, 33.4; 132.1024, 26.6; 115.9659, 18.2; 73.0664, 13.1; 99.5111, 10.3",1.30959608415285,0.512816222039979,0.999962589449797,0.98823551988547,0.983409928840767,0.694999830241468,99.0536012725345,"1; 2","Ingalls_Standards; MoNA"
"I132.102R9.3",98,"Trimethylammonium Propionate (TMAP)","L-beta-Homovaline; (R)-3-Amino-4-methylpentanoic acid; L-beta-Leucine; (R)-3-Amino-4-methylvaleric acid ID:PR100290","PR100290",132.101973,132.1018,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","132.1021, 100; 58.06594, 8.6","72.0813, 100; 69.0711, 33.4; 132.1024, 26.6; 115.9659, 18.2; 73.0664, 13.1; 99.5111, 10.3",1.30959608415285,0.512816222039979,0.999962589449797,0.98823551988547,0.98232989626693,0.694999830241468,99.0176001867399,"1; 2","Ingalls_Standards; MoNA"
"I132.102R9.3",98,"Trimethylammonium Propionate (TMAP)","L-beta-Homovaline; (R)-3-Amino-4-methylpentanoic acid; L-beta-Leucine; (R)-3-Amino-4-methylvaleric acid ID:PR100290","PR100290",132.101973,132.1018,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","132.1021, 100; 58.06593, 8.4","72.0813, 100; 69.0711, 33.4; 132.1024, 26.6; 115.9659, 18.2; 73.0664, 13.1; 99.5111, 10.3",1.30959608415285,0.512816222039979,0.999962589449797,0.98823551988547,0.982366451465226,0.694999830241468,99.0188186933498,"1; 2","Ingalls_Standards; MoNA"
"I132.102R9.3",98,"Trimethylammonium Propionate (TMAP)","L-beta-Homovaline; (R)-3-Amino-4-methylpentanoic acid; L-beta-Leucine; (R)-3-Amino-4-methylvaleric acid ID:PR100290","PR100290",132.101973,132.1018,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","58.06585, 100; 59.07366, 22.2","72.0813, 100; 69.0711, 33.4; 132.1024, 26.6; 115.9659, 18.2; 73.0664, 13.1; 99.5111, 10.3",1.30959608415285,0.512816222039979,0.999962589449797,0.98823551988547,0,0.694999830241468,66.2732703111756,"1; 2","Ingalls_Standards; MoNA"
"I132.102R9.3",98,"Trimethylammonium Propionate (TMAP)","L-beta-Homovaline; (R)-3-Amino-4-methylpentanoic acid; L-beta-Leucine; (R)-3-Amino-4-methylvaleric acid ID:PR100290","PR100290",132.101973,132.1018,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","58.06585, 100; 59.07366, 21.9","72.0813, 100; 69.0711, 33.4; 132.1024, 26.6; 115.9659, 18.2; 73.0664, 13.1; 99.5111, 10.3",1.30959608415285,0.512816222039979,0.999962589449797,0.98823551988547,0,0.694999830241468,66.2732703111756,"1; 2","Ingalls_Standards; MoNA"
"I132.102R9.3",98,"Isoleucine","Leucine; 2-amino-4-methylpentanoic acid ID:PB000392","PB000392",132.101973,132.102454,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2",NA,"86.099, 100; 132.106, 13.6",3.64111328323791,0.512816222039979,0.999710840564641,0.0767096351031171,NA,0.645038789362341,53.8210237833879,"2","MoNA"
"I132.102R9.3",98,"Leucine","Leucine; 2-amino-4-methylpentanoic acid ID:PB000392","PB000392",132.101973,132.102454,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","86.09704, 100; 132.10115, 21.8","86.099, 100; 132.106, 13.6",3.64111328323791,0.512816222039979,0.999710840564641,0.00370387857131399,0.727782429830173,0.645038789362341,57.7065716322043,"2","MoNA"
"I132.102R9.3",98,"Leucine","Leucine; 2-amino-4-methylpentanoic acid ID:PB000392","PB000392",132.101973,132.102454,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","86.09744, 100; 132.1021, 25.7","86.099, 100; 132.106, 13.6",3.64111328323791,0.512816222039979,0.999710840564641,0.00370387857131399,0.754158942319787,0.645038789362341,58.5857887151914,"2","MoNA"
"I132.102R9.3",98,"Leucine","Leucine; 2-amino-4-methylpentanoic acid ID:PB000392","PB000392",132.101973,132.102454,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","86.09705, 100; 132.10212, 23.5","86.099, 100; 132.106, 13.6",3.64111328323791,0.512816222039979,0.999710840564641,0.00370387857131399,0.740009388234667,0.645038789362341,58.1141369123541,"2","MoNA"
"I132.102R9.3",98,"Leucine","Leucine; 2-amino-4-methylpentanoic acid ID:PB000392","PB000392",132.101973,132.102454,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","86.09702, 100; 132.10206, 22.9","86.099, 100; 132.106, 13.6",3.64111328323791,0.512816222039979,0.999710840564641,0.00370387857131399,0.735834387446174,0.645038789362341,57.9749702194043,"2","MoNA"
"I132.102R9.3",98,"Leucine","Leucine; 2-amino-4-methylpentanoic acid ID:PB000392","PB000392",132.101973,132.102454,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","86.09702, 100; 132.10207, 16.5","86.099, 100; 132.106, 13.6",3.64111328323791,0.512816222039979,0.999710840564641,0.00370387857131399,0.680007856094363,0.645038789362341,56.1140858410106,"2","MoNA"
"I132.102R9.3",98,"Leucine","Leucine; 2-amino-4-methylpentanoic acid ID:PB000392","PB000392",132.101973,132.102454,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","86.09709, 100; 132.10137, 16.8","86.099, 100; 132.106, 13.6",3.64111328323791,0.512816222039979,0.999710840564641,0.00370387857131399,0.683197262266069,0.645038789362341,56.2203993800675,"2","MoNA"
"I132.102R9.3",98,"Leucine","Leucine; 2-amino-4-methylpentanoic acid ID:PB000392","PB000392",132.101973,132.102454,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","86.09701, 100; 69.07056, 87.9","86.099, 100; 132.106, 13.6",3.64111328323791,0.512816222039979,0.999710840564641,0.00370387857131399,0,0.645038789362341,33.4471573045318,"2","MoNA"
"I132.102R9.3",98,"Leucine","Leucine; 2-amino-4-methylpentanoic acid ID:PB000392","PB000392",132.101973,132.102454,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","69.07055, 100; 86.09744, 96.7","86.099, 100; 132.106, 13.6",3.64111328323791,0.512816222039979,0.999710840564641,0.00370387857131399,0,0.645038789362341,33.4471573045318,"2","MoNA"
"I132.102R9.3",98,"Trimethylammonium Propionate (TMAP)","Leucine; 2-amino-4-methylpentanoic acid ID:PB000392","PB000392",132.101973,132.1018,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","132.10215, 100; 58.06595, 2.5","86.099, 100; 132.106, 13.6",1.30959608415285,0.512816222039979,0.999962589449797,0.98823551988547,0.983446637137512,0.645038789362341,99.0548248824259,"1; 2","Ingalls_Standards; MoNA"
"I132.102R9.3",98,"Trimethylammonium Propionate (TMAP)","Leucine; 2-amino-4-methylpentanoic acid ID:PB000392","PB000392",132.101973,132.1018,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","132.10201, 100; 58.06636, 2.4","86.099, 100; 132.106, 13.6",1.30959608415285,0.512816222039979,0.999962589449797,0.98823551988547,0.983464961789185,0.645038789362341,99.0554357041484,"1; 2","Ingalls_Standards; MoNA"
"I132.102R9.3",98,"Trimethylammonium Propionate (TMAP)","Leucine; 2-amino-4-methylpentanoic acid ID:PB000392","PB000392",132.101973,132.1018,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","132.10199, 100; 58.06586, 2.7","86.099, 100; 132.106, 13.6",1.30959608415285,0.512816222039979,0.999962589449797,0.98823551988547,0.983409962987714,0.645038789362341,99.053602410766,"1; 2","Ingalls_Standards; MoNA"
"I132.102R9.3",98,"Trimethylammonium Propionate (TMAP)","Leucine; 2-amino-4-methylpentanoic acid ID:PB000392","PB000392",132.101973,132.1018,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","132.10201, 100; 58.06687, 2.7","86.099, 100; 132.106, 13.6",1.30959608415285,0.512816222039979,0.999962589449797,0.98823551988547,0.983409928840767,0.645038789362341,99.0536012725345,"1; 2","Ingalls_Standards; MoNA"
"I132.102R9.3",98,"Trimethylammonium Propionate (TMAP)","Leucine; 2-amino-4-methylpentanoic acid ID:PB000392","PB000392",132.101973,132.1018,132.101905256,"HILIC","HILIC",1,1,1,"132.10195, 100; 133.10526, 3.2","132.1021, 100; 58.06594, 8.6","86.099, 100; 132.106, 13.6",1.30959608415285,0.512816222039979,0.999962589449797,0.98823551988547,0.98232989626693,0.645038789362341,99.0176001867399,"1; 2","Ingalls_Standards; MoNA"
